时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),电机1(RPM),电机2(RPM),误差(°),能量(J),阶段,是否平衡
11.380,272.549,-946.800,331.348,-839.400,500.000,500.000,92.549,0.002,渐进启摆,0
11.399,290.742,1563.600,350.090,1633.200,-500.000,-500.000,110.742,0.013,渐进启摆,0
11.419,323.635,769.200,22.390,591.600,-500.000,-500.000,143.635,0.003,渐进启摆,0
11.439,303.530,-1750.200,5.273,-1575.000,500.000,500.000,123.530,0.017,渐进启摆,0
11.460,269.429,-716.400,330.337,-612.600,500.000,500.000,89.429,-0.001,渐进启摆,0
11.480,293.511,1735.200,351.255,1585.200,-500.000,-500.000,113.511,0.016,渐进启摆,0
11.501,329.194,970.800,25.466,945.000,-500.000,-500.000,149.194,0.005,渐进启摆,0
11.520,309.858,-1718.400,10.986,-1524.600,500.000,500.000,129.858,0.017,渐进启摆,0
11.540,275.471,-569.400,336.160,-880.200,500.000,500.000,95.471,-0.002,渐进启摆,0
11.560,297.993,1749.000,355.540,1734.600,-500.000,-500.000,117.993,0.017,渐进启摆,0
11.580,331.194,715.800,26.433,700.800,-500.000,-500.000,151.194,0.003,渐进启摆,0
11.599,309.023,-1740.000,9.602,-1422.000,500.000,500.000,129.023,0.017,渐进启摆,0
11.619,273.735,-900.000,334.468,-918.000,500.000,500.000,93.735,0.001,渐进启摆,0
11.640,294.895,1669.800,350.134,1375.800,-500.000,-500.000,114.895,0.015,渐进启摆,0
11.660,330.381,1078.200,25.532,1060.200,-500.000,-500.000,150.381,0.007,渐进启摆,0
11.680,310.276,-1743.600,12.766,-1451.400,500.000,500.000,130.276,0.018,渐进启摆,0
11.700,275.691,-615.000,337.061,-1000.200,500.000,500.000,95.691,-0.001,渐进启摆,0
11.720,298.235,1720.200,353.672,1598.400,-500.000,-500.000,118.235,0.016,渐进启摆,0
11.740,331.699,715.800,30.806,1073.400,-500.000,-500.000,151.699,0.003,渐进启摆,0
11.760,308.496,-1840.200,15.447,-1564.800,500.000,500.000,128.496,0.020,渐进启摆,0
11.780,272.812,-715.800,337.764,-1040.400,500.000,500.000,92.812,-0.001,渐进启摆,0
11.800,294.917,1755.600,354.265,1645.200,-500.000,-500.000,114.917,0.017,渐进启摆,0
11.820,330.029,957.000,28.762,946.800,-500.000,-500.000,150.029,0.005,渐进启摆,0
11.840,309.397,-1779.000,11.316,-1602.000,500.000,500.000,129.397,0.018,渐进启摆,0
11.860,273.186,-882.000,334.336,-890.400,500.000,500.000,93.186,0.001,渐进启摆,0
11.880,293.708,1722.000,353.650,1689.600,-500.000,-500.000,113.708,0.016,渐进启摆,0
11.900,327.920,844.200,27.114,900.600,-500.000,-500.000,147.920,0.004,渐进启摆,0
11.920,306.848,-1755.000,8.108,-1636.200,500.000,500.000,126.848,0.018,渐进启摆,0
11.940,272.263,-643.200,330.579,-880.200,500.000,500.000,92.263,-0.001,渐进启摆,0
11.960,295.225,1806.000,350.903,1753.200,-500.000,-500.000,115.225,0.018,渐进启摆,0
11.979,329.502,912.000,25.071,636.600,-500.000,-500.000,149.502,0.005,渐进启摆,0
12.000,309.023,-1797.600,3.362,-1668.000,500.000,500.000,129.023,0.019,渐进启摆,0
12.020,275.295,-516.000,326.536,-945.600,500.000,500.000,95.295,-0.002,渐进启摆,0
12.040,299.136,1816.800,346.641,1784.400,-500.000,-500.000,119.136,0.019,渐进启摆,0
12.060,332.820,623.400,19.644,310.200,-500.000,-500.000,152.820,0.002,渐进启摆,0
12.080,311.353,-1769.400,357.605,-1591.200,500.000,500.000,131.353,0.018,渐进启摆,0
12.100,277.756,-516.000,323.547,-896.400,500.000,500.000,97.756,-0.002,渐进启摆,0
12.120,302.080,1853.400,344.795,1855.800,-500.000,-500.000,122.080,0.020,渐进启摆,0
12.140,336.160,606.600,20.105,606.600,-500.000,-500.000,156.160,0.002,渐进启摆,0
12.160,314.363,-1818.600,0.308,-1506.000,500.000,500.000,134.363,0.019,渐进启摆,0
12.180,278.372,-847.800,325.701,-883.200,500.000,500.000,98.372,0.001,渐进启摆,0
12.199,299.993,1807.200,346.948,1889.400,-500.000,-500.000,119.993,0.018,渐进启摆,0
12.220,333.523,575.400,22.896,654.000,-500.000,-500.000,153.523,0.002,渐进启摆,0
12.239,311.550,-1814.400,3.318,-1524.000,500.000,500.000,131.550,0.019,渐进启摆,0
12.259,277.690,-548.400,329.392,-715.800,500.000,500.000,97.690,-0.002,渐进启摆,0
12.280,302.014,1855.200,351.189,1714.200,-500.000,-500.000,122.014,0.020,渐进启摆,0
12.300,335.984,587.400,26.257,627.600,-500.000,-500.000,155.984,0.002,渐进启摆,0
12.320,314.341,-1834.800,5.493,-1494.600,500.000,500.000,134.341,0.020,渐进启摆,0
12.340,278.767,-791.400,331.150,-759.000,500.000,500.000,98.767,0.000,渐进启摆,0
12.360,300.696,1824.600,350.574,1645.800,-500.000,-500.000,120.696,0.019,渐进启摆,0
12.380,333.787,523.200,23.137,550.800,-500.000,-500.000,153.787,0.001,渐进启摆,0
12.399,311.418,-1837.800,1.736,-1569.000,500.000,500.000,131.418,0.020,渐进启摆,0
12.419,277.690,-521.400,327.766,-795.000,500.000,500.000,97.690,-0.002,渐进启摆,0
12.440,302.278,1849.200,347.563,1710.600,-500.000,-500.000,122.278,0.020,渐进启摆,0
12.459,336.445,576.000,19.314,631.800,-500.000,-500.000,156.445,0.002,渐进启摆,0
12.479,314.011,-1830.000,358.748,-1501.200,500.000,500.000,134.011,0.020,渐进启摆,0
12.499,278.350,-841.200,323.877,-930.600,500.000,500.000,98.350,0.001,渐进启摆,0
12.520,300.828,1847.400,344.861,1923.000,-500.000,-500.000,120.828,0.019,渐进启摆,0
12.540,335.654,840.600,19.688,696.600,-500.000,-500.000,155.654,0.004,渐进启摆,0
12.560,315.835,-1824.000,2.131,-1391.400,500.000,500.000,135.835,0.020,渐进启摆,0
12.580,280.723,-854.400,326.360,-1107.000,500.000,500.000,100.723,0.001,渐进启摆,0
12.599,303.223,1848.000,342.773,1761.000,-500.000,-500.000,123.223,0.020,渐进启摆,0
12.619,336.379,581.400,17.402,703.800,-500.000,-500.000,156.379,0.002,渐进启摆,0
12.640,313.967,-1852.800,358.660,-1555.200,500.000,500.000,133.967,0.020,渐进启摆,0
12.660,278.591,-852.600,323.438,-948.000,500.000,500.000,98.591,0.001,渐进启摆,0
12.680,300.938,1770.600,344.971,1926.600,-500.000,-500.000,120.938,0.018,渐进启摆,0
12.700,333.655,574.200,19.556,815.400,-500.000,-500.000,153.655,0.002,渐进启摆,0
12.720,310.935,-1852.200,1.780,-1501.200,500.000,500.000,130.935,0.020,渐进启摆,0
12.740,275.603,-587.400,324.976,-1002.600,500.000,500.000,95.603,-0.002,渐进启摆,0
12.760,298.235,1701.600,343.279,1855.200,-500.000,-500.000,118.235,0.016,渐进启摆,0
12.780,332.754,867.600,16.941,759.000,-500.000,-500.000,152.754,0.004,渐进启摆,0
12.800,312.473,-1793.400,358.616,-1581.000,500.000,500.000,132.473,0.019,渐进启摆,0
12.830,285.513,1356.000,325.920,1035.600,-500.000,-500.000,105.513,0.009,渐进启摆,0
12.845,310.913,1385.400,349.321,1161.600,-500.000,-500.000,130.913,0.011,渐进启摆,0
12.860,302.893,-1462.200,342.136,-1432.200,500.000,500.000,122.893,0.012,渐进启摆,0
12.879,272.944,-651.000,312.561,-835.200,500.000,500.000,92.944,-0.001,渐进启摆,0
12.899,296.565,1858.200,331.721,1746.600,-500.000,-500.000,116.565,0.019,渐进启摆,0
12.919,330.754,465.600,7.295,703.800,-500.000,-500.000,150.754,0.001,渐进启摆,0
12.939,307.375,-1802.400,348.354,-1530.600,500.000,500.000,127.375,0.019,渐进启摆,0
12.960,273.296,-615.600,311.550,-919.800,500.000,500.000,93.296,-0.002,渐进启摆,0
12.980,296.279,1803.600,330.974,1725.000,-500.000,-500.000,116.279,0.018,渐进启摆,0
13.000,330.447,594.600,6.108,970.800,-500.000,-500.000,150.447,0.002,渐进启摆,0
13.019,308.628,-1786.200,349.409,-1488.000,500.000,500.000,128.628,0.018,渐进启摆,0
13.039,274.658,-562.800,314.319,-822.600,500.000,500.000,94.658,-0.002,渐进启摆,0
13.060,298.762,1794.000,334.863,1650.600,-500.000,-500.000,118.762,0.018,渐进启摆,0
13.080,332.820,639.000,9.536,1017.600,-500.000,-500.000,152.820,0.002,渐进启摆,0
13.099,311.418,-1782.600,351.958,-1548.600,500.000,500.000,131.418,0.019,渐进启摆,0
13.119,277.932,-543.600,316.846,-544.800,500.000,500.000,97.932,-0.002,渐进启摆,0
13.140,302.146,1839.000,338.203,1739.400,-500.000,-500.000,122.146,0.019,渐进启摆,0
13.160,335.918,636.600,12.568,978.000,-500.000,-500.000,155.918,0.002,渐进启摆,0
13.179,314.231,-1804.200,354.265,-1652.400,500.000,500.000,134.231,0.019,渐进启摆,0
