时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),电机1(RPM),电机2(RPM),倒立误差(°),系统能量(J),是否平衡,控制模式
11.599,255.344,-1329.000,318.296,1789.200,192.000,-240.000,75.344,0.006,0,能量启摆
11.620,232.690,-419.400,349.695,528.600,192.000,-240.000,52.690,-0.006,0,能量启摆
11.640,232.581,42.600,349.036,-64.800,192.000,-240.000,52.581,-0.007,0,能量启摆
11.660,234.910,175.800,346.069,-238.800,192.000,-240.000,54.910,-0.006,0,能量启摆
11.680,244.490,699.600,338.643,-612.600,192.000,-240.000,64.490,-0.003,0,能量启摆
11.700,261.584,1057.200,314.407,-1476.000,192.000,-240.000,81.584,0.002,0,能量启摆
11.720,283.865,1122.000,284.766,-1405.800,-264.000,336.000,103.865,0.005,0,能量启摆
11.740,302.454,206.400,261.057,-83.400,-264.000,336.000,122.454,-0.002,0,能量启摆
11.760,300.256,-171.600,263.804,237.600,-264.000,336.000,120.256,-0.002,0,能量启摆
11.780,289.841,-887.400,272.461,778.200,-264.000,336.000,109.841,0.002,0,能量启摆
11.800,265.891,-1298.400,302.256,1780.800,192.000,-240.000,85.891,0.006,0,能量启摆
11.820,242.666,-490.800,335.479,756.600,192.000,-240.000,62.666,-0.005,0,能量启摆
11.840,242.820,55.200,335.259,-60.000,192.000,-240.000,62.820,-0.006,0,能量启摆
11.860,245.259,207.600,332.336,-257.400,192.000,-240.000,65.259,-0.006,0,能量启摆
11.881,254.553,747.600,325.349,-458.400,192.000,-240.000,74.553,-0.002,0,能量启摆
11.900,273.735,1120.200,303.179,-1479.600,-264.000,336.000,93.735,0.004,0,能量启摆
11.921,291.863,229.800,279.866,-99.000,-264.000,336.000,111.863,-0.002,0,能量启摆
11.940,289.512,-232.800,282.415,221.400,-264.000,336.000,109.512,-0.002,0,能量启摆
11.961,278.481,-904.200,291.292,715.200,-264.000,336.000,98.481,0.002,0,能量启摆
11.981,254.399,-1416.000,319.922,1828.800,192.000,-240.000,74.399,0.007,0,能量启摆
12.001,230.801,-549.600,353.430,724.800,192.000,-240.000,50.801,-0.005,0,能量启摆
12.020,229.834,39.600,353.452,-47.400,192.000,-240.000,49.834,-0.007,0,能量启摆
12.040,232.207,218.400,350.793,-247.800,192.000,-240.000,52.207,-0.006,0,能量启摆
12.061,243.501,873.600,343.235,-509.400,192.000,-240.000,63.501,-0.001,0,能量启摆
12.080,263.057,1119.000,321.877,-1477.200,192.000,-240.000,83.057,0.003,0,能量启摆
12.100,285.996,1176.000,292.061,-1507.200,-264.000,336.000,105.996,0.006,0,能量启摆
12.119,304.475,177.000,270.154,78.000,-264.000,336.000,124.475,-0.002,0,能量启摆
12.139,301.311,-258.000,273.691,306.600,-264.000,336.000,121.311,-0.002,0,能量启摆
12.159,287.336,-1095.000,283.250,783.000,-264.000,336.000,107.336,0.005,0,能量启摆
12.180,261.453,-1417.800,314.363,1863.000,192.000,-240.000,81.453,0.008,0,能量启摆
12.200,237.854,-417.000,346.970,702.000,192.000,-240.000,57.854,-0.005,0,能量启摆
12.220,238.359,78.600,346.553,-51.600,192.000,-240.000,58.359,-0.006,0,能量启摆
12.240,242.864,396.600,343.916,-240.000,192.000,-240.000,62.864,-0.005,0,能量启摆
12.260,254.597,854.400,336.292,-639.000,192.000,-240.000,74.597,-0.001,0,能量启摆
12.280,274.900,1131.000,313.506,-1429.200,-264.000,336.000,94.900,0.004,0,能量启摆
12.300,293.005,207.000,290.435,-51.000,-264.000,336.000,113.005,-0.002,0,能量启摆
12.320,290.193,-250.200,293.445,251.400,-264.000,336.000,110.193,-0.002,0,能量启摆
12.340,276.614,-1081.200,301.619,658.200,-264.000,336.000,96.614,0.004,0,能量启摆
12.360,250.884,-1365.000,330.557,1897.200,192.000,-240.000,70.884,0.006,0,能量启摆
12.380,226.362,-624.000,3.098,838.800,192.000,-240.000,46.362,-0.005,0,能量启摆
12.400,226.274,81.600,2.878,-55.200,192.000,-240.000,46.274,-0.007,0,能量启摆
12.420,230.537,363.600,0.044,-246.000,192.000,-240.000,50.537,-0.006,0,能量启摆
12.440,245.435,1018.200,351.101,-832.200,192.000,-240.000,65.435,0.001,0,能量启摆
12.460,266.660,1117.800,325.986,-1368.000,192.000,-240.000,86.660,0.003,0,能量启摆
12.480,289.622,1175.400,297.554,-1368.600,-264.000,336.000,109.622,0.006,0,能量启摆
12.499,308.210,336.600,274.746,-123.600,-264.000,336.000,128.210,-0.001,0,能量启摆
12.520,304.255,-433.200,278.196,306.000,-264.000,336.000,124.255,-0.001,0,能量启摆
12.540,286.545,-1197.000,289.138,1092.000,-264.000,336.000,106.545,0.006,0,能量启摆
12.560,259.695,-1431.000,321.284,1849.200,192.000,-240.000,79.695,0.008,0,能量启摆
12.580,235.591,-563.400,352.793,678.000,192.000,-240.000,55.591,-0.004,0,能量启摆
12.599,235.920,87.600,352.288,-71.400,192.000,-240.000,55.920,-0.006,0,能量启摆
12.619,242.424,556.800,348.992,-313.200,192.000,-240.000,62.424,-0.004,0,能量启摆
12.640,257.212,993.000,340.181,-681.000,192.000,-240.000,77.212,0.001,0,能量启摆
12.660,278.416,1157.400,315.747,-1449.000,-264.000,336.000,98.416,0.005,0,能量启摆
12.680,295.576,171.000,293.005,-79.800,-264.000,336.000,115.576,-0.002,0,能量启摆
12.700,290.654,-410.400,296.301,286.200,-264.000,336.000,110.654,-0.002,0,能量启摆
12.719,273.713,-1180.800,306.826,950.400,-264.000,336.000,93.713,0.005,0,能量启摆
12.739,248.225,-1302.000,337.698,1813.200,192.000,-240.000,68.225,0.005,0,能量启摆
12.760,226.274,-468.600,8.789,678.000,192.000,-240.000,46.274,-0.006,0,能量启摆
12.780,226.868,72.000,8.372,-59.400,192.000,-240.000,46.868,-0.007,0,能量启摆
12.799,229.790,252.000,5.032,-323.400,192.000,-240.000,49.790,-0.006,0,能量启摆
12.820,240.645,843.000,357.078,-526.800,192.000,-240.000,60.645,-0.002,0,能量启摆
12.840,259.805,1143.000,333.743,-1479.600,192.000,-240.000,79.805,0.003,0,能量启摆
12.860,282.546,1085.400,304.585,-1482.600,-264.000,336.000,102.546,0.004,0,能量启摆
12.880,300.608,188.400,282.349,-65.400,-264.000,336.000,120.608,-0.002,0,能量启摆
12.900,298.499,-171.000,285.403,275.400,-264.000,336.000,118.499,-0.002,0,能量启摆
12.920,288.501,-854.400,294.653,773.400,-264.000,336.000,108.501,0.002,0,能量启摆
12.940,265.298,-1301.400,324.382,1838.400,192.000,-240.000,85.298,0.006,0,能量启摆
12.960,242.358,-513.000,356.045,668.400,192.000,-240.000,62.358,-0.004,0,能量启摆
12.979,242.424,58.800,355.518,-64.200,192.000,-240.000,62.424,-0.006,0,能量启摆
13.000,244.995,220.200,352.507,-256.800,192.000,-240.000,64.995,-0.006,0,能量启摆
13.020,254.355,747.600,344.487,-579.000,192.000,-240.000,74.355,-0.002,0,能量启摆
13.040,273.933,1122.000,321.987,-1429.800,-264.000,336.000,93.933,0.004,0,能量启摆
13.059,291.797,223.200,299.421,-83.400,-264.000,336.000,111.797,-0.002,0,能量启摆
13.079,289.248,-246.000,302.585,255.000,-264.000,336.000,109.248,-0.002,0,能量启摆
13.099,277.800,-946.800,310.540,619.200,-264.000,336.000,97.800,0.002,0,能量启摆
13.119,254.114,-1356.000,338.423,1773.000,192.000,-240.000,74.114,0.006,0,能量启摆
13.140,232.581,-402.000,9.404,445.200,192.000,-240.000,52.581,-0.006,0,能量启摆
13.160,232.361,46.200,8.789,-49.200,192.000,-240.000,52.361,-0.007,0,能量启摆
13.179,234.712,175.200,6.350,-232.800,192.000,-240.000,54.712,-0.006,0,能量启摆
13.199,244.028,667.800,0.022,-336.600,192.000,-240.000,64.028,-0.003,0,能量启摆
13.220,260.771,1065.600,344.136,-1396.200,192.000,-240.000,80.771,0.002,0,能量启摆
13.240,283.667,1198.800,313.462,-1514.400,-264.000,336.000,103.667,0.006,0,能量启摆
13.261,302.542,200.400,290.500,89.400,-264.000,336.000,122.542,-0.002,0,能量启摆
13.280,300.190,-198.000,293.181,228.600,-264.000,336.000,120.190,-0.002,0,能量启摆
13.300,288.633,-981.000,300.652,457.200,-264.000,336.000,108.633,0.003,0,能量启摆
13.320,263.474,-1381.200,326.580,1794.000,192.000,-240.000,83.474,0.007,0,能量启摆
13.341,240.535,-415.800,358.857,600.600,192.000,-240.000,60.535,-0.005,0,能量启摆
13.361,241.128,77.400,358.638,-42.600,192.000,-240.000,61.128,-0.006,0,能量启摆
13.381,244.534,286.800,356.550,-165.600,192.000,-240.000,64.534,-0.005,0,能量启摆
13.401,254.839,790.800,350.398,-318.600,192.000,-240.000,74.839,-0.001,0,能量启摆
13.420,274.834,1139.400,337.698,-1108.200,-264.000,336.000,94.834,0.004,0,能量启摆
13.441,293.423,231.000,313.792,-79.800,-264.000,336.000,113.423,-0.002,0,能量启摆
13.461,290.610,-249.000,316.055,169.200,-264.000,336.000,110.610,-0.002,0,能量启摆
13.480,277.844,-968.400,322.537,342.000,-264.000,336.000,97.844,0.002,0,能量启摆
13.500,253.433,-1324.200,339.434,1572.600,192.000,-240.000,73.433,0.006,0,能量启摆
13.520,231.372,-474.000,12.239,708.000,192.000,-240.000,51.372,-0.005,0,能量启摆
13.540,230.801,45.000,12.261,-52.200,192.000,-240.000,50.801,-0.007,0,能量启摆
13.560,233.525,243.000,10.217,-174.000,192.000,-240.000,53.525,-0.006,0,能量启摆
13.580,244.885,788.400,3.999,-355.800,192.000,-240.000,64.885,-0.002,0,能量启摆
13.600,263.562,1075.200,354.529,-739.800,192.000,-240.000,83.562,0.003,0,能量启摆
13.620,286.655,1156.800,324.954,-1628.400,-264.000,336.000,106.655,0.005,0,能量启摆
13.641,305.354,258.000,300.103,-21.000,-264.000,336.000,125.354,-0.001,0,能量启摆
13.660,302.432,-257.400,302.717,223.200,-264.000,336.000,122.432,-0.001,0,能量启摆
13.680,289.731,-1025.400,309.485,365.400,-264.000,336.000,109.731,0.004,0,能量启摆
13.700,264.265,-1338.000,328.271,1672.200,192.000,-240.000,84.265,0.007,0,能量启摆
13.721,241.172,-447.000,1.033,684.600,192.000,-240.000,61.172,-0.005,0,能量启摆
13.741,241.589,75.000,0.747,-52.200,192.000,-240.000,61.589,-0.006,0,能量启摆
13.760,244.841,268.800,358.945,-158.400,192.000,-240.000,64.841,-0.005,0,能量启摆
13.780,255.564,857.400,352.661,-362.400,192.000,-240.000,75.564,-0.001,0,能量启摆
13.800,275.933,1122.000,342.686,-745.200,-264.000,336.000,95.933,0.004,0,能量启摆
13.820,294.302,296.400,321.306,-129.000,-264.000,336.000,114.302,-0.002,0,能量启摆
13.841,291.357,-237.000,323.438,153.600,-264.000,336.000,111.357,-0.002,0,能量启摆
13.860,279.316,-956.400,330.359,376.200,-264.000,336.000,99.316,0.002,0,能量启摆
13.880,255.630,-1268.400,343.411,1273.200,192.000,-240.000,75.630,0.005,0,能量启摆
13.900,234.426,-344.400,15.161,789.000,192.000,-240.000,54.426,-0.006,0,能量启摆
13.920,234.448,47.400,15.315,-42.000,192.000,-240.000,54.448,-0.007,0,能量启摆
13.940,236.799,175.800,13.733,-145.200,192.000,-240.000,56.799,-0.006,0,能量启摆
13.960,245.654,577.800,7.449,-359.400,192.000,-240.000,65.654,-0.004,0,能量启摆
13.980,261.958,1032.600,358.682,-591.000,192.000,-240.000,81.958,0.002,0,能量启摆
14.000,284.370,1147.800,333.413,-1681.800,-264.000,336.000,104.370,0.005,0,能量启摆
14.019,302.629,199.800,307.463,-51.000,-264.000,336.000,122.629,-0.002,0,能量启摆
14.039,300.322,-164.400,309.836,172.800,-264.000,336.000,120.322,-0.002,0,能量启摆
14.059,290.083,-912.000,316.406,368.400,-264.000,336.000,110.083,0.003,0,能量启摆
14.080,266.528,-1279.200,329.128,1253.400,192.000,-240.000,86.528,0.006,0,能量启摆
14.099,245.193,-454.200,1.758,832.200,192.000,-240.000,65.193,-0.005,0,能量启摆
14.120,244.929,35.400,1.670,-43.200,192.000,-240.000,64.929,-0.006,0,能量启摆
14.140,246.973,141.000,0.022,-128.400,192.000,-240.000,66.973,-0.006,0,能量启摆
14.160,255.608,705.000,354.529,-386.400,192.000,-240.000,75.608,-0.002,0,能量启摆
14.180,273.713,1072.800,346.355,-532.200,-264.000,336.000,93.713,0.003,0,能量启摆
14.200,291.973,327.000,331.282,-94.800,-264.000,336.000,111.973,-0.002,0,能量启摆
14.220,290.105,-169.800,333.193,140.400,-264.000,336.000,110.105,-0.003,0,能量启摆
14.240,281.338,-706.800,339.148,375.600,-264.000,336.000,101.338,-0.000,0,能量启摆
14.259,259.783,-1223.400,349.563,904.200,192.000,-240.000,79.783,0.005,0,能量启摆
14.280,238.777,-362.400,18.413,781.200,192.000,-240.000,58.777,-0.005,0,能量启摆
14.300,239.128,70.200,18.149,-47.400,192.000,-240.000,59.128,-0.006,0,能量启摆
14.320,241.392,152.400,16.523,-138.600,192.000,-240.000,61.392,-0.006,0,能量启摆
14.339,247.939,438.600,11.360,-356.400,192.000,-240.000,67.939,-0.004,0,能量启摆
14.359,263.914,1000.200,3.208,-520.800,192.000,-240.000,83.914,0.002,0,能量启摆
14.380,286.348,1181.400,341.147,-1701.000,-264.000,336.000,106.348,0.006,0,能量启摆
14.399,305.266,176.400,313.572,-124.200,-264.000,336.000,125.266,-0.002,0,能量启摆
14.419,302.849,-205.200,315.835,173.400,-264.000,336.000,122.849,-0.002,0,能量启摆
14.440,293.687,-858.600,322.668,380.400,-264.000,336.000,113.687,0.002,0,能量启摆
14.459,269.583,-1322.400,335.215,1230.600,192.000,-240.000,89.583,0.007,0,能量启摆
14.480,247.412,-437.400,7.009,677.400,192.000,-240.000,67.412,-0.005,0,能量启摆
14.500,247.039,46.200,6.548,-54.000,192.000,-240.000,67.039,-0.006,0,能量启摆
14.520,249.543,220.200,4.329,-216.000,192.000,-240.000,69.543,-0.005,0,能量启摆
14.540,259.893,711.600,359.011,-253.200,192.000,-240.000,79.893,-0.002,0,能量启摆
14.560,277.778,1067.400,351.716,-496.200,-264.000,336.000,97.778,0.004,0,能量启摆
14.580,295.291,173.400,335.676,-109.800,-264.000,336.000,115.291,-0.002,0,能量启摆
14.600,292.522,-226.200,337.610,133.800,-264.000,336.000,112.522,-0.002,0,能量启摆
14.620,282.393,-796.800,344.268,454.200,-264.000,336.000,102.393,0.001,0,能量启摆
14.640,259.827,-1275.600,353.298,730.200,192.000,-240.000,79.827,0.005,0,能量启摆
14.660,238.293,-387.000,22.192,825.000,192.000,-240.000,58.293,-0.005,0,能量启摆
14.679,238.557,58.200,21.907,-54.000,192.000,-240.000,58.557,-0.006,0,能量启摆
14.699,241.106,175.800,19.753,-203.400,192.000,-240.000,61.106,-0.006,0,能量启摆
14.719,248.906,526.800,14.524,-245.400,192.000,-240.000,68.906,-0.004,0,能量启摆
14.740,266.396,999.600,6.768,-539.400,192.000,-240.000,86.396,0.002,0,能量启摆
14.760,289.248,1218.600,343.103,-1635.000,-264.000,336.000,109.248,0.007,0,能量启摆
14.780,308.035,192.600,316.978,-84.000,-264.000,336.000,128.035,-0.001,0,能量启摆
14.800,305.706,-198.600,319.438,175.800,-264.000,336.000,125.706,-0.001,0,能量启摆
14.820,294.741,-921.000,326.843,454.800,-264.000,336.000,114.741,0.003,0,能量启摆
14.839,269.824,-1351.800,341.521,1411.800,192.000,-240.000,89.824,0.007,0,能量启摆
14.860,247.412,-441.000,13.557,770.400,192.000,-240.000,67.412,-0.004,0,能量启摆
14.880,246.929,45.600,13.491,-58.800,192.000,-240.000,66.929,-0.006,0,能量启摆
14.900,249.587,218.400,11.140,-262.200,192.000,-240.000,69.587,-0.005,0,能量启摆
14.920,261.255,790.800,4.087,-380.400,192.000,-240.000,81.255,-0.001,0,能量启摆
14.940,280.459,1049.400,355.759,-607.200,-264.000,336.000,100.459,0.004,0,能量启摆
14.960,298.367,202.200,335.544,-219.600,-264.000,336.000,118.367,-0.002,0,能量启摆
14.980,295.269,-273.600,337.852,175.800,-264.000,336.000,115.269,-0.002,0,能量启摆
15.000,282.107,-964.800,345.762,436.200,-264.000,336.000,102.107,0.003,0,能量启摆
15.020,258.289,-1282.200,359.517,1419.000,192.000,-240.000,78.289,0.005,0,能量启摆
15.040,236.558,-370.200,30.872,583.200,192.000,-240.000,56.558,-0.006,0,能量启摆
15.060,236.821,57.600,30.872,-52.200,192.000,-240.000,56.821,-0.006,0,能量启摆
15.079,240.029,298.800,28.916,-174.000,192.000,-240.000,60.029,-0.006,0,能量启摆
15.099,249.785,609.600,21.577,-437.400,192.000,-240.000,69.785,-0.003,0,能量启摆
15.120,268.726,1098.600,11.448,-694.800,192.000,-240.000,88.726,0.003,0,能量启摆
15.140,292.368,1201.200,343.059,-1680.000,-264.000,336.000,112.368,0.006,0,能量启摆
15.160,311.902,339.000,316.802,-264.000,-264.000,336.000,131.902,-0.001,0,能量启摆
15.179,308.210,-351.000,319.373,199.200,-264.000,336.000,128.210,-0.001,0,能量启摆
15.200,292.148,-1194.000,327.942,518.400,-264.000,336.000,112.148,0.006,0,能量启摆
15.220,265.386,-1339.800,351.255,1812.000,192.000,-240.000,85.386,0.007,0,能量启摆
15.240,241.809,-569.400,24.060,635.400,192.000,-240.000,61.809,-0.004,0,能量启摆
15.259,242.622,122.400,23.862,-53.400,192.000,-240.000,62.622,-0.006,0,能量启摆
15.279,249.192,540.600,18.545,-478.800,192.000,-240.000,69.192,-0.004,0,能量启摆
15.300,266.682,954.000,6.372,-983.400,192.000,-240.000,86.682,0.001,0,能量启摆
15.320,288.984,1144.800,340.159,-1383.600,-264.000,336.000,108.984,0.005,0,能量启摆
15.340,306.892,314.400,316.802,-323.400,-264.000,336.000,126.892,-0.001,0,能量启摆
15.360,301.860,-601.800,322.427,526.200,-264.000,336.000,121.860,0.000,0,能量启摆
15.379,282.700,-1217.400,342.444,1453.200,-264.000,336.000,102.700,0.006,0,能量启摆
15.400,255.476,-1482.000,16.128,1754.400,192.000,-240.000,75.476,0.009,0,能量启摆
15.420,230.911,-665.400,48.801,927.000,192.000,-240.000,50.911,-0.004,0,能量启摆
15.439,230.142,112.200,49.307,-139.200,192.000,-240.000,50.142,-0.007,0,能量启摆
15.460,237.832,733.800,41.243,-721.200,192.000,-240.000,57.832,-0.003,0,能量启摆
15.480,256.223,1069.800,19.182,-1257.600,192.000,-240.000,76.223,0.002,0,能量启摆
15.500,278.218,1165.200,352.727,-1381.800,-264.000,336.000,98.218,0.005,0,能量启摆
15.520,295.708,177.000,331.523,-98.400,-264.000,336.000,115.708,-0.002,0,能量启摆
15.539,288.259,-657.600,338.950,584.400,-264.000,336.000,108.259,-0.000,0,能量启摆
15.560,268.110,-1236.600,2.812,1555.200,192.000,-240.000,88.110,0.005,0,能量启摆
15.580,245.786,-589.800,32.190,798.600,192.000,-240.000,65.786,-0.004,0,能量启摆
15.600,245.984,170.400,31.619,-192.600,192.000,-240.000,65.984,-0.006,0,能量启摆
15.620,256.575,889.800,20.896,-957.000,192.000,-240.000,76.575,-0.000,0,能量启摆
15.640,276.284,1054.200,357.407,-1288.800,-264.000,336.000,96.284,0.003,0,能量启摆
15.660,293.643,172.800,336.709,-204.600,-264.000,336.000,113.643,-0.002,0,能量启摆
15.680,285.315,-735.600,345.652,832.800,-264.000,336.000,105.315,0.000,0,能量启摆
15.700,263.650,-1257.600,11.558,1581.000,192.000,-240.000,83.650,0.005,0,能量启摆
15.720,240.820,-447.000,41.353,639.000,192.000,-240.000,60.820,-0.005,0,能量启摆
15.740,244.006,426.600,40.078,-385.200,192.000,-240.000,64.006,-0.005,0,能量启摆
15.760,256.003,826.200,25.093,-942.000,192.000,-240.000,76.003,-0.001,0,能量启摆
15.780,275.405,1086.000,1.472,-1349.400,-264.000,336.000,95.405,0.004,0,能量启摆
15.800,291.995,150.600,340.708,-106.200,-264.000,336.000,111.995,-0.002,0,能量启摆
15.820,283.250,-850.200,351.584,1008.600,-264.000,336.000,103.250,0.001,0,能量启摆
15.840,260.332,-1327.200,19.622,1626.000,192.000,-240.000,80.332,0.006,0,能量启摆
15.860,236.997,-475.200,48.845,731.400,192.000,-240.000,56.997,-0.005,0,能量启摆
15.880,239.524,453.000,46.670,-426.000,192.000,-240.000,59.524,-0.005,0,能量启摆
15.900,252.444,805.200,30.103,-1105.200,192.000,-240.000,72.444,-0.001,0,能量启摆
15.920,271.362,1033.800,5.845,-1293.600,-264.000,336.000,91.362,0.003,0,能量启摆
15.939,287.930,154.200,345.103,-152.400,-264.000,336.000,107.930,-0.003,0,能量启摆
15.960,279.866,-783.600,355.627,1016.400,-264.000,336.000,99.866,0.000,0,能量启摆
15.980,257.058,-1309.800,24.873,1695.000,192.000,-240.000,77.058,0.006,0,能量启摆
16.000,234.448,-379.200,55.129,552.000,192.000,-240.000,54.448,-0.006,0,能量启摆
16.020,236.338,450.600,52.581,-545.400,192.000,-240.000,56.338,-0.005,0,能量启摆
16.040,250.115,758.400,36.672,-1016.400,192.000,-240.000,70.115,-0.002,0,能量启摆
16.060,269.275,1046.400,12.898,-1261.200,192.000,-240.000,89.275,0.003,0,能量启摆
16.079,290.742,1105.200,346.355,-1408.800,-264.000,336.000,110.742,0.005,0,能量启摆
16.100,307.969,99.600,326.162,35.400,-264.000,336.000,127.969,-0.002,0,能量启摆
16.120,300.300,-781.800,337.083,1017.000,-264.000,336.000,120.300,0.002,0,能量启摆
16.139,277.910,-1339.200,5.295,1647.000,-264.000,336.000,97.910,0.008,0,能量启摆
16.160,249.631,-1409.400,41.177,1843.800,192.000,-240.000,69.631,0.007,0,能量启摆
16.180,224.407,-428.400,73.806,641.400,192.000,-240.000,44.407,-0.006,0,能量启摆
16.200,226.714,382.800,73.235,-337.200,192.000,-240.000,46.714,-0.006,0,能量启摆
16.220,238.711,861.600,56.426,-1034.400,192.000,-240.000,58.711,-0.002,0,能量启摆
16.240,258.113,1097.400,32.190,-1323.600,192.000,-240.000,78.113,0.003,0,能量启摆
16.260,279.690,1115.400,5.845,-1393.200,-264.000,336.000,99.690,0.004,0,能量启摆
16.280,296.433,-12.600,344.268,-99.600,-264.000,336.000,116.433,-0.002,0,能量启摆
16.310,279.053,-1062.000,6.328,1405.200,-264.000,336.000,99.053,0.004,0,能量启摆
16.325,259.365,-1374.000,31.641,1734.600,192.000,-240.000,79.365,0.007,0,能量启摆
16.341,238.228,-1020.600,58.755,1432.200,192.000,-240.000,58.228,0.000,0,能量启摆
16.360,236.030,168.600,62.952,-154.800,192.000,-240.000,56.030,-0.006,0,能量启摆
16.380,246.819,694.200,50.120,-1109.400,192.000,-240.000,66.819,-0.003,0,能量启摆
16.400,264.683,941.400,26.807,-1154.400,192.000,-240.000,84.683,0.001,0,能量启摆
16.420,285.557,1096.200,0.176,-1439.400,-264.000,336.000,105.557,0.005,0,能量启摆
16.440,302.300,46.200,339.500,-97.200,-264.000,336.000,122.300,-0.002,0,能量启摆
16.460,293.643,-882.600,350.947,970.200,-264.000,336.000,113.643,0.002,0,能量启摆
16.480,272.065,-1272.600,19.006,1666.800,-264.000,336.000,92.065,0.006,0,能量启摆
16.500,244.116,-1506.000,55.327,1971.600,192.000,-240.000,64.116,0.008,0,能量启摆
16.520,219.727,-324.000,87.100,436.200,192.000,-240.000,39.727,-0.007,0,能量启摆
16.540,221.353,340.200,83.760,-471.600,192.000,-240.000,41.353,-0.006,0,能量启摆
16.560,232.778,689.400,67.654,-1103.400,192.000,-240.000,52.778,-0.004,0,能量启摆
16.580,251.873,990.600,43.264,-1268.400,192.000,-240.000,71.873,0.001,0,能量启摆
16.600,274.307,1155.600,16.084,-1368.000,-264.000,336.000,94.307,0.005,0,能量启摆
16.620,291.160,44.400,354.727,-120.000,-264.000,336.000,111.160,-0.003,0,能量启摆
16.640,282.678,-736.200,6.196,917.400,-264.000,336.000,102.678,0.000,0,能量启摆
16.660,261.497,-1245.600,33.530,1706.400,192.000,-240.000,81.497,0.005,0,能量启摆
16.680,237.832,-432.600,63.347,642.600,192.000,-240.000,57.832,-0.005,0,能量启摆
16.699,239.854,344.400,61.699,-361.200,192.000,-240.000,59.854,-0.005,0,能量启摆
16.719,251.763,821.400,44.648,-1051.200,192.000,-240.000,71.763,-0.001,0,能量启摆
16.740,270.857,1044.600,20.061,-1297.800,-264.000,336.000,90.857,0.003,0,能量启摆
16.760,286.743,39.000,359.297,-36.000,-264.000,336.000,106.743,-0.003,0,能量启摆
16.779,278.262,-856.800,10.283,973.200,-264.000,336.000,98.262,0.001,0,能量启摆
16.800,255.784,-1343.400,39.045,1717.800,192.000,-240.000,75.784,0.006,0,能量启摆
16.820,232.778,-456.000,68.577,427.200,192.000,-240.000,52.778,-0.005,0,能量启摆
16.839,233.438,267.600,64.863,-388.800,192.000,-240.000,53.438,-0.006,0,能量启摆
16.860,246.731,817.800,49.351,-1182.600,192.000,-240.000,66.731,-0.002,0,能量启摆
16.879,265.737,981.600,25.444,-1227.600,192.000,-240.000,85.737,0.002,0,能量启摆
16.899,287.095,1101.000,358.418,-1416.600,-264.000,336.000,107.095,0.005,0,能量启摆
16.920,303.420,63.600,337.412,-48.000,-264.000,336.000,123.420,-0.002,0,能量启摆
16.940,295.950,-742.200,347.893,1010.400,-264.000,336.000,115.950,0.001,0,能量启摆
16.960,273.933,-1317.000,15.667,1629.600,-264.000,336.000,93.933,0.007,0,能量启摆
16.980,245.984,-1444.800,51.174,1966.800,192.000,-240.000,65.984,0.007,0,能量启摆
17.000,222.407,-369.600,83.320,574.800,192.000,-240.000,42.407,-0.006,0,能量启摆
17.020,224.451,328.200,81.299,-370.800,192.000,-240.000,44.451,-0.006,0,能量启摆
17.040,234.910,696.000,66.050,-1122.600,192.000,-240.000,54.910,-0.003,0,能量启摆
17.060,253.323,1005.600,42.100,-1225.200,192.000,-240.000,73.323,0.001,0,能量启摆
17.079,274.944,1167.000,15.205,-1394.400,-264.000,336.000,94.944,0.005,0,能量启摆
17.099,291.709,132.000,354.639,-40.200,-264.000,336.000,111.709,-0.002,0,能量启摆
17.120,284.722,-717.600,5.559,1006.200,-264.000,336.000,104.722,0.000,0,能量启摆
17.140,263.145,-1236.000,33.464,1656.600,192.000,-240.000,83.145,0.005,0,能量启摆
17.160,240.205,-378.000,63.391,664.800,192.000,-240.000,60.205,-0.005,0,能量启摆
17.180,242.271,355.200,61.963,-416.400,192.000,-240.000,62.271,-0.005,0,能量启摆
17.199,253.345,801.000,45.044,-1084.200,192.000,-240.000,73.345,-0.001,0,能量启摆
17.220,272.285,1085.400,20.874,-1338.600,-264.000,336.000,92.285,0.003,0,能量启摆
17.240,288.523,51.600,0.022,-136.200,-264.000,336.000,108.523,-0.003,0,能量启摆
17.260,281.382,-700.800,10.723,993.000,-264.000,336.000,101.382,-0.000,0,能量启摆
17.280,259.651,-1322.400,39.705,1608.000,192.000,-240.000,79.651,0.006,0,能量启摆
17.299,237.502,-334.200,69.126,439.200,192.000,-240.000,57.502,-0.006,0,能量启摆
17.320,239.875,418.200,65.325,-504.000,192.000,-240.000,59.875,-0.005,0,能量启摆
17.339,251.829,755.400,48.955,-1115.400,192.000,-240.000,71.829,-0.002,0,能量启摆
17.360,270.659,1022.400,25.137,-1248.600,-264.000,336.000,90.659,0.002,0,能量启摆
17.380,286.567,85.800,3.955,-197.400,-264.000,336.000,106.567,-0.003,0,能量启摆
17.400,278.745,-852.600,14.458,1101.600,-264.000,336.000,98.745,0.001,0,能量启摆
17.420,256.091,-1336.800,43.660,1654.800,192.000,-240.000,76.091,0.006,0,能量启摆
17.440,233.218,-428.400,73.147,399.600,192.000,-240.000,53.218,-0.005,0,能量启摆
17.460,234.119,343.200,70.664,-489.600,192.000,-240.000,54.119,-0.006,0,能量启摆
