时间(s),摆杆角度(°),摆杆速度(°/s),飞轮角度(°),飞轮速度(°/s),电机1输出(RPM),电机2输出(RPM),倒立误差(°),是否稳定,放缩系数
28.539,178.835,0.000,196.765,0.000,0.551,-3.844,1.165,1,1.000
28.559,178.813,-4.800,196.743,-4.800,3.415,-0.875,1.187,1,1.000
28.579,178.813,0.000,196.743,0.000,0.561,-3.843,1.187,1,1.000
28.599,178.792,0.000,196.721,0.000,0.571,-3.843,1.208,1,1.000
28.619,178.835,0.000,196.699,0.000,0.551,-3.843,1.165,1,1.000
28.639,178.835,0.000,196.677,-4.800,0.542,-0.884,1.165,1,1.000
28.659,178.835,0.000,196.677,0.000,0.551,-3.842,1.165,1,1.000
28.679,178.835,0.000,196.655,0.000,0.551,-3.842,1.165,1,1.000
28.699,178.835,0.000,196.633,0.000,0.551,-3.841,1.165,1,1.000
28.719,178.835,0.000,196.611,0.000,0.551,-3.841,1.165,1,1.000
28.739,178.835,0.000,196.567,0.000,0.551,-3.840,1.165,1,1.000
28.759,178.835,0.000,196.523,-4.800,0.542,-0.881,1.165,1,1.000
28.779,178.835,0.000,196.479,-5.400,0.540,-0.510,1.165,1,1.000
28.799,178.835,0.000,196.436,-15.600,0.521,5.778,1.165,1,1.000
28.820,178.835,0.000,196.414,-5.400,0.540,-0.509,1.165,1,1.000
28.839,178.835,0.000,196.414,0.000,0.551,-3.837,1.165,1,1.000
28.859,178.835,0.000,196.392,0.000,0.551,-3.837,1.165,1,1.000
28.879,178.835,0.000,196.370,0.000,0.551,-3.836,1.165,1,1.000
28.899,178.835,0.000,196.282,-11.400,0.529,3.192,1.165,1,1.000
28.919,178.835,0.000,195.117,-232.800,0.104,139.678,1.165,1,1.000
28.939,178.835,0.000,194.436,75.600,0.696,-50.395,1.165,1,1.000
28.959,178.835,0.000,196.304,0.600,0.552,-4.205,1.165,1,1.000
28.979,178.835,-4.800,196.128,0.000,3.414,-3.822,1.165,1,1.000
28.999,178.835,0.000,196.128,0.000,0.551,-3.832,1.165,1,1.000
29.019,178.835,0.000,196.106,0.000,0.551,-3.831,1.165,1,1.000
29.039,178.835,5.400,196.106,0.000,-2.670,-3.842,1.165,1,1.000
29.059,178.835,0.000,196.106,0.000,0.551,-3.831,1.165,1,1.000
29.079,178.835,0.000,196.084,0.000,0.551,-3.831,1.165,1,1.000
29.099,178.835,0.000,196.084,0.000,0.551,-3.831,1.165,1,1.000
29.119,178.835,0.000,196.084,0.000,0.551,-3.831,1.165,1,1.000
29.139,178.835,-4.200,196.062,0.000,3.056,-3.822,1.165,1,1.000
29.159,178.835,0.000,196.062,0.000,0.551,-3.830,1.165,1,1.000
29.179,178.835,0.000,196.062,0.000,0.551,-3.830,1.165,1,1.000
29.199,178.835,0.000,196.040,0.000,0.551,-3.830,1.165,1,1.000
29.219,178.835,-5.400,196.040,0.000,3.772,-3.819,1.165,1,1.000
29.239,178.835,0.000,196.018,0.000,0.551,-3.829,1.165,1,1.000
29.259,178.857,0.000,196.018,0.000,0.541,-3.829,1.143,1,1.000
29.280,178.857,0.000,195.996,-4.800,0.531,-0.870,1.143,1,1.000
29.299,178.857,0.000,195.996,0.000,0.541,-3.829,1.143,1,1.000
29.319,178.879,-10.800,195.996,0.000,6.972,-3.807,1.121,1,1.000
29.339,178.923,0.000,195.974,0.000,0.510,-3.829,1.077,1,1.000
29.359,178.945,0.000,195.974,0.000,0.500,-3.829,1.055,1,1.000
29.379,178.945,0.000,195.952,-5.400,0.490,-0.500,1.055,1,1.000
29.399,178.945,0.000,195.952,0.000,0.500,-3.828,1.055,1,1.000
29.419,178.945,0.000,195.930,0.000,0.500,-3.828,1.055,1,1.000
29.439,178.945,0.000,195.930,0.000,0.500,-3.828,1.055,1,1.000
29.459,178.945,0.000,195.908,0.000,0.500,-3.827,1.055,1,1.000
29.479,178.879,0.000,195.908,0.000,0.531,-3.827,1.121,1,1.000
29.499,178.792,-5.400,195.886,0.000,3.792,-3.816,1.208,1,1.000
29.519,178.484,-21.600,195.886,0.000,13.596,-3.783,1.516,1,1.000
29.539,178.330,0.000,195.864,4.800,0.792,-6.784,1.670,1,1.000
29.559,178.308,0.000,195.864,0.000,0.792,-3.825,1.692,1,1.000
29.579,178.220,-10.800,195.842,0.000,7.274,-3.803,1.780,1,1.000
29.599,177.078,-58.800,195.820,0.000,36.428,-3.704,2.922,1,1.000
29.620,176.748,-10.200,195.820,0.000,7.591,-3.801,3.252,1,1.000
29.639,176.682,-0.600,195.798,0.000,1.895,-3.820,3.318,1,1.000
29.659,176.440,-6.600,195.776,0.000,5.585,-3.807,3.560,1,1.000
29.680,176.155,-11.400,195.754,0.000,8.579,-3.796,3.845,1,1.000
29.700,175.825,-11.400,195.754,0.000,8.730,-3.795,4.175,1,1.000
29.720,175.693,-0.600,195.732,0.000,2.348,-3.816,4.307,1,1.000
29.739,175.408,-39.600,195.688,0.000,25.741,-3.737,4.592,1,1.000
29.759,174.771,-19.200,195.667,0.000,13.866,-3.776,5.229,1,1.000
29.780,174.507,-6.600,195.623,0.000,6.471,-3.800,5.493,1,1.000
29.800,174.397,-10.800,194.041,-359.400,8.336,217.761,5.603,1,1.000
29.820,174.287,-5.400,193.623,222.000,6.282,-140.595,5.713,1,1.000
29.840,174.221,-4.800,197.666,-111.600,5.314,64.943,5.779,1,1.000
29.860,174.177,-4.800,195.930,22.200,5.591,-17.492,5.823,1,1.000
29.880,174.177,0.000,196.018,-4.800,2.676,-0.861,5.823,1,1.000
29.900,174.243,5.400,196.018,0.000,-0.566,-3.831,5.757,1,1.000
29.920,174.353,4.800,196.018,0.000,-0.258,-3.830,5.647,1,1.000
29.940,174.375,0.000,195.996,0.000,2.595,-3.820,5.625,1,1.000
29.960,174.441,0.000,195.996,-4.800,2.555,-0.862,5.559,1,1.000
29.980,174.551,5.400,195.974,0.000,-0.707,-3.831,5.449,1,1.000
30.000,174.946,51.600,195.974,0.000,-28.445,-3.924,5.054,1,1.000
30.019,177.847,115.200,195.974,0.000,-67.709,-4.058,2.153,0,1.000
30.040,178.682,-15.600,195.952,0.000,9.926,-3.796,1.318,1,1.000
30.059,178.484,0.000,195.930,0.000,0.712,-3.827,1.516,1,1.000
30.079,178.506,0.000,195.930,0.000,0.702,-3.827,1.494,1,1.000
30.100,178.506,0.000,195.908,0.000,0.702,-3.827,1.494,1,1.000
30.119,178.528,0.000,195.908,0.000,0.692,-3.827,1.472,1,1.000
30.140,178.726,17.400,195.886,0.000,-9.777,-3.861,1.274,1,1.000
30.160,179.758,100.800,195.886,0.000,-59.996,-4.031,0.242,0,1.000
30.180,181.208,47.400,195.864,0.000,-28.809,-3.926,1.208,1,1.000
30.200,182.637,112.200,195.864,0.000,-68.115,-4.059,2.637,0,1.000
30.220,184.285,36.600,195.842,0.000,-23.777,-3.910,4.285,1,1.000
30.239,185.186,82.200,195.842,-4.800,-51.398,-1.045,5.186,0,1.000
30.269,186.284,0.000,195.820,0.000,-2.863,-3.840,6.284,1,1.000
30.285,186.284,10.200,195.820,0.000,-8.947,-3.861,6.284,1,1.000
30.301,186.328,0.000,195.820,0.000,-2.883,-3.841,6.328,1,1.000
30.320,186.372,0.000,195.820,0.000,-2.903,-3.841,6.372,1,1.000
30.340,186.614,28.200,195.798,0.000,-19.834,-3.897,6.614,1,1.000
30.360,187.471,10.800,195.798,-10.200,-9.868,2.423,7.471,1,1.000
30.380,187.493,0.000,195.798,0.000,-3.416,-3.842,7.493,1,1.000
30.400,187.471,0.000,195.776,0.000,-3.406,-3.842,7.471,1,1.000
30.419,187.449,0.000,195.776,0.000,-3.396,-3.842,7.449,1,1.000
30.439,187.427,0.000,195.776,0.000,-3.386,-3.842,7.427,1,1.000
30.459,187.405,0.000,195.776,0.000,-3.376,-3.842,7.405,1,1.000
30.479,187.405,0.000,195.754,0.000,-3.376,-3.841,7.405,1,1.000
30.499,187.427,0.000,195.754,0.000,-3.386,-3.841,7.427,1,1.000
30.519,187.515,5.400,195.732,0.000,-6.647,-3.852,7.515,1,1.000
30.539,187.537,0.000,195.710,0.000,-3.436,-3.841,7.537,1,1.000
30.559,187.537,0.000,195.710,0.000,-3.436,-3.841,7.537,1,1.000
30.579,187.537,0.000,195.688,0.000,-3.436,-3.840,7.537,1,1.000
30.599,187.537,0.000,195.688,0.000,-3.436,-3.840,7.537,1,1.000
30.619,187.537,0.000,195.667,0.000,-3.436,-3.840,7.537,1,1.000
30.639,187.537,-4.800,195.645,-10.200,-0.593,2.457,7.537,1,1.000
30.659,187.559,0.600,195.645,0.000,-3.804,-3.841,7.559,1,1.000
30.679,187.559,0.000,195.645,0.000,-3.447,-3.840,7.559,1,1.000
30.699,187.537,0.000,195.623,0.000,-3.436,-3.839,7.537,1,1.000
30.719,187.515,0.000,195.601,0.000,-3.426,-3.839,7.515,1,1.000
30.739,187.515,0.000,195.601,0.000,-3.426,-3.839,7.515,1,1.000
30.759,187.515,0.000,195.579,0.000,-3.426,-3.838,7.515,1,1.000
30.779,187.515,0.000,195.535,0.000,-3.426,-3.837,7.515,1,1.000
30.800,187.515,0.000,195.491,-16.200,-3.458,6.149,7.515,1,1.000
30.820,187.515,0.000,195.425,0.000,-3.426,-3.835,7.515,1,1.000
30.840,187.515,0.000,195.227,-34.200,-3.492,17.248,7.515,1,1.000
30.860,187.515,0.000,192.415,-7.200,-3.441,0.661,7.515,1,1.000
30.880,187.515,0.000,192.437,0.000,-3.427,-3.777,7.515,1,1.000
30.900,187.515,0.000,192.437,0.000,-3.427,-3.777,7.515,1,1.000
30.920,187.537,0.000,192.437,0.000,-3.437,-3.777,7.537,1,1.000
30.940,187.537,0.000,192.437,0.000,-3.437,-3.777,7.537,1,1.000
30.959,187.537,0.000,192.415,0.000,-3.437,-3.776,7.537,1,1.000
30.979,187.537,0.000,192.393,-5.400,-3.447,-0.448,7.537,1,1.000
30.999,187.581,5.400,192.371,0.000,-6.678,-3.786,7.581,1,1.000
31.019,187.866,32.400,192.371,0.000,-22.913,-3.841,7.866,1,1.000
31.039,188.525,29.400,192.349,0.000,-21.426,-3.836,8.525,1,1.000
31.059,188.635,0.000,192.327,0.000,-3.940,-3.777,8.635,1,1.000
31.079,188.591,-5.400,192.305,0.000,-0.699,-3.766,8.591,1,1.000
31.099,188.547,0.000,192.283,0.000,-3.900,-3.776,8.547,1,1.000
31.120,188.503,0.000,192.261,0.000,-3.880,-3.775,8.503,1,1.000
31.140,188.503,-4.800,192.239,0.000,-1.017,-3.765,8.503,1,1.000
31.160,188.481,0.000,192.217,0.000,-3.870,-3.774,8.481,1,1.000
31.179,188.438,-10.200,192.217,0.000,2.234,-3.754,8.438,1,1.000
31.199,188.438,0.000,192.195,0.000,-3.850,-3.774,8.438,1,1.000
31.219,188.416,0.000,192.173,0.000,-3.840,-3.773,8.416,1,1.000
31.239,188.438,0.000,192.151,0.000,-3.850,-3.773,8.438,1,1.000
31.259,188.416,0.000,192.129,0.000,-3.840,-3.773,8.416,1,1.000
31.279,188.372,-5.400,192.129,0.000,-0.598,-3.762,8.372,1,1.000
31.299,188.240,-10.800,192.085,-4.800,2.674,-0.791,8.240,1,1.000
31.319,188.042,-26.400,192.063,0.000,12.078,-3.718,8.042,1,1.000
31.339,187.471,-64.200,192.041,0.000,34.887,-3.640,7.471,0,1.000
31.359,186.218,-52.200,192.019,-5.400,28.292,-0.333,6.218,1,1.000
31.379,185.142,-48.600,191.975,-5.400,26.639,-0.337,5.142,1,1.000
31.400,183.450,-100.800,191.953,0.000,58.560,-3.557,3.450,0,1.000
31.420,180.659,-154.800,191.931,0.000,92.048,-3.442,0.659,0,1.000
31.439,177.913,-106.800,191.887,-5.400,64.665,-0.204,2.087,0,1.000
31.459,176.528,-38.400,191.646,-28.800,24.457,14.089,3.472,1,1.000
31.479,175.693,-63.000,188.042,-190.200,39.202,113.692,4.307,0,1.000
31.499,174.309,-64.200,186.482,50.400,41.014,-34.570,5.691,0,1.000
31.519,173.342,-36.000,187.339,-19.200,24.503,8.258,6.658,1,1.000
31.539,172.837,-29.400,187.317,0.000,20.835,-3.588,7.163,1,1.000
31.559,172.397,-18.000,187.317,-5.400,14.226,-0.282,7.603,1,1.000
31.579,172.244,0.000,187.317,-4.800,3.561,-0.688,7.756,1,1.000
31.599,172.156,-4.800,187.317,-10.800,6.453,3.020,7.844,1,1.000
31.619,171.980,-16.200,187.317,0.000,13.354,-3.613,8.020,1,1.000
31.639,171.936,0.000,187.317,0.000,3.712,-3.645,8.064,1,1.000
31.659,171.914,-10.800,187.317,0.000,10.163,-3.624,8.086,1,1.000
31.680,171.738,-6.000,187.317,0.000,7.381,-3.633,8.262,1,1.000
31.699,171.431,-28.200,187.317,0.000,20.763,-3.588,8.569,1,1.000
31.719,170.706,-12.600,187.295,0.000,11.791,-3.617,9.294,1,1.000
31.739,170.530,-6.000,187.295,0.000,7.935,-3.630,9.470,1,1.000
31.759,170.332,-11.400,187.295,0.000,11.246,-3.619,9.668,1,1.000
31.779,170.024,-17.400,187.273,0.000,14.966,-3.606,9.976,1,1.000
31.799,169.629,-34.200,187.273,0.000,25.168,-3.571,10.371,1,1.000
31.819,167.981,-69.000,187.251,0.000,46.680,-3.498,12.019,0,1.000
31.839,167.212,-0.600,187.251,0.000,6.234,-3.633,12.788,1,1.000
31.859,167.322,6.000,187.251,0.000,2.247,-3.647,12.678,1,1.000
31.879,167.432,0.600,187.229,0.000,5.418,-3.636,12.568,1,1.000
31.899,167.717,18.600,187.229,0.000,-5.450,-3.673,12.283,1,1.000
31.919,168.333,35.400,187.207,0.000,-15.752,-3.707,11.667,1,1.000
31.939,168.728,0.000,187.207,0.000,5.182,-3.637,11.272,1,1.000
31.959,168.706,0.000,187.185,-5.400,5.181,-0.308,11.294,1,1.000
31.979,168.750,5.400,187.185,0.000,1.951,-3.647,11.250,1,1.000
31.999,168.860,16.200,187.163,0.000,-4.542,-3.669,11.140,1,1.000
32.019,169.124,12.000,187.163,0.000,-2.157,-3.661,10.876,1,1.000
32.040,169.849,58.800,187.141,0.000,-30.404,-3.756,10.151,1,1.000
32.060,171.013,28.200,187.141,0.000,-12.686,-3.697,8.987,1,1.000
32.080,171.101,0.000,187.119,0.000,4.094,-3.640,8.899,1,1.000
32.100,171.255,22.800,187.119,0.000,-9.576,-3.686,8.745,1,1.000
32.120,172.419,100.200,187.097,0.000,-56.276,-3.843,7.581,0,1.000
32.140,174.155,24.000,187.097,0.000,-11.621,-3.694,5.845,1,1.000
32.160,174.089,-4.800,187.075,0.000,5.588,-3.635,5.911,1,1.000
32.180,173.979,0.000,187.075,0.000,2.775,-3.645,6.021,1,1.000
32.200,173.979,0.000,187.053,0.000,2.775,-3.644,6.021,1,1.000
32.220,174.045,5.400,187.053,0.000,-0.476,-3.655,5.955,1,1.000
32.240,174.133,0.000,187.031,0.000,2.705,-3.644,5.867,1,1.000
32.260,174.221,5.400,187.031,-4.800,-0.566,-0.697,5.779,1,1.000
32.280,174.705,46.200,187.009,0.000,-25.114,-3.738,5.295,1,1.000
32.300,176.111,55.200,187.009,-4.800,-31.136,-0.800,3.889,1,1.000
32.320,177.209,48.600,187.009,0.000,-27.693,-3.748,2.791,1,1.000
32.340,178.088,46.200,186.987,0.000,-26.664,-3.744,1.912,1,1.000
32.360,178.945,40.800,186.987,0.600,-23.835,-4.105,1.055,1,1.000
32.380,179.890,52.800,186.965,0.000,-31.427,-3.760,0.110,1,1.000
32.399,180.989,45.000,186.943,0.000,-27.278,-3.747,0.989,1,1.000
32.420,182.329,70.200,186.921,0.000,-42.923,-3.799,2.329,0,1.000
32.440,183.318,24.000,186.899,0.000,-15.819,-3.708,3.318,1,1.000
32.459,183.494,6.000,186.877,-0.600,-5.165,-3.302,3.494,1,1.000
32.479,183.713,22.200,186.812,0.000,-14.927,-3.704,3.713,1,1.000
32.499,184.263,52.200,183.999,-261.600,-33.575,157.531,4.263,1,1.000
32.519,185.625,35.400,181.384,63.600,-23.555,-42.829,5.625,1,1.000
32.539,186.504,46.800,183.713,11.400,-30.857,-10.725,6.504,1,1.000
32.559,187.163,17.400,183.582,0.000,-13.645,-3.638,7.163,1,1.000
32.579,187.383,6.000,183.582,0.000,-6.946,-3.615,7.383,1,1.000
32.599,187.756,30.000,183.560,-4.800,-21.441,-0.705,7.756,1,1.000
32.620,188.723,40.200,183.560,0.000,-27.959,-3.686,8.723,1,1.000
32.640,189.250,5.400,183.538,0.000,-7.444,-3.617,9.250,1,1.000
32.660,189.404,10.800,183.538,0.000,-10.735,-3.628,9.404,1,1.000
32.680,189.448,0.000,183.516,-0.600,-4.315,-3.236,9.448,1,1.000
32.700,189.426,0.000,183.516,0.000,-4.303,-3.606,9.426,1,1.000
32.720,189.382,0.000,183.516,0.000,-4.283,-3.606,9.382,1,1.000
32.740,189.360,0.000,183.516,0.000,-4.273,-3.606,9.360,1,1.000
32.760,189.294,-16.200,183.494,5.400,5.430,-6.901,9.294,1,1.000
32.780,189.229,-4.800,183.472,0.000,-1.350,-3.595,9.229,1,1.000
32.800,189.141,-1.200,183.472,5.400,-3.446,-6.931,9.141,1,1.000
32.819,188.987,-11.400,183.450,-4.800,2.688,-0.623,8.987,1,1.000
32.839,188.635,-23.400,183.450,0.000,10.016,-3.556,8.635,1,1.000
32.859,187.405,-105.000,183.428,0.000,59.252,-3.390,7.405,0,1.000
32.879,185.955,-0.600,183.428,0.000,-2.355,-3.596,5.955,1,1.000
32.899,186.042,0.000,183.428,0.000,-2.753,-3.598,6.042,1,1.000
32.919,186.108,0.000,183.406,0.000,-2.783,-3.597,6.108,1,1.000
32.939,186.174,0.000,183.406,0.000,-2.813,-3.598,6.174,1,1.000
32.959,186.240,5.400,183.384,-5.400,-6.075,-0.280,6.240,1,1.000
32.979,186.262,0.000,183.384,0.000,-2.854,-3.597,6.262,1,1.000
33.000,186.262,0.000,183.384,0.000,-2.854,-3.597,6.262,1,1.000
33.020,186.218,0.000,183.384,0.000,-2.833,-3.597,6.218,1,1.000
33.040,186.196,0.000,183.362,-4.800,-2.833,-0.638,6.196,1,1.000
33.060,186.196,4.800,183.362,0.000,-5.686,-3.606,6.196,1,1.000
33.080,186.196,0.000,183.362,-5.400,-2.834,-0.268,6.196,1,1.000
33.100,186.174,0.000,183.340,0.000,-2.813,-3.596,6.174,1,1.000
33.120,186.108,-5.400,183.340,0.000,0.438,-3.585,6.108,1,1.000
33.140,185.889,-6.600,183.340,0.000,1.254,-3.582,5.889,1,1.000
33.160,185.120,-72.000,183.318,0.000,40.616,-3.449,5.120,0,1.000
33.180,184.065,-25.200,183.318,0.000,13.184,-3.541,4.065,1,1.000
33.200,183.472,-45.600,183.318,0.000,25.624,-3.499,3.472,1,1.000
33.220,182.637,-30.600,183.296,0.000,17.060,-3.527,2.637,1,1.000
33.240,181.802,-47.400,183.296,0.000,27.463,-3.491,1.802,1,1.000
33.259,180.813,-48.000,183.274,0.000,28.274,-3.488,0.813,1,1.000
33.279,180.000,-24.000,183.274,0.000,14.331,-3.534,0.000,1,1.000
33.299,179.736,-16.800,183.252,0.000,10.157,-3.548,0.264,1,1.000
33.319,179.736,0.000,183.252,4.800,0.146,-6.540,0.264,1,1.000
33.340,179.736,0.000,183.230,0.000,0.137,-3.581,0.264,1,1.000
33.360,179.561,-30.000,183.208,0.000,18.111,-3.520,0.439,1,1.000
33.379,178.242,-30.600,183.186,0.000,19.073,-3.516,1.758,1,1.000
33.399,178.242,4.800,183.164,0.000,-2.042,-3.587,1.758,1,1.000
33.419,178.242,0.000,183.142,0.000,0.821,-3.576,1.758,1,1.000
33.440,178.242,0.000,183.142,0.000,0.821,-3.576,1.758,1,1.000
33.459,178.264,0.000,183.098,-4.800,0.802,-0.617,1.736,1,1.000
33.480,178.264,0.000,183.054,0.000,0.811,-3.575,1.736,1,1.000
33.500,178.264,0.000,183.010,0.000,0.811,-3.574,1.736,1,1.000
33.520,178.264,0.000,179.495,-303.000,0.229,183.253,1.736,1,1.000
33.540,178.264,0.000,178.110,129.000,1.059,-82.989,1.736,1,1.000
33.560,178.264,-4.800,181.230,-53.400,3.572,29.384,1.736,1,1.000
33.580,178.264,0.000,181.099,6.600,0.824,-7.605,1.736,1,1.000
33.600,178.286,0.000,181.077,0.000,0.801,-3.536,1.714,1,1.000
33.620,178.264,0.000,181.077,0.000,0.811,-3.536,1.736,1,1.000
33.640,178.308,0.000,181.077,0.000,0.791,-3.536,1.692,1,1.000
33.659,178.264,-6.600,181.055,0.000,4.748,-3.522,1.736,1,1.000
33.679,177.781,-39.600,181.055,0.000,24.653,-3.455,2.219,1,1.000
33.699,176.902,-28.800,181.033,0.000,18.614,-3.475,3.098,1,1.000
33.719,176.001,-58.200,181.033,0.000,36.563,-3.414,3.999,1,1.000
33.739,175.254,-12.000,181.033,-4.800,9.339,-0.547,4.746,1,1.000
33.759,175.100,-6.000,181.033,0.000,5.840,-3.517,4.900,1,1.000
33.779,174.287,-80.400,181.011,0.000,50.590,-3.366,5.713,0,1.000
33.799,173.386,-23.400,181.011,0.000,17.004,-3.478,6.614,1,1.000
33.819,173.035,-24.000,181.011,0.000,17.523,-3.476,6.965,1,1.000
33.839,172.441,-41.400,180.989,0.000,28.173,-3.440,7.559,1,1.000
33.859,171.606,-39.600,180.989,0.000,27.482,-3.442,8.394,1,1.000
33.879,171.145,-7.200,180.989,-4.800,8.359,-0.547,8.855,1,1.000
33.900,170.771,-23.400,180.989,0.000,18.202,-3.472,9.229,1,1.000
33.920,170.090,-30.600,180.967,-4.800,22.799,-0.498,9.910,1,1.000
33.940,169.475,-17.400,180.967,4.800,15.226,-6.440,10.525,1,1.000
33.960,169.058,-28.800,180.967,0.000,22.208,-3.458,10.942,1,1.000
33.980,168.640,-18.000,180.945,0.000,15.958,-3.478,11.360,1,1.000
34.000,168.267,-7.200,180.923,-4.800,9.678,-0.540,11.733,1,1.000
34.020,168.047,-6.000,180.923,0.000,9.072,-3.501,11.953,1,1.000
34.039,167.893,0.000,180.901,0.000,5.564,-3.512,12.107,1,1.000
34.059,167.871,0.000,180.901,0.000,5.574,-3.512,12.129,1,1.000
34.079,167.871,0.000,180.901,0.000,5.574,-3.512,12.129,1,1.000
34.100,167.893,0.000,180.879,-5.400,5.553,-0.183,12.107,1,1.000
34.120,167.893,0.600,180.857,0.000,5.206,-3.512,12.107,1,1.000
34.139,167.893,0.000,180.857,0.000,5.564,-3.511,12.107,1,1.000
34.159,167.915,0.000,180.857,0.000,5.554,-3.511,12.085,1,1.000
34.180,167.849,0.000,180.835,0.000,5.584,-3.511,12.151,1,1.000
34.200,167.849,0.000,180.835,0.000,5.584,-3.511,12.151,1,1.000
34.220,167.871,0.600,180.835,0.000,5.216,-3.512,12.129,1,1.000
34.240,167.849,0.000,180.813,0.000,5.584,-3.510,12.151,1,1.000
34.260,167.805,-5.400,180.791,0.000,8.825,-3.499,12.195,1,1.000
34.280,167.739,4.800,180.769,0.000,2.771,-3.519,12.261,1,1.000
34.300,167.673,0.000,180.769,0.000,5.664,-3.509,12.327,1,1.000
34.320,167.498,-1.800,180.769,0.000,6.818,-3.505,12.502,1,1.000
34.340,167.300,-1.800,180.747,0.000,6.909,-3.504,12.700,1,1.000
34.359,167.146,-0.600,180.747,0.000,6.264,-3.506,12.854,1,1.000
34.379,167.168,10.200,180.725,0.000,-0.188,-3.527,12.832,1,1.000
34.399,167.190,0.000,180.703,-4.800,5.877,-0.548,12.810,1,1.000
34.419,167.168,0.000,180.703,0.000,5.896,-3.507,12.832,1,1.000
34.439,167.124,0.000,180.703,0.000,5.916,-3.506,12.876,1,1.000
34.459,167.102,-4.800,180.681,0.000,8.789,-3.496,12.898,1,1.000
34.480,167.014,0.000,180.681,0.000,5.966,-3.506,12.986,1,1.000
34.500,167.014,0.000,180.659,0.000,5.966,-3.505,12.986,1,1.000
34.520,167.036,5.400,180.637,0.000,2.735,-3.516,12.964,1,1.000
34.540,167.014,-4.800,180.615,0.000,8.829,-3.495,12.986,1,1.000
34.560,167.014,0.000,180.593,0.000,5.966,-3.504,12.986,1,1.000
34.580,167.036,0.000,180.549,-5.400,5.946,-0.175,12.964,1,1.000
34.600,167.058,0.000,180.483,-10.200,5.927,2.785,12.942,1,1.000
34.620,167.058,0.000,177.561,-176.400,5.607,105.281,12.942,1,1.000
34.640,166.904,-11.400,177.100,52.200,12.916,-35.587,13.096,1,1.000
34.660,166.509,-6.000,177.935,-28.800,9.721,14.312,13.491,1,1.000
34.680,166.443,0.000,177.935,0.000,6.228,-3.451,13.557,1,1.000
34.700,166.509,0.600,177.935,0.000,5.840,-3.452,13.491,1,1.000
34.720,166.663,10.800,177.935,0.000,-0.315,-3.473,13.337,1,1.000
34.740,166.772,4.800,177.935,0.000,3.214,-3.461,13.228,1,1.000
34.760,166.816,0.000,177.935,0.000,6.057,-3.452,13.184,1,1.000
34.780,166.816,0.000,177.935,0.000,6.057,-3.452,13.184,1,1.000
34.799,166.816,0.000,177.913,0.000,6.057,-3.451,13.184,1,1.000
34.819,166.838,5.400,177.913,0.000,2.826,-3.462,13.162,1,1.000
34.840,166.882,4.800,177.891,0.000,3.163,-3.461,13.118,1,1.000
34.859,166.882,0.000,177.891,4.800,6.036,-6.410,13.118,1,1.000
34.879,166.860,0.000,177.869,0.000,6.037,-3.451,13.140,1,1.000
34.899,166.860,0.000,177.869,0.000,6.037,-3.451,13.140,1,1.000
34.919,166.882,0.000,177.847,-10.200,6.007,2.837,13.118,1,1.000
34.939,166.926,0.000,177.847,0.000,6.006,-3.450,13.074,1,1.000
34.959,166.992,0.000,177.847,0.000,5.976,-3.450,13.008,1,1.000
34.979,167.080,10.800,177.847,0.000,-0.506,-3.472,12.920,1,1.000
34.999,167.168,0.000,177.825,0.000,5.896,-3.450,12.832,1,1.000
35.019,167.212,0.000,177.825,0.000,5.875,-3.450,12.788,1,1.000
35.039,167.234,10.200,177.803,-4.800,-0.228,-0.512,12.766,1,1.000
35.059,167.256,0.000,177.803,0.000,5.855,-3.450,12.744,1,1.000
35.079,167.256,0.000,177.781,0.000,5.855,-3.450,12.744,1,1.000
35.100,167.256,0.000,177.781,-5.400,5.845,-0.121,12.744,1,1.000
35.120,167.256,0.000,177.781,0.000,5.855,-3.450,12.744,1,1.000
35.140,167.256,0.000,177.781,0.000,5.855,-3.450,12.744,1,1.000
35.160,167.234,-4.800,177.759,0.000,8.728,-3.440,12.766,1,1.000
35.180,167.212,0.000,177.759,0.000,5.875,-3.449,12.788,1,1.000
35.199,167.212,0.000,177.737,-4.800,5.866,-0.490,12.788,1,1.000
35.219,167.322,0.000,177.737,0.000,5.825,-3.449,12.678,1,1.000
35.240,167.322,0.000,177.715,-4.800,5.816,-0.490,12.678,1,1.000
35.259,167.322,0.000,177.715,0.000,5.825,-3.448,12.678,1,1.000
35.279,167.300,0.000,177.715,0.000,5.835,-3.448,12.700,1,1.000
35.300,167.300,0.000,177.715,0.000,5.835,-3.448,12.700,1,1.000
35.320,167.322,0.000,177.715,4.800,5.834,-6.407,12.678,1,1.000
35.340,167.344,4.800,177.693,0.000,2.952,-3.458,12.656,1,1.000
35.360,167.410,0.600,177.671,-4.800,5.418,-0.490,12.590,1,1.000
35.380,167.410,0.000,177.671,0.000,5.785,-3.448,12.590,1,1.000
35.400,167.410,0.000,177.649,0.000,5.785,-3.447,12.590,1,1.000
35.420,167.410,4.800,177.649,-4.800,2.913,-0.498,12.590,1,1.000
35.440,167.410,0.000,177.627,0.000,5.785,-3.447,12.590,1,1.000
35.460,167.410,0.000,177.627,0.000,5.785,-3.447,12.590,1,1.000
35.480,167.410,-4.800,177.627,0.000,8.648,-3.437,12.590,1,1.000
35.500,167.410,0.000,177.605,-5.400,5.774,-0.118,12.590,1,1.000
35.520,167.410,0.000,177.605,0.000,5.785,-3.446,12.590,1,1.000
