时间(s),摆杆角度(°),摆杆速度(°/s),飞轮角度(°),飞轮速度(°/s),电机1输出(RPM),电机2输出(RPM),倒立误差(°),是否稳定,放缩系数
21.459,178.857,0.000,237.151,-54.600,0.439,29.020,1.143,1,1.000
21.479,178.857,0.000,236.118,21.600,0.586,-17.927,1.143,1,1.000
21.499,178.857,0.000,236.096,0.000,0.544,-4.613,1.143,1,1.000
21.520,178.857,0.000,236.074,0.000,0.544,-4.612,1.143,1,1.000
21.540,178.857,0.000,236.052,0.000,0.544,-4.612,1.143,1,1.000
21.560,178.857,0.000,235.986,0.000,0.544,-4.611,1.143,1,1.000
21.580,178.857,0.000,235.898,-4.800,0.535,-1.650,1.143,1,1.000
21.599,178.857,0.000,235.876,-4.800,0.535,-1.650,1.143,1,1.000
21.620,178.857,0.000,235.876,0.000,0.544,-4.609,1.143,1,1.000
21.639,178.857,0.000,235.876,-4.800,0.535,-1.650,1.143,1,1.000
21.659,178.857,0.000,235.854,0.000,0.544,-4.608,1.143,1,1.000
21.679,178.857,0.000,235.811,0.000,0.544,-4.607,1.143,1,1.000
21.700,178.857,0.000,235.745,-0.600,0.543,-4.236,1.143,1,1.000
21.720,178.857,0.000,235.437,-37.800,0.472,18.699,1.143,1,1.000
21.740,178.857,0.000,233.613,-43.800,0.460,22.432,1.143,1,1.000
21.760,178.835,0.000,233.350,0.000,0.554,-4.559,1.165,1,1.000
21.780,178.857,-4.800,233.350,0.000,3.407,-4.550,1.143,1,1.000
21.800,178.857,0.000,233.350,0.000,0.544,-4.559,1.143,1,1.000
21.820,178.857,0.000,233.328,0.000,0.544,-4.559,1.143,1,1.000
21.840,178.857,0.000,233.284,0.000,0.544,-4.558,1.143,1,1.000
21.860,178.857,0.000,233.218,-10.800,0.523,2.100,1.143,1,1.000
21.880,178.857,0.000,233.174,4.800,0.553,-7.514,1.143,1,1.000
21.900,178.857,-3.600,233.108,-10.800,2.670,2.110,1.143,1,1.000
21.920,178.857,-0.600,232.822,-22.200,0.859,9.136,1.143,1,1.000
21.940,178.857,0.000,232.075,-43.800,0.460,22.462,1.143,1,1.000
21.960,178.857,0.000,231.658,0.000,0.544,-4.526,1.143,1,1.000
21.980,178.857,-4.800,231.614,-10.800,3.386,2.141,1.143,1,1.000
21.999,178.857,0.000,231.592,10.200,0.563,-10.812,1.143,1,1.000
22.020,178.857,0.000,231.570,-0.600,0.543,-4.155,1.143,1,1.000
22.039,178.857,0.000,231.504,0.000,0.544,-4.523,1.143,1,1.000
22.059,178.857,0.000,231.416,-5.400,0.533,-1.193,1.143,1,1.000
22.080,178.857,0.000,231.328,0.000,0.544,-4.520,1.143,1,1.000
22.100,178.857,0.000,231.240,-5.400,0.533,-1.190,1.143,1,1.000
22.120,178.857,0.000,231.174,0.000,0.544,-4.517,1.143,1,1.000
22.140,178.857,0.000,231.130,0.000,0.544,-4.516,1.143,1,1.000
22.160,178.857,0.000,231.108,0.000,0.544,-4.515,1.143,1,1.000
22.180,178.857,0.000,231.064,0.000,0.544,-4.514,1.143,1,1.000
22.200,178.857,0.000,230.999,-4.800,0.535,-1.555,1.143,1,1.000
22.220,178.857,4.800,230.933,-5.400,-2.330,-1.193,1.143,1,1.000
22.240,178.857,0.000,230.867,-10.200,0.524,1.776,1.143,1,1.000
22.260,178.857,0.000,230.801,0.000,0.544,-4.509,1.143,1,1.000
22.280,178.857,0.000,230.713,-5.400,0.533,-1.179,1.143,1,1.000
22.300,178.857,-4.800,230.251,-64.800,3.282,35.451,1.143,1,1.000
22.320,178.857,0.000,228.735,6.600,0.556,-8.537,1.143,1,1.000
22.340,178.857,0.000,228.735,0.000,0.544,-4.469,1.143,1,1.000
22.360,178.857,0.000,228.735,0.000,0.544,-4.469,1.143,1,1.000
22.380,178.857,0.000,228.713,0.000,0.544,-4.469,1.143,1,1.000
22.400,178.857,0.000,228.713,0.000,0.544,-4.469,1.143,1,1.000
22.420,178.857,0.000,228.691,0.000,0.544,-4.468,1.143,1,1.000
22.440,178.857,0.000,228.669,0.000,0.544,-4.468,1.143,1,1.000
22.460,178.857,0.000,228.669,0.000,0.544,-4.468,1.143,1,1.000
22.480,178.857,0.000,228.647,-4.800,0.534,-1.509,1.143,1,1.000
22.500,178.857,0.000,228.647,0.000,0.544,-4.467,1.143,1,1.000
22.520,178.857,0.000,228.604,0.000,0.544,-4.466,1.143,1,1.000
22.540,178.857,4.800,228.538,0.000,-2.320,-4.475,1.143,1,1.000
22.561,178.857,4.800,228.472,-4.800,-2.329,-1.515,1.143,1,1.000
22.581,178.857,0.000,228.428,0.000,0.544,-4.463,1.143,1,1.000
22.601,178.857,0.000,228.406,0.000,0.544,-4.463,1.143,1,1.000
22.620,178.857,0.000,228.384,-5.400,0.533,-1.134,1.143,1,1.000
22.640,178.857,0.000,228.296,-6.000,0.532,-0.762,1.143,1,1.000
22.660,178.857,0.000,227.988,-28.200,0.489,12.927,1.143,1,1.000
22.680,178.857,0.000,226.714,-5.400,0.533,-1.101,1.143,1,1.000
22.700,178.857,0.000,226.736,0.000,0.543,-4.430,1.143,1,1.000
22.720,178.857,0.000,226.714,0.000,0.543,-4.429,1.143,1,1.000
22.741,178.857,0.000,226.692,0.000,0.543,-4.429,1.143,1,1.000
22.761,178.857,0.000,226.670,0.000,0.543,-4.429,1.143,1,1.000
22.780,178.857,0.000,226.582,-10.800,0.523,2.230,1.143,1,1.000
22.801,178.857,-5.400,226.538,0.000,3.764,-4.415,1.143,1,1.000
22.821,178.857,0.000,226.516,0.000,0.543,-4.426,1.143,1,1.000
22.839,178.857,0.000,226.516,0.000,0.543,-4.426,1.143,1,1.000
22.859,178.857,0.000,226.472,-10.200,0.524,1.862,1.143,1,1.000
22.879,178.857,0.000,226.450,0.000,0.543,-4.424,1.143,1,1.000
22.899,178.857,5.400,226.450,-5.400,-2.688,-1.107,1.143,1,1.000
22.920,178.857,0.000,226.428,-4.800,0.534,-1.465,1.143,1,1.000
22.940,178.857,0.000,226.406,0.000,0.543,-4.423,1.143,1,1.000
22.960,178.857,0.000,226.384,-4.800,0.534,-1.464,1.143,1,1.000
22.980,178.857,0.000,226.362,-5.400,0.533,-1.094,1.143,1,1.000
23.000,178.857,0.000,226.340,0.000,0.543,-4.422,1.143,1,1.000
23.020,178.857,0.000,226.274,-10.800,0.523,2.236,1.143,1,1.000
23.040,178.857,0.000,226.230,0.000,0.543,-4.420,1.143,1,1.000
23.060,178.857,0.000,226.208,-5.400,0.533,-1.091,1.143,1,1.000
23.080,178.857,0.000,226.143,0.000,0.543,-4.418,1.143,1,1.000
23.100,178.857,0.000,226.099,0.000,0.543,-4.417,1.143,1,1.000
23.120,178.857,0.000,226.033,-10.800,0.523,2.241,1.143,1,1.000
23.140,178.857,0.000,225.989,0.000,0.543,-4.415,1.143,1,1.000
23.160,178.857,0.000,225.945,0.000,0.543,-4.414,1.143,1,1.000
23.180,178.857,0.000,225.879,-4.800,0.534,-1.455,1.143,1,1.000
23.199,178.857,0.000,225.747,-11.400,0.521,2.616,1.143,1,1.000
23.220,178.857,0.000,225.088,-85.200,0.380,48.116,1.143,1,1.000
23.240,178.857,0.000,224.319,16.200,0.574,-14.368,1.143,1,1.000
23.260,178.857,0.000,224.341,0.000,0.543,-4.383,1.143,1,1.000
23.280,178.857,0.000,224.341,0.000,0.543,-4.383,1.143,1,1.000
23.300,178.857,0.000,224.319,0.000,0.543,-4.383,1.143,1,1.000
23.320,178.857,4.800,224.319,0.000,-2.320,-4.392,1.143,1,1.000
23.340,178.857,-5.400,224.319,0.000,3.764,-4.372,1.143,1,1.000
23.360,178.857,0.000,224.319,4.800,0.552,-7.341,1.143,1,1.000
23.380,178.857,0.000,224.275,0.000,0.543,-4.382,1.143,1,1.000
23.400,178.857,0.000,224.253,0.000,0.543,-4.381,1.143,1,1.000
23.420,178.857,0.000,224.231,0.000,0.543,-4.381,1.143,1,1.000
23.440,178.857,4.800,224.231,0.000,-2.320,-4.391,1.143,1,1.000
23.459,178.857,0.000,224.187,0.000,0.543,-4.380,1.143,1,1.000
23.479,178.857,0.000,224.165,0.000,0.543,-4.380,1.143,1,1.000
23.499,178.857,0.000,224.165,0.000,0.543,-4.380,1.143,1,1.000
23.519,178.857,0.000,224.143,0.000,0.543,-4.379,1.143,1,1.000
23.539,178.857,-4.800,224.121,0.000,3.406,-4.369,1.143,1,1.000
23.559,178.857,4.800,224.099,0.000,-2.320,-4.388,1.143,1,1.000
23.580,178.857,0.000,224.055,-4.800,0.534,-1.419,1.143,1,1.000
23.600,178.857,0.000,224.011,0.000,0.543,-4.377,1.143,1,1.000
23.620,178.857,0.000,223.989,0.000,0.543,-4.376,1.143,1,1.000
23.639,178.857,-4.800,223.945,0.000,3.406,-4.366,1.143,1,1.000
23.659,178.857,0.000,223.901,-10.200,0.524,1.912,1.143,1,1.000
23.679,178.857,-5.400,223.901,0.000,3.764,-4.364,1.143,1,1.000
23.699,178.857,0.000,223.879,5.400,0.553,-7.702,1.143,1,1.000
23.720,178.857,0.000,223.901,0.000,0.543,-4.374,1.143,1,1.000
23.740,178.857,0.000,223.879,0.000,0.543,-4.374,1.143,1,1.000
23.760,178.857,0.000,223.901,0.000,0.543,-4.374,1.143,1,1.000
23.780,178.857,-4.800,223.879,0.000,3.406,-4.364,1.143,1,1.000
23.800,178.857,0.000,223.857,0.000,0.543,-4.374,1.143,1,1.000
23.820,178.857,0.000,223.835,0.000,0.543,-4.373,1.143,1,1.000
23.840,178.857,0.000,223.813,0.000,0.543,-4.373,1.143,1,1.000
23.860,178.857,0.000,223.704,-10.800,0.522,2.286,1.143,1,1.000
23.880,178.857,0.000,222.363,-197.400,0.164,117.326,1.143,1,1.000
23.900,178.857,0.000,221.528,34.800,0.610,-25.778,1.143,1,1.000
23.920,178.857,0.000,221.880,-16.200,0.512,5.650,1.143,1,1.000
23.940,178.857,0.000,221.880,0.000,0.543,-4.335,1.143,1,1.000
23.960,178.857,0.000,221.858,-4.800,0.534,-1.376,1.143,1,1.000
23.980,178.857,0.000,221.836,0.000,0.543,-4.334,1.143,1,1.000
24.000,178.857,0.000,221.814,0.000,0.543,-4.334,1.143,1,1.000
24.020,178.857,0.000,221.792,0.000,0.543,-4.333,1.143,1,1.000
24.040,178.857,0.000,221.792,0.000,0.543,-4.333,1.143,1,1.000
24.060,178.857,0.000,221.792,0.000,0.543,-4.333,1.143,1,1.000
24.080,178.857,0.000,221.792,0.000,0.543,-4.333,1.143,1,1.000
24.100,178.857,0.000,221.770,0.000,0.543,-4.333,1.143,1,1.000
24.120,178.857,0.000,221.770,0.000,0.543,-4.333,1.143,1,1.000
24.140,178.857,0.000,221.748,0.000,0.543,-4.332,1.143,1,1.000
24.160,178.857,0.000,221.726,-0.600,0.542,-3.962,1.143,1,1.000
24.180,178.857,0.000,221.704,-4.800,0.534,-1.373,1.143,1,1.000
24.200,178.857,0.000,221.682,0.000,0.543,-4.331,1.143,1,1.000
24.220,178.857,0.000,221.682,0.000,0.543,-4.331,1.143,1,1.000
24.240,178.857,0.000,221.660,0.000,0.543,-4.331,1.143,1,1.000
24.260,178.857,0.000,221.638,0.000,0.543,-4.330,1.143,1,1.000
24.280,178.857,4.800,221.616,-4.800,-2.329,-1.381,1.143,1,1.000
24.300,178.857,-4.800,221.572,0.000,3.406,-4.319,1.143,1,1.000
24.320,178.857,0.000,221.550,0.000,0.543,-4.329,1.143,1,1.000
24.340,178.857,0.000,221.528,-4.800,0.534,-1.370,1.143,1,1.000
24.360,178.857,4.800,221.506,0.000,-2.320,-4.337,1.143,1,1.000
24.380,178.857,0.000,221.462,-4.800,0.534,-1.368,1.143,1,1.000
24.400,178.857,0.000,221.418,-5.400,0.533,-0.998,1.143,1,1.000
24.420,178.857,0.000,221.353,-0.600,0.542,-3.955,1.143,1,1.000
24.440,178.879,0.000,220.320,-161.400,0.223,95.176,1.121,1,1.000
24.459,178.857,-5.400,219.111,10.800,3.784,-10.927,1.143,1,1.000
24.479,178.879,4.800,219.177,0.000,-2.330,-4.292,1.121,1,1.000
24.499,178.857,0.000,219.177,0.000,0.543,-4.282,1.143,1,1.000
24.519,178.857,0.000,219.155,5.400,0.553,-7.610,1.143,1,1.000
24.540,178.857,0.000,219.133,0.000,0.543,-4.281,1.143,1,1.000
24.560,178.857,0.000,219.133,0.000,0.543,-4.281,1.143,1,1.000
24.580,178.879,0.000,219.133,0.000,0.533,-4.281,1.121,1,1.000
24.599,178.857,0.000,219.111,0.000,0.543,-4.281,1.143,1,1.000
24.620,178.857,0.000,219.111,0.000,0.543,-4.281,1.143,1,1.000
24.640,178.857,0.000,219.089,0.000,0.543,-4.280,1.143,1,1.000
24.660,178.857,0.000,219.067,0.000,0.543,-4.280,1.143,1,1.000
24.680,178.857,0.000,218.979,0.000,0.543,-4.278,1.143,1,1.000
24.700,178.857,0.000,218.892,-4.800,0.533,-1.318,1.143,1,1.000
24.720,178.857,0.000,218.804,0.000,0.543,-4.275,1.143,1,1.000
24.740,178.857,0.000,218.672,-5.400,0.532,-0.944,1.143,1,1.000
24.760,178.857,0.000,218.364,-28.800,0.487,13.485,1.143,1,1.000
24.781,178.857,0.000,217.200,-34.800,0.476,17.206,1.143,1,1.000
24.800,178.857,0.000,217.002,0.000,0.543,-4.240,1.143,1,1.000
24.819,178.857,0.000,217.024,0.000,0.543,-4.240,1.143,1,1.000
24.840,178.857,0.000,217.024,0.000,0.543,-4.240,1.143,1,1.000
24.859,178.857,5.400,217.002,-0.600,-2.680,-3.881,1.143,1,1.000
24.879,178.857,0.000,216.958,0.000,0.543,-4.239,1.143,1,1.000
24.899,178.857,5.400,216.958,-4.800,-2.688,-1.291,1.143,1,1.000
24.919,178.857,0.000,216.936,0.000,0.543,-4.238,1.143,1,1.000
24.939,178.857,0.000,216.936,0.000,0.543,-4.238,1.143,1,1.000
24.960,178.857,0.000,216.936,0.000,0.543,-4.238,1.143,1,1.000
24.980,178.857,0.000,216.870,-10.200,0.523,2.050,1.143,1,1.000
25.000,178.857,0.000,216.672,-0.600,0.541,-3.863,1.143,1,1.000
25.020,178.857,0.000,216.453,-6.000,0.531,-0.531,1.143,1,1.000
25.040,178.857,0.000,215.903,-31.800,0.481,15.382,1.143,1,1.000
25.060,178.857,0.000,215.354,-1.200,0.540,-3.468,1.143,1,1.000
25.080,178.857,0.000,215.354,0.000,0.542,-4.207,1.143,1,1.000
25.100,178.857,0.000,215.354,-10.200,0.523,2.080,1.143,1,1.000
25.120,178.857,0.000,215.332,0.000,0.542,-4.207,1.143,1,1.000
25.140,178.857,0.000,215.332,0.000,0.542,-4.207,1.143,1,1.000
25.160,178.857,-4.800,215.332,-4.200,3.397,-1.609,1.143,1,1.000
25.180,178.857,0.000,215.288,-4.800,0.533,-1.248,1.143,1,1.000
25.200,178.857,0.000,214.893,-36.600,0.472,18.361,1.143,1,1.000
25.220,178.857,0.000,213.618,-24.600,0.495,10.989,1.143,1,1.000
25.239,178.857,0.000,213.574,0.000,0.542,-4.173,1.143,1,1.000
25.259,178.857,4.800,213.552,0.000,-2.321,-4.182,1.143,1,1.000
25.279,178.835,0.000,213.530,0.000,0.552,-4.172,1.165,1,1.000
25.299,178.835,0.000,213.530,0.000,0.552,-4.172,1.165,1,1.000
25.319,178.835,0.000,213.508,0.000,0.552,-4.171,1.165,1,1.000
25.339,178.835,0.000,213.486,0.000,0.552,-4.171,1.165,1,1.000
25.359,178.857,0.000,213.486,-4.800,0.533,-1.212,1.143,1,1.000
25.379,178.857,0.000,213.486,4.800,0.551,-7.129,1.143,1,1.000
25.399,178.835,0.000,213.486,0.000,0.552,-4.171,1.165,1,1.000
25.419,178.857,0.000,213.464,0.000,0.542,-4.170,1.143,1,1.000
25.439,178.857,0.000,213.464,0.000,0.542,-4.170,1.143,1,1.000
25.459,178.857,0.000,213.464,0.000,0.542,-4.170,1.143,1,1.000
25.479,178.835,0.000,213.464,5.400,0.563,-7.499,1.165,1,1.000
25.499,178.857,0.000,213.464,0.000,0.542,-4.170,1.143,1,1.000
25.519,178.835,0.000,213.442,0.000,0.552,-4.170,1.165,1,1.000
25.540,178.835,0.000,213.420,0.000,0.552,-4.170,1.165,1,1.000
25.559,178.857,0.000,213.420,0.000,0.542,-4.170,1.143,1,1.000
25.579,178.835,0.000,213.398,0.000,0.552,-4.169,1.165,1,1.000
25.600,178.835,0.000,213.311,0.000,0.552,-4.167,1.165,1,1.000
25.619,178.835,0.000,212.959,-34.200,0.487,16.919,1.165,1,1.000
25.639,178.835,-4.800,210.981,-25.800,3.366,11.790,1.165,1,1.000
25.659,178.835,-4.800,211.003,0.000,3.415,-4.113,1.165,1,1.000
25.680,178.835,0.000,211.003,0.000,0.552,-4.122,1.165,1,1.000
25.700,178.857,0.000,210.981,4.800,0.551,-7.080,1.143,1,1.000
25.720,178.857,0.000,210.981,0.000,0.542,-4.122,1.143,1,1.000
25.740,178.857,0.000,210.981,0.000,0.542,-4.122,1.143,1,1.000
25.760,178.857,0.600,210.959,0.000,0.184,-4.123,1.143,1,1.000
25.780,178.857,4.800,210.916,0.000,-2.321,-4.130,1.143,1,1.000
25.800,178.857,0.000,210.916,0.000,0.542,-4.121,1.143,1,1.000
25.820,178.857,0.000,210.894,-4.800,0.533,-1.162,1.143,1,1.000
25.840,178.857,5.400,210.872,0.000,-2.679,-4.131,1.143,1,1.000
25.860,178.857,0.000,210.872,0.000,0.542,-4.120,1.143,1,1.000
25.880,178.857,-5.400,210.850,0.000,3.763,-4.108,1.143,1,1.000
25.900,178.857,0.000,210.828,0.000,0.542,-4.119,1.143,1,1.000
25.920,178.857,0.000,210.806,0.000,0.542,-4.118,1.143,1,1.000
25.940,178.857,0.000,210.762,0.000,0.542,-4.118,1.143,1,1.000
25.960,178.857,0.000,210.740,0.000,0.542,-4.117,1.143,1,1.000
25.980,178.857,-4.800,210.696,0.000,3.405,-4.107,1.143,1,1.000
26.000,178.857,-4.800,210.630,-0.600,3.404,-3.736,1.143,1,1.000
26.020,178.857,0.000,210.586,0.000,0.542,-4.114,1.143,1,1.000
26.040,178.857,0.000,210.520,0.000,0.542,-4.113,1.143,1,1.000
26.059,178.857,0.000,210.410,-1.200,0.540,-3.371,1.143,1,1.000
26.079,178.857,0.000,209.949,-64.800,0.417,35.839,1.143,1,1.000
26.099,178.857,0.000,208.630,7.800,0.557,-8.884,1.143,1,1.000
26.119,178.857,0.000,208.630,0.000,0.542,-4.076,1.143,1,1.000
26.140,178.857,0.000,208.630,0.000,0.542,-4.076,1.143,1,1.000
26.159,178.857,0.000,208.630,-4.800,0.533,-1.117,1.143,1,1.000
26.180,178.857,0.000,208.608,0.000,0.542,-4.076,1.143,1,1.000
26.200,178.857,0.000,208.608,0.000,0.542,-4.076,1.143,1,1.000
26.220,178.857,0.000,208.586,-5.400,0.531,-0.747,1.143,1,1.000
26.240,178.857,0.000,208.586,0.000,0.542,-4.075,1.143,1,1.000
26.260,178.857,0.000,208.564,-4.800,0.533,-1.116,1.143,1,1.000
26.280,178.857,0.000,208.564,0.000,0.542,-4.075,1.143,1,1.000
26.300,178.857,0.000,208.542,-5.400,0.531,-0.746,1.143,1,1.000
26.320,178.857,0.000,208.542,0.000,0.542,-4.074,1.143,1,1.000
26.340,178.857,0.000,208.542,0.000,0.542,-4.074,1.143,1,1.000
26.360,178.857,0.000,208.521,-4.800,0.533,-1.115,1.143,1,1.000
26.380,178.857,0.000,208.499,0.000,0.542,-4.073,1.143,1,1.000
26.399,178.857,0.000,208.499,0.000,0.542,-4.073,1.143,1,1.000
26.420,178.857,0.000,208.477,0.000,0.542,-4.073,1.143,1,1.000
26.440,178.857,0.000,208.477,0.000,0.542,-4.073,1.143,1,1.000
26.460,178.857,0.000,208.455,0.000,0.542,-4.073,1.143,1,1.000
26.480,178.857,4.800,208.433,0.000,-2.321,-4.082,1.143,1,1.000
26.500,178.857,0.000,208.411,0.000,0.542,-4.072,1.143,1,1.000
26.520,178.857,0.000,208.389,0.000,0.542,-4.071,1.143,1,1.000
26.540,178.857,-5.400,208.367,0.000,3.763,-4.060,1.143,1,1.000
26.560,178.857,0.000,208.323,0.000,0.542,-4.070,1.143,1,1.000
26.580,178.857,0.000,208.279,-10.200,0.522,2.218,1.143,1,1.000
26.600,178.857,0.000,208.257,0.000,0.542,-4.069,1.143,1,1.000
26.620,178.857,0.000,208.235,-4.800,0.533,-1.110,1.143,1,1.000
26.640,178.857,0.000,208.213,0.000,0.542,-4.068,1.143,1,1.000
26.660,178.857,0.000,208.169,0.000,0.542,-4.067,1.143,1,1.000
26.680,178.857,0.000,208.147,0.000,0.542,-4.066,1.143,1,1.000
26.700,178.857,0.000,208.059,-4.800,0.533,-1.106,1.143,1,1.000
26.720,178.857,0.000,207.356,-153.600,0.247,90.622,1.143,1,1.000
26.740,178.857,0.000,204.478,3.600,0.548,-6.214,1.143,1,1.000
26.760,178.857,0.000,204.763,0.000,0.541,-4.000,1.143,1,1.000
26.780,178.857,0.000,204.763,0.000,0.541,-4.000,1.143,1,1.000
26.800,178.857,0.000,204.741,0.000,0.541,-4.000,1.143,1,1.000
26.820,178.857,0.000,204.719,0.000,0.541,-3.999,1.143,1,1.000
26.840,178.857,0.000,204.719,0.000,0.541,-3.999,1.143,1,1.000
26.860,178.857,0.000,204.697,0.000,0.541,-3.999,1.143,1,1.000
26.880,178.857,0.000,204.697,0.000,0.541,-3.999,1.143,1,1.000
26.900,178.857,0.000,204.675,0.000,0.541,-3.999,1.143,1,1.000
26.920,178.857,0.000,204.653,0.000,0.541,-3.998,1.143,1,1.000
26.940,178.857,0.000,204.631,0.000,0.541,-3.998,1.143,1,1.000
26.960,178.857,-4.800,204.631,0.000,3.404,-3.988,1.143,1,1.000
26.980,178.857,0.000,204.609,0.000,0.541,-3.997,1.143,1,1.000
27.000,178.857,0.000,204.587,0.000,0.541,-3.997,1.143,1,1.000
27.020,178.857,0.000,204.565,-5.400,0.531,-0.668,1.143,1,1.000
27.040,178.857,0.000,204.565,0.000,0.541,-3.996,1.143,1,1.000
27.060,178.857,0.000,204.543,0.000,0.541,-3.996,1.143,1,1.000
27.080,178.857,0.000,204.543,0.000,0.541,-3.996,1.143,1,1.000
27.100,178.857,0.000,204.521,0.000,0.541,-3.996,1.143,1,1.000
27.120,178.857,-4.800,204.500,0.000,3.404,-3.986,1.143,1,1.000
27.139,178.857,0.000,204.500,0.000,0.541,-3.995,1.143,1,1.000
27.159,178.857,-4.800,204.478,0.000,3.404,-3.985,1.143,1,1.000
27.179,178.879,-4.800,204.456,0.000,3.394,-3.985,1.121,1,1.000
27.200,178.879,0.000,204.412,0.000,0.531,-3.994,1.121,1,1.000
27.219,178.879,0.000,204.390,0.000,0.531,-3.993,1.121,1,1.000
27.240,178.879,0.000,204.346,0.000,0.531,-3.992,1.121,1,1.000
27.259,178.879,0.000,204.280,-5.400,0.521,-0.663,1.121,1,1.000
27.280,178.879,0.000,204.214,0.000,0.531,-3.990,1.121,1,1.000
27.299,178.879,0.000,204.016,-29.400,0.475,14.135,1.121,1,1.000
27.319,178.879,0.000,201.423,-123.000,0.295,71.878,1.121,1,1.000
27.339,178.879,0.000,200.830,23.400,0.576,-18.346,1.121,1,1.000
27.359,178.879,0.000,200.918,-0.600,0.530,-3.555,1.121,1,1.000
27.379,178.879,0.000,200.918,0.000,0.531,-3.925,1.121,1,1.000
27.400,178.901,0.000,200.918,0.000,0.521,-3.925,1.099,1,1.000
27.419,178.879,0.000,200.918,0.000,0.531,-3.925,1.121,1,1.000
27.440,178.901,0.000,200.896,0.000,0.521,-3.925,1.099,1,1.000
27.460,178.901,0.000,200.896,0.000,0.521,-3.925,1.099,1,1.000
27.479,178.901,0.000,200.874,0.000,0.521,-3.924,1.099,1,1.000
27.499,178.879,-4.800,200.874,0.000,3.394,-3.915,1.121,1,1.000
27.519,178.879,0.000,200.852,0.000,0.531,-3.924,1.121,1,1.000
27.540,178.879,0.000,200.830,0.000,0.531,-3.924,1.121,1,1.000
27.560,178.857,0.000,200.808,0.000,0.541,-3.923,1.143,1,1.000
27.580,178.857,0.000,200.808,0.000,0.541,-3.923,1.143,1,1.000
27.599,178.835,0.000,200.786,0.000,0.551,-3.923,1.165,1,1.000
27.619,178.835,0.000,200.764,0.000,0.551,-3.922,1.165,1,1.000
27.639,178.835,4.800,200.742,0.000,-2.312,-3.931,1.165,1,1.000
27.659,178.813,0.000,200.720,-4.800,0.552,-0.963,1.187,1,1.000
27.679,178.813,0.000,200.720,0.000,0.561,-3.921,1.187,1,1.000
27.700,178.813,0.000,200.698,0.000,0.561,-3.921,1.187,1,1.000
27.719,178.813,0.000,200.698,0.000,0.561,-3.921,1.187,1,1.000
27.739,178.813,0.000,200.676,0.000,0.561,-3.920,1.187,1,1.000
27.760,178.813,0.000,200.654,0.000,0.561,-3.920,1.187,1,1.000
27.779,178.792,0.000,200.632,0.000,0.571,-3.919,1.208,1,1.000
27.800,178.792,0.000,200.588,-10.200,0.552,2.368,1.208,1,1.000
27.819,178.792,0.000,200.566,0.000,0.571,-3.918,1.208,1,1.000
27.840,178.813,0.600,200.566,0.000,0.203,-3.919,1.187,1,1.000
27.860,178.792,0.000,200.544,0.000,0.571,-3.918,1.208,1,1.000
27.879,178.813,5.400,200.522,0.000,-2.660,-3.928,1.187,1,1.000
27.899,178.792,0.000,200.457,0.000,0.571,-3.916,1.208,1,1.000
27.919,178.792,0.000,200.193,-39.000,0.496,20.127,1.208,1,1.000
27.939,178.813,0.000,197.512,-111.600,0.347,64.928,1.187,1,1.000
27.959,178.813,0.000,196.897,1.800,0.564,-4.956,1.187,1,1.000
27.979,178.813,0.000,197.029,0.000,0.561,-3.849,1.187,1,1.000
27.999,178.813,0.000,197.051,0.000,0.561,-3.850,1.187,1,1.000
28.019,178.813,0.000,197.029,-5.400,0.551,-0.521,1.187,1,1.000
28.039,178.813,0.000,197.029,0.000,0.561,-3.849,1.187,1,1.000
28.059,178.792,0.000,197.007,0.000,0.571,-3.849,1.208,1,1.000
28.079,178.792,-4.800,197.007,0.000,3.434,-3.839,1.208,1,1.000
28.100,178.792,0.000,196.985,0.000,0.571,-3.848,1.208,1,1.000
28.120,178.770,0.000,196.985,0.000,0.581,-3.848,1.230,1,1.000
28.139,178.748,0.000,196.963,0.000,0.591,-3.848,1.252,1,1.000
28.159,178.748,0.000,196.941,0.000,0.591,-3.847,1.252,1,1.000
28.179,178.748,0.000,196.941,0.000,0.591,-3.847,1.252,1,1.000
28.199,178.748,0.000,196.919,0.000,0.591,-3.847,1.252,1,1.000
28.219,178.748,0.000,196.919,0.000,0.591,-3.847,1.252,1,1.000
28.239,178.748,0.000,196.897,0.000,0.591,-3.846,1.252,1,1.000
28.259,178.748,5.400,196.897,0.000,-2.630,-3.857,1.252,1,1.000
28.279,178.770,0.000,196.897,0.000,0.581,-3.846,1.230,1,1.000
28.299,178.792,0.000,196.875,0.000,0.571,-3.846,1.208,1,1.000
28.319,178.835,0.000,196.875,0.000,0.551,-3.846,1.165,1,1.000
28.340,178.835,0.000,196.853,-5.400,0.540,-0.517,1.165,1,1.000
28.360,178.835,0.000,196.853,0.000,0.551,-3.846,1.165,1,1.000
28.380,178.835,0.000,196.853,0.000,0.551,-3.846,1.165,1,1.000
28.400,178.835,0.000,196.831,0.000,0.551,-3.845,1.165,1,1.000
28.420,178.835,0.000,196.831,-5.400,0.540,-0.517,1.165,1,1.000
28.440,178.835,0.000,196.809,0.000,0.551,-3.845,1.165,1,1.000
28.460,178.835,0.000,196.809,0.000,0.551,-3.845,1.165,1,1.000
28.480,178.835,0.000,196.809,0.000,0.551,-3.845,1.165,1,1.000
28.501,178.835,0.000,196.787,0.000,0.551,-3.844,1.165,1,1.000
28.519,178.835,0.000,196.765,0.000,0.551,-3.844,1.165,1,1.000
