时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),策略
38.079,357.583,-12.600,18.083,-1.200,39.106,26.071,177.583,平滑启摆
38.099,357.166,0.000,17.886,10.200,-69.061,-46.041,177.166,平滑启摆
38.119,357.012,-27.600,17.732,-33.000,85.413,56.942,177.012,平滑启摆
38.140,356.045,12.000,17.358,16.800,-36.955,-24.636,176.045,平滑启摆
38.160,356.045,-4.800,17.336,-0.600,14.782,9.855,176.045,平滑启摆
38.180,356.001,0.000,17.336,4.800,-73.840,-49.227,176.001,平滑启摆
38.200,355.847,-18.000,17.183,-17.400,55.376,36.918,175.847,平滑启摆
38.219,355.386,0.000,16.809,0.600,-78.043,-52.029,175.386,平滑启摆
38.240,355.188,-43.800,16.589,-45.600,134.298,89.532,175.188,平滑启摆
38.260,354.287,12.600,16.106,8.400,-38.457,-25.638,174.287,平滑启摆
38.279,354.397,0.000,16.260,-15.600,-81.286,-54.191,174.397,平滑启摆
38.300,354.243,-16.800,16.062,-6.600,51.264,34.176,174.243,平滑启摆
38.320,354.111,0.000,15.974,4.800,-83.987,-55.991,174.111,平滑启摆
38.339,353.979,-28.200,15.864,-22.800,85.935,57.290,173.979,平滑启摆
38.360,353.540,11.400,15.623,16.200,-34.662,-23.108,173.540,平滑启摆
38.380,353.562,0.000,15.667,-1.800,-85.726,-57.151,173.562,平滑启摆
38.400,353.276,-24.000,15.403,-23.400,72.874,48.583,173.276,平滑启摆
38.420,352.156,1.800,14.810,6.600,-5.434,-3.623,172.156,平滑启摆
38.441,352.200,0.000,14.854,0.000,-86.242,-57.494,172.200,平滑启摆
38.460,352.002,-24.600,14.634,-34.200,74.211,49.474,172.002,平滑启摆
38.480,351.299,4.800,14.172,6.000,-14.428,-9.619,171.299,平滑启摆
38.500,351.321,-0.600,14.216,0.000,1.804,1.202,171.321,平滑启摆
38.520,351.277,0.000,14.216,0.000,-86.083,-57.388,171.277,平滑启摆
38.540,350.969,-46.800,14.019,-23.400,140.437,93.625,170.969,平滑启摆
38.560,349.607,27.600,13.579,24.600,-82.247,-54.831,169.607,平滑启摆
38.580,349.651,-11.400,13.711,-11.400,33.979,22.653,169.651,平滑启摆
38.600,349.519,0.000,13.645,5.400,-84.704,-56.470,169.519,平滑启摆
38.620,349.343,-24.000,13.469,-27.600,71.422,47.615,169.343,平滑启摆
38.640,348.354,16.200,13.228,11.400,-47.967,-31.978,168.354,平滑启摆
38.660,348.289,-6.000,13.206,-5.400,17.760,11.840,168.289,平滑启摆
38.680,348.003,0.000,13.184,10.200,-82.608,-55.072,168.003,平滑启摆
38.700,347.673,-57.000,12.876,-51.000,168.187,112.125,167.673,平滑启摆
38.720,346.663,19.800,12.019,36.000,-58.122,-38.748,166.663,平滑启摆
38.741,346.904,-5.400,12.305,-12.600,15.871,10.581,166.904,平滑启摆
38.760,346.882,0.000,12.283,0.000,-79.882,-53.255,166.882,平滑启摆
38.780,346.772,-11.400,12.151,-12.000,33.483,22.322,166.772,平滑启摆
38.801,346.663,4.800,11.997,0.000,-14.090,-9.394,166.663,平滑启摆
38.820,346.663,0.000,11.997,0.000,-76.743,-51.162,166.663,平滑启摆
38.841,346.487,-23.400,11.799,-23.400,68.629,45.752,166.487,平滑启摆
38.860,345.652,-0.600,10.876,12.000,1.752,1.168,165.652,平滑启摆
38.880,345.696,-4.800,10.920,-4.800,14.021,9.347,165.696,平滑启摆
38.900,345.696,0.000,10.942,0.000,-72.568,-48.379,165.696,平滑启摆
38.920,345.564,-16.800,10.833,-16.800,49.041,32.694,165.564,平滑启摆
38.940,345.168,6.000,10.591,10.800,-17.480,-11.653,165.168,平滑启摆
38.960,345.168,0.000,10.591,0.000,-67.863,-45.242,165.168,平滑启摆
38.981,344.927,-28.800,10.327,-36.000,83.799,55.866,164.927,平滑启摆
39.000,343.169,-10.800,9.492,22.200,31.146,20.764,163.169,平滑启摆
39.019,343.279,0.000,9.602,0.000,-62.078,-41.385,163.279,平滑启摆
39.039,343.235,-10.800,9.558,-10.200,31.157,20.771,163.235,平滑启摆
39.060,343.125,0.000,9.536,0.000,-56.275,-37.517,163.125,平滑启摆
39.079,343.059,-0.600,9.470,-0.600,1.729,1.153,163.059,平滑启摆
39.099,342.356,-52.200,9.294,0.000,149.927,99.951,162.356,平滑启摆
39.119,341.565,30.600,9.624,28.800,-87.540,-58.360,161.565,平滑启摆
39.140,341.741,-16.200,9.888,-12.600,46.386,30.924,161.741,平滑启摆
39.160,341.675,10.800,9.866,10.200,-30.914,-20.609,161.675,平滑启摆
39.180,341.697,-5.400,9.910,4.800,15.458,10.306,161.697,平滑启摆
39.200,341.675,5.400,9.888,0.000,-15.457,-10.305,161.675,平滑启摆
39.220,341.675,0.000,9.866,-1.200,-49.595,-33.063,161.675,平滑启摆
39.240,341.543,-6.000,9.712,-11.400,17.163,11.442,161.543,平滑启摆
39.259,341.411,0.000,9.624,0.000,-42.771,-28.514,161.411,平滑启摆
39.279,341.235,-33.600,9.536,-6.000,95.965,63.976,161.235,平滑启摆
39.300,340.225,12.000,9.558,12.600,-34.101,-22.734,160.225,平滑启摆
39.320,340.247,-6.000,9.624,0.000,17.052,11.368,160.247,平滑启摆
39.339,340.181,-4.800,9.624,0.000,13.637,9.092,160.181,平滑启摆
39.359,340.181,0.000,9.646,0.000,-35.368,-23.578,160.181,平滑启摆
39.379,339.873,-45.000,9.624,0.000,127.655,85.104,159.873,平滑启摆
39.399,339.192,42.000,9.888,35.400,-118.744,-79.163,159.192,平滑启摆
39.419,339.609,-65.400,10.745,-29.400,185.284,123.522,159.609,平滑启摆
39.439,339.280,163.200,11.118,106.200,-250.000,-250.000,159.280,平滑启摆
39.459,343.455,-163.800,12.458,-277.800,250.000,250.000,163.455,平滑启摆
39.479,338.313,202.800,4.878,158.400,-250.000,-250.000,158.313,平滑启摆
39.499,343.872,-172.200,9.910,-246.600,250.000,250.000,163.872,平滑启摆
39.519,338.247,239.400,3.933,214.800,-250.000,-250.000,158.247,平滑启摆
39.539,343.894,-147.000,9.668,-241.200,250.000,250.000,163.894,平滑启摆
39.560,339.258,217.800,3.604,169.800,-250.000,-250.000,159.258,平滑启摆
39.579,345.081,-157.800,9.580,-211.200,250.000,250.000,165.081,平滑启摆
39.599,340.532,168.600,4.526,249.600,-250.000,-250.000,160.532,平滑启摆
39.619,346.113,-180.000,10.789,-250.200,250.000,250.000,166.113,平滑启摆
39.640,342.773,195.600,5.405,255.600,-250.000,-250.000,162.773,平滑启摆
39.660,348.047,-211.200,11.602,-234.000,250.000,250.000,168.047,平滑启摆
39.680,344.048,192.600,5.889,214.800,-250.000,-250.000,164.048,平滑启摆
39.700,348.816,-231.600,12.063,-235.800,250.000,250.000,168.816,平滑启摆
39.720,344.158,172.800,6.064,226.200,-250.000,-250.000,164.158,平滑启摆
39.740,348.992,-198.000,12.327,-238.800,250.000,250.000,168.992,平滑启摆
39.759,345.015,208.200,7.185,249.600,-250.000,-250.000,165.015,平滑启摆
39.779,349.980,-226.800,13.491,-248.400,250.000,250.000,169.980,平滑启摆
39.799,346.267,220.800,8.899,300.000,-250.000,-250.000,166.267,平滑启摆
39.819,351.057,-223.800,14.722,-318.600,250.000,250.000,171.057,平滑启摆
39.839,346.663,219.600,9.426,255.000,-250.000,-250.000,166.663,平滑启摆
39.859,351.453,-234.000,15.117,-299.400,250.000,250.000,171.453,平滑启摆
39.880,346.750,222.000,9.448,258.000,-250.000,-250.000,166.750,平滑启摆
39.899,350.728,-222.000,15.293,-289.200,250.000,250.000,170.728,平滑启摆
39.919,345.938,223.200,10.393,304.800,-250.000,-250.000,165.938,平滑启摆
39.939,350.464,-236.400,15.908,-312.000,250.000,250.000,170.464,平滑启摆
39.959,345.718,219.600,10.547,258.000,-250.000,-250.000,165.718,平滑启摆
39.980,349.651,-232.200,16.128,-316.800,250.000,250.000,169.651,平滑启摆
40.000,344.839,219.000,10.503,265.200,-250.000,-250.000,164.839,平滑启摆
40.019,349.343,-227.400,16.238,-307.200,250.000,250.000,169.343,平滑启摆
40.039,344.553,219.000,11.404,282.600,-250.000,-250.000,164.553,平滑启摆
40.059,349.409,-246.600,16.809,-334.800,250.000,250.000,169.409,平滑启摆
40.079,345.366,238.200,11.404,245.400,-250.000,-250.000,165.366,平滑启摆
40.099,350.354,-238.200,16.150,-342.600,250.000,250.000,170.354,平滑启摆
40.119,345.674,227.400,10.767,288.000,-250.000,-250.000,165.674,平滑启摆
40.140,350.684,-256.800,16.084,-318.000,250.000,250.000,170.684,平滑启摆
40.159,346.597,231.000,10.613,252.000,-250.000,-250.000,166.597,平滑启摆
40.179,351.606,-247.800,16.194,-311.400,250.000,250.000,171.606,平滑启摆
40.199,346.948,238.800,11.492,277.800,-250.000,-250.000,166.948,平滑启摆
40.220,351.914,-250.800,16.677,-348.600,250.000,250.000,171.914,平滑启摆
40.239,346.904,220.800,11.602,250.800,-250.000,-250.000,166.904,平滑启摆
40.259,351.211,-255.600,16.897,-331.200,250.000,250.000,171.211,平滑启摆
40.279,346.003,262.200,11.470,252.600,-250.000,-250.000,166.003,平滑启摆
40.299,351.299,-268.200,16.172,-338.400,250.000,250.000,171.299,平滑启摆
40.319,346.245,323.400,10.833,283.800,-250.000,-250.000,166.245,平滑启摆
40.339,352.134,-288.000,16.106,-318.600,250.000,250.000,172.134,平滑启摆
40.359,346.091,295.800,10.591,257.400,-250.000,-250.000,166.091,平滑启摆
40.379,352.332,-279.000,16.128,-295.800,250.000,250.000,172.332,平滑启摆
40.399,345.981,289.800,11.470,283.200,-250.000,-250.000,165.981,平滑启摆
40.419,351.453,-293.400,16.721,-309.600,250.000,250.000,171.453,平滑启摆
40.439,345.125,269.400,11.602,255.600,-250.000,-250.000,165.125,平滑启摆
40.459,351.277,-265.800,16.897,-313.800,250.000,250.000,171.277,平滑启摆
40.479,344.839,278.400,12.546,300.000,-250.000,-250.000,164.839,平滑启摆
40.499,350.288,-298.800,17.468,-327.600,250.000,250.000,170.288,平滑启摆
40.519,343.894,262.800,12.568,315.600,-250.000,-250.000,163.894,平滑启摆
40.539,350.046,-259.200,17.556,-319.200,250.000,250.000,170.046,平滑启摆
40.559,343.542,256.200,12.437,264.000,-250.000,-250.000,163.542,平滑启摆
40.579,350.068,-260.400,17.688,-329.400,250.000,250.000,170.068,平滑启摆
40.600,344.553,282.000,13.315,334.800,-250.000,-250.000,164.553,平滑启摆
40.620,351.035,-259.800,19.270,-255.000,250.000,250.000,171.035,平滑启摆
40.640,344.839,275.400,14.766,325.200,-250.000,-250.000,164.839,平滑启摆
40.660,351.387,-265.200,20.193,-261.000,250.000,250.000,171.387,平滑启摆
40.679,344.861,238.200,14.875,307.800,-250.000,-250.000,164.861,平滑启摆
40.700,350.442,-288.000,19.314,-335.400,250.000,250.000,170.442,平滑启摆
40.720,343.938,262.200,13.293,288.600,-250.000,-250.000,163.938,平滑启摆
40.740,350.178,-270.000,18.677,-287.400,250.000,250.000,170.178,平滑启摆
40.760,343.521,255.600,13.931,315.600,-250.000,-250.000,163.521,平滑启摆
40.780,350.222,-225.600,19.314,-310.800,250.000,250.000,170.222,平滑启摆
40.800,344.509,292.800,13.931,322.200,-250.000,-250.000,164.509,平滑启摆
40.820,351.145,-265.200,18.501,-331.800,250.000,250.000,171.145,平滑启摆
40.839,344.751,286.200,13.315,285.600,-250.000,-250.000,164.751,平滑启摆
40.859,350.398,-288.600,18.479,-330.000,250.000,250.000,170.398,平滑启摆
40.879,343.960,255.600,13.140,293.400,-250.000,-250.000,163.960,平滑启摆
40.900,350.178,-270.600,17.534,-338.400,250.000,250.000,170.178,平滑启摆
40.920,343.652,258.000,12.612,316.200,-250.000,-250.000,163.652,平滑启摆
40.940,350.134,-258.600,17.490,-339.000,250.000,250.000,170.134,平滑启摆
40.960,343.455,208.200,12.437,263.400,-250.000,-250.000,163.455,平滑启摆
40.980,350.266,-225.600,17.688,-330.000,250.000,250.000,170.266,平滑启摆
41.000,344.465,282.600,12.261,271.800,-250.000,-250.000,164.465,平滑启摆
41.020,351.255,-265.800,16.919,-360.600,250.000,250.000,171.255,平滑启摆
41.040,344.729,242.400,11.624,249.600,-250.000,-250.000,164.729,平滑启摆
41.060,350.508,-289.800,16.985,-330.600,250.000,250.000,170.508,平滑启摆
41.080,343.982,254.400,11.514,258.000,-250.000,-250.000,163.982,平滑启摆
41.100,350.288,-267.000,17.051,-327.000,250.000,250.000,170.288,平滑启摆
41.120,343.630,216.600,11.404,260.400,-250.000,-250.000,163.630,平滑启摆
41.140,350.266,-237.600,16.326,-336.600,250.000,250.000,170.266,平滑启摆
41.160,344.531,280.800,10.745,250.200,-250.000,-250.000,164.531,平滑启摆
41.180,351.211,-270.600,16.326,-317.400,250.000,250.000,171.211,平滑启摆
41.200,344.861,287.400,10.591,264.600,-250.000,-250.000,164.861,平滑启摆
41.220,351.519,-244.800,16.348,-333.000,250.000,250.000,171.519,平滑启摆
41.240,344.795,235.800,10.459,222.000,-250.000,-250.000,164.795,平滑启摆
41.260,350.596,-289.200,15.513,-317.400,250.000,250.000,170.596,平滑启摆
41.280,343.916,250.800,9.756,255.600,-250.000,-250.000,163.916,平滑启摆
41.300,350.376,-247.200,15.447,-304.800,250.000,250.000,170.376,平滑启摆
41.320,343.542,222.600,9.514,268.800,-250.000,-250.000,163.542,平滑启摆
41.340,349.299,-290.400,14.634,-290.400,250.000,250.000,169.299,平滑启摆
41.360,342.532,227.400,8.657,242.400,-250.000,-250.000,162.532,平滑启摆
41.380,348.860,-236.400,14.436,-282.600,250.000,250.000,168.860,平滑启摆
41.400,343.411,252.000,8.372,244.200,-250.000,-250.000,163.411,平滑启摆
41.419,349.849,-256.800,14.480,-235.800,250.000,250.000,169.849,平滑启摆
41.439,343.608,252.600,9.316,255.000,-250.000,-250.000,163.608,平滑启摆
41.459,350.244,-273.000,15.315,-289.200,250.000,250.000,170.244,平滑启摆
41.479,344.685,276.600,10.613,288.000,-250.000,-250.000,164.685,平滑启摆
41.500,351.167,-275.400,16.062,-331.800,250.000,250.000,171.167,平滑启摆
41.519,344.971,265.800,10.833,249.600,-250.000,-250.000,164.971,平滑启摆
41.539,351.497,-278.400,16.282,-319.800,250.000,250.000,171.497,平滑启摆
41.559,346.091,288.600,10.679,257.400,-250.000,-250.000,166.091,平滑启摆
41.579,352.332,-298.800,15.491,-333.000,250.000,250.000,172.332,平滑启摆
41.600,346.267,303.000,9.998,282.600,-250.000,-250.000,166.267,平滑启摆
41.620,352.595,-292.800,16.238,-310.200,250.000,250.000,172.595,平滑启摆
41.640,346.179,238.800,11.426,256.200,-250.000,-250.000,166.179,平滑启摆
41.659,352.705,-249.000,17.029,-320.400,250.000,250.000,172.705,平滑启摆
41.679,347.146,298.800,12.524,312.000,-250.000,-250.000,167.146,平滑启摆
41.699,353.408,-337.200,17.666,-323.400,250.000,250.000,173.408,平滑启摆
41.719,348.267,326.400,12.590,271.800,-250.000,-250.000,168.267,平滑启摆
41.739,354.067,-342.000,17.776,-331.800,250.000,250.000,174.067,平滑启摆
41.759,348.289,283.800,13.447,324.000,-250.000,-250.000,168.289,平滑启摆
41.779,354.287,-351.600,18.325,-328.200,250.000,250.000,174.287,平滑启摆
41.799,348.179,298.800,13.535,304.800,-250.000,-250.000,168.179,平滑启摆
41.819,353.474,-330.600,18.369,-316.200,250.000,250.000,173.474,平滑启摆
41.840,347.410,288.600,13.425,295.800,-250.000,-250.000,167.410,平滑启摆
41.860,353.364,-334.200,18.457,-324.600,250.000,250.000,173.364,平滑启摆
41.880,347.234,293.400,13.271,298.200,-250.000,-250.000,167.234,平滑启摆
41.900,353.562,-334.200,18.655,-333.000,250.000,250.000,173.562,平滑启摆
41.920,348.223,300.600,14.084,312.600,-250.000,-250.000,168.223,平滑启摆
41.939,354.221,-336.600,19.358,-307.800,250.000,250.000,174.221,平滑启摆
41.959,348.245,289.200,15.029,337.200,-250.000,-250.000,168.245,平滑启摆
41.979,354.397,-357.600,20.171,-295.200,250.000,250.000,174.397,平滑启摆
42.000,349.124,301.800,15.117,328.200,-250.000,-250.000,169.124,平滑启摆
42.020,356.089,-263.400,20.325,-258.000,250.000,250.000,176.089,平滑启摆
42.039,350.859,333.600,14.985,315.000,-250.000,-250.000,170.859,平滑启摆
42.059,357.297,-261.000,20.457,-262.800,250.000,250.000,177.297,平滑启摆
42.079,352.200,370.200,15.798,345.000,-250.000,-250.000,172.200,平滑启摆
42.100,358.528,-226.800,21.248,-256.200,250.000,250.000,178.528,平滑启摆
42.120,352.397,329.400,15.908,297.000,-250.000,-250.000,172.397,平滑启摆
42.140,358.835,-235.200,21.467,-243.000,250.000,250.000,178.835,平滑启摆
42.160,352.397,322.200,15.842,316.200,-250.000,-250.000,172.397,平滑启摆
42.179,359.011,-169.800,21.621,-236.400,250.000,250.000,179.011,平滑启摆
42.199,353.188,341.400,16.589,318.600,-250.000,-250.000,173.188,平滑启摆
42.219,0.110,-184.800,22.478,-196.800,250.000,250.000,179.890,平滑启摆
42.239,353.650,315.600,16.831,278.400,-250.000,-250.000,173.650,平滑启摆
42.259,359.231,-228.600,22.786,-174.000,250.000,250.000,179.231,平滑启摆
42.279,352.881,307.800,17.798,265.200,-250.000,-250.000,172.881,平滑启摆
42.300,358.901,-237.600,23.621,-156.600,250.000,250.000,178.901,平滑启摆
42.319,352.419,307.200,18.325,210.000,-250.000,-250.000,172.419,平滑启摆
42.340,358.835,-184.200,24.192,-171.000,250.000,250.000,178.835,平滑启摆
42.359,353.254,322.200,18.545,199.200,-250.000,-250.000,173.254,平滑启摆
42.379,359.956,-189.600,23.577,-207.600,250.000,250.000,179.956,平滑启摆
42.399,353.650,296.400,17.578,250.800,-250.000,-250.000,173.650,平滑启摆
42.419,0.132,-198.600,23.027,-186.000,250.000,250.000,179.868,平滑启摆
42.440,354.595,270.600,17.051,260.400,-250.000,-250.000,174.595,平滑启摆
42.459,1.252,-192.000,22.720,-180.000,250.000,250.000,178.748,平滑启摆
42.479,355.232,235.800,17.776,282.000,-250.000,-250.000,175.232,平滑启摆
42.499,1.912,-196.800,23.533,-171.600,250.000,250.000,178.088,平滑启摆
42.520,356.616,194.400,18.303,228.600,-250.000,-250.000,176.616,平滑启摆
42.540,3.164,-250.200,24.148,-172.200,250.000,250.000,176.836,平滑启摆
42.559,357.517,202.800,18.567,220.800,-250.000,-250.000,177.517,平滑启摆
42.580,3.779,-253.800,23.401,-218.400,250.000,250.000,176.221,平滑启摆
42.600,357.737,211.800,16.633,255.600,-250.000,-250.000,177.737,平滑启摆
42.620,4.109,-238.200,20.698,-245.400,250.000,250.000,175.891,平滑启摆
42.640,357.759,169.800,15.051,279.600,-250.000,-250.000,177.759,平滑启摆
42.660,3.450,-292.800,20.149,-256.200,250.000,250.000,176.550,平滑启摆
42.679,356.704,183.000,14.700,294.000,-250.000,-250.000,176.704,平滑启摆
42.700,2.197,-277.800,19.116,-305.400,250.000,250.000,177.803,平滑启摆
42.719,354.946,203.400,14.062,282.600,-250.000,-250.000,174.946,平滑启摆
42.740,0.923,-245.400,18.984,-308.400,250.000,250.000,179.077,平滑启摆
42.759,353.958,267.600,13.931,274.800,-250.000,-250.000,173.958,平滑启摆
42.779,359.253,-223.800,18.237,-322.800,250.000,250.000,179.253,平滑启摆
42.799,352.881,321.600,13.293,261.600,-250.000,-250.000,172.881,平滑启摆
42.819,358.835,-233.400,18.127,-312.000,250.000,250.000,178.835,平滑启摆
42.840,352.771,333.000,13.162,256.200,-250.000,-250.000,172.771,平滑启摆
42.860,358.682,-235.200,18.105,-319.800,250.000,250.000,178.682,平滑启摆
42.880,352.441,264.600,14.019,313.800,-250.000,-250.000,172.441,平滑启摆
42.901,358.704,-171.600,19.731,-267.600,250.000,250.000,178.704,平滑启摆
42.921,352.332,261.000,14.634,253.200,-250.000,-250.000,172.332,平滑启摆
42.941,357.429,-277.200,20.083,-248.400,250.000,250.000,177.429,平滑启摆
42.960,351.562,244.200,15.447,303.000,-250.000,-250.000,171.562,平滑启摆
42.980,357.122,-252.600,20.896,-231.000,250.000,250.000,177.122,平滑启摆
43.000,350.947,265.200,15.557,282.000,-250.000,-250.000,170.947,平滑启摆
43.020,356.199,-333.600,20.039,-265.800,250.000,250.000,176.199,平滑启摆
43.039,350.244,255.000,14.832,302.400,-250.000,-250.000,170.244,平滑启摆
43.059,355.166,-349.800,19.006,-328.200,250.000,250.000,175.166,平滑启摆
43.080,349.453,279.000,14.150,314.400,-250.000,-250.000,169.453,平滑启摆
43.100,355.078,-342.600,19.006,-310.800,250.000,250.000,175.078,平滑启摆
43.120,349.146,265.200,13.997,294.600,-250.000,-250.000,169.146,平滑启摆
43.140,355.078,-283.800,19.072,-313.800,250.000,250.000,175.078,平滑启摆
43.159,349.124,255.600,13.755,297.000,-250.000,-250.000,169.124,平滑启摆
43.179,354.397,-334.800,18.259,-333.000,250.000,250.000,174.397,平滑启摆
43.199,348.508,262.200,13.184,283.800,-250.000,-250.000,168.508,平滑启摆
43.219,353.276,-333.600,18.259,-322.800,250.000,250.000,173.276,平滑启摆
43.239,347.520,264.600,14.019,321.600,-250.000,-250.000,167.520,平滑启摆
43.259,353.298,-286.200,18.896,-332.400,250.000,250.000,173.298,平滑启摆
43.279,347.366,265.800,13.997,315.600,-250.000,-250.000,167.366,平滑启摆
43.299,352.310,-324.600,19.028,-310.800,250.000,250.000,172.310,平滑启摆
43.319,346.421,271.800,13.931,300.000,-250.000,-250.000,166.421,平滑启摆
43.339,352.354,-292.800,19.182,-298.800,250.000,250.000,172.354,平滑启摆
43.359,346.267,288.600,14.678,340.800,-250.000,-250.000,166.267,平滑启摆
43.379,352.617,-306.000,19.885,-265.200,250.000,250.000,172.617,平滑启摆
43.400,347.212,321.000,14.700,321.600,-250.000,-250.000,167.212,平滑启摆
43.420,353.386,-322.200,20.017,-264.600,250.000,250.000,173.386,平滑启摆
43.439,347.849,252.000,14.590,294.000,-250.000,-250.000,167.849,平滑启摆
43.459,353.496,-303.000,18.918,-334.200,250.000,250.000,173.496,平滑启摆
43.479,348.311,276.600,13.931,289.800,-250.000,-250.000,168.311,平滑启摆
43.499,353.848,-271.800,19.028,-321.600,250.000,250.000,173.848,平滑启摆
43.519,348.376,262.200,13.931,315.600,-250.000,-250.000,168.376,平滑启摆
43.540,354.045,-282.600,18.040,-352.800,250.000,250.000,174.045,平滑启摆
43.560,349.146,289.200,12.239,253.800,-250.000,-250.000,169.146,平滑启摆
43.579,355.386,-241.800,16.589,-348.000,250.000,250.000,175.386,平滑启摆
43.599,350.376,234.600,11.228,249.000,-250.000,-250.000,170.376,平滑启摆
43.619,355.210,-235.800,15.754,-353.400,250.000,250.000,175.210,平滑启摆
43.639,350.024,181.200,10.613,255.000,-250.000,-250.000,170.024,平滑启摆
43.660,355.518,-202.800,15.710,-322.800,250.000,250.000,175.518,平滑启摆
43.680,350.398,234.600,10.547,252.600,-250.000,-250.000,170.398,平滑启摆
43.699,356.265,-227.400,15.820,-294.600,250.000,250.000,176.265,平滑启摆
43.720,350.288,211.800,11.404,268.200,-250.000,-250.000,170.288,平滑启摆
43.739,356.353,-171.000,17.227,-320.400,250.000,250.000,176.353,平滑启摆
43.760,351.013,234.600,13.096,318.600,-250.000,-250.000,171.013,平滑启摆
43.780,357.188,-187.800,17.930,-333.600,250.000,250.000,177.188,平滑启摆
43.800,351.189,223.200,13.228,288.000,-250.000,-250.000,171.189,平滑启摆
43.820,357.341,-198.600,18.193,-306.600,250.000,250.000,177.341,平滑启摆
43.840,351.936,241.200,13.118,276.600,-250.000,-250.000,171.936,平滑启摆
43.860,358.220,-178.200,17.380,-342.000,250.000,250.000,178.220,平滑启摆
43.879,352.288,246.000,12.437,259.200,-250.000,-250.000,172.288,平滑启摆
43.899,358.352,-185.400,17.424,-330.000,250.000,250.000,178.352,平滑启摆
43.919,353.276,291.000,13.315,323.400,-250.000,-250.000,173.276,平滑启摆
43.939,359.209,-164.400,17.930,-350.400,250.000,250.000,179.209,平滑启摆
43.959,353.452,300.600,13.315,289.200,-250.000,-250.000,173.452,平滑启摆
43.979,359.802,-205.200,18.105,-298.200,250.000,250.000,179.802,平滑启摆
44.000,354.529,321.000,13.162,277.200,-250.000,-250.000,174.529,平滑启摆
44.019,1.428,-199.800,18.237,-322.800,250.000,250.000,178.572,平滑启摆
44.040,355.276,251.400,13.909,326.400,-250.000,-250.000,175.276,平滑启摆
44.059,2.131,-226.800,18.721,-329.400,250.000,250.000,177.869,平滑启摆
44.080,355.737,222.600,14.172,330.000,-250.000,-250.000,175.737,平滑启摆
44.100,2.329,-178.200,19.907,-250.200,250.000,250.000,177.671,平滑启摆
44.120,355.518,150.000,15.227,318.600,-250.000,-250.000,175.518,平滑启摆
44.139,1.362,-235.200,20.984,-244.800,250.000,250.000,178.638,平滑启摆
44.159,354.199,258.000,16.238,328.800,-250.000,-250.000,174.199,平滑启摆
44.179,359.561,-228.000,22.061,-223.200,250.000,250.000,179.561,平滑启摆
44.199,352.991,325.800,16.545,304.800,-250.000,-250.000,172.991,平滑启摆
44.219,358.901,-238.200,21.116,-260.400,250.000,250.000,178.901,平滑启摆
44.239,352.705,289.800,15.798,322.200,-250.000,-250.000,172.705,平滑启摆
44.259,358.638,-251.400,20.896,-249.600,250.000,250.000,178.638,平滑启摆
44.279,353.298,310.200,15.535,316.200,-250.000,-250.000,173.298,平滑启摆
44.299,359.648,-201.600,21.050,-240.600,250.000,250.000,179.648,平滑启摆
44.319,353.672,285.600,16.348,338.400,-250.000,-250.000,173.672,平滑启摆
44.340,0.154,-191.400,21.907,-241.800,250.000,250.000,179.846,平滑启摆
44.359,354.683,264.000,16.545,306.600,-250.000,-250.000,174.683,平滑启摆
44.379,1.362,-220.200,22.170,-228.600,250.000,250.000,178.638,平滑启摆
44.400,355.342,225.000,16.523,304.800,-250.000,-250.000,175.342,平滑启摆
44.419,1.912,-219.600,22.236,-215.400,250.000,250.000,178.088,平滑启摆
44.439,355.518,205.800,17.271,325.200,-250.000,-250.000,175.518,平滑启摆
44.459,1.033,-244.800,23.291,-169.800,250.000,250.000,178.967,平滑启摆
44.480,354.595,262.200,17.864,280.200,-250.000,-250.000,174.595,平滑启摆
44.500,1.582,-154.200,23.730,-169.800,250.000,250.000,178.418,平滑启摆
44.519,356.023,234.600,17.776,258.000,-250.000,-250.000,176.023,平滑启摆
44.539,2.043,-246.000,22.654,-238.800,250.000,250.000,177.957,平滑启摆
44.559,355.869,197.400,16.831,294.600,-250.000,-250.000,175.869,平滑启摆
44.579,2.131,-256.200,22.214,-211.800,250.000,250.000,177.869,平滑启摆
44.599,355.605,208.200,17.358,315.600,-250.000,-250.000,175.605,平滑启摆
44.619,1.121,-256.200,23.181,-216.000,250.000,250.000,178.879,平滑启摆
44.639,354.529,242.400,17.732,277.800,-250.000,-250.000,174.529,平滑启摆
44.659,0.483,-237.000,23.577,-169.200,250.000,250.000,179.517,平滑启摆
44.679,353.979,282.000,17.776,252.600,-250.000,-250.000,173.979,平滑启摆
44.699,359.099,-280.200,22.412,-245.400,250.000,250.000,179.099,平滑启摆
44.719,352.925,297.600,15.952,283.200,-250.000,-250.000,172.925,平滑启摆
44.739,358.638,-240.000,19.995,-326.400,250.000,250.000,178.638,平滑启摆
44.759,352.529,321.600,14.700,306.600,-250.000,-250.000,172.529,平滑启摆
44.779,358.660,-239.400,19.512,-276.600,250.000,250.000,178.660,平滑启摆
44.799,353.364,297.000,15.337,325.800,-250.000,-250.000,173.364,平滑启摆
44.819,359.692,-206.400,20.281,-267.000,250.000,250.000,179.692,平滑启摆
44.839,353.694,274.800,15.535,321.600,-250.000,-250.000,173.694,平滑启摆
44.859,0.088,-210.000,20.588,-254.400,250.000,250.000,179.912,平滑启摆
