时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°)
26.48,179.87,0.00,117.99,0.00,0.07,-2.28,0.13
26.50,179.87,0.00,117.97,0.00,0.07,-2.28,0.13
26.52,179.87,0.00,117.95,0.00,0.07,-2.28,0.13
26.54,179.87,0.00,117.93,0.00,0.07,-2.28,0.13
26.56,179.87,0.00,117.91,0.00,0.07,-2.28,0.13
26.58,179.87,0.00,117.86,-10.20,0.07,0.32,0.13
26.60,179.87,0.00,117.86,0.00,0.07,-2.28,0.13
26.62,179.87,0.00,117.84,0.00,0.07,-2.27,0.13
26.64,179.87,0.00,117.84,0.00,0.07,-2.27,0.13
26.66,179.87,0.00,117.82,0.00,0.07,-2.27,0.13
26.68,179.87,0.00,117.82,0.00,0.07,-2.27,0.13
26.70,179.87,-5.40,117.80,0.00,1.42,-2.27,0.13
26.72,179.87,0.00,117.80,0.00,0.07,-2.27,0.13
26.74,179.87,0.00,117.80,0.00,0.07,-2.27,0.13
26.76,179.87,0.00,117.80,0.00,0.07,-2.27,0.13
26.78,179.87,0.00,117.77,-4.80,0.07,-1.05,0.13
26.80,179.87,0.00,117.77,0.00,0.07,-2.27,0.13
26.82,179.87,0.00,117.77,0.00,0.07,-2.27,0.13
26.84,179.87,0.00,117.75,0.00,0.07,-2.27,0.13
26.86,179.87,0.00,117.73,0.00,0.07,-2.27,0.13
26.88,179.87,0.00,117.73,0.00,0.07,-2.27,0.13
26.90,179.87,0.00,117.71,0.00,0.07,-2.27,0.13
26.92,179.87,0.00,117.69,0.00,0.07,-2.27,0.13
26.94,179.87,0.00,117.66,0.00,0.07,-2.27,0.13
26.96,179.87,4.80,117.64,-10.20,-1.14,0.33,0.13
26.98,179.87,0.00,117.62,0.00,0.07,-2.27,0.13
27.00,179.87,0.00,117.60,-5.40,0.07,-0.89,0.13
27.02,179.85,0.00,117.55,-4.80,0.08,-1.05,0.15
27.04,179.87,0.00,117.53,0.00,0.07,-2.27,0.13
27.06,179.87,0.00,117.53,0.00,0.07,-2.27,0.13
27.08,179.87,0.00,117.51,5.40,0.07,-3.64,0.13
27.10,179.87,0.00,117.51,0.00,0.07,-2.27,0.13
27.12,179.87,0.00,117.49,0.00,0.07,-2.27,0.13
27.14,179.87,-5.40,117.47,0.00,1.42,-2.27,0.13
27.16,179.87,0.00,117.47,-4.80,0.07,-1.05,0.13
27.18,179.87,0.00,117.44,0.00,0.07,-2.27,0.13
27.20,179.87,0.00,117.44,0.00,0.07,-2.27,0.13
27.22,179.87,0.00,117.42,0.00,0.07,-2.27,0.13
27.24,179.87,0.00,117.42,0.00,0.07,-2.27,0.13
27.26,179.87,0.00,117.40,0.00,0.07,-2.27,0.13
27.28,179.85,0.00,117.38,0.00,0.08,-2.27,0.15
27.30,179.87,0.00,117.36,-4.80,0.07,-1.04,0.13
27.32,179.87,0.00,117.33,0.00,0.07,-2.26,0.13
27.34,179.87,0.00,117.31,0.00,0.07,-2.26,0.13
27.36,179.87,0.00,117.29,0.00,0.07,-2.26,0.13
27.38,179.85,0.00,117.25,0.00,0.08,-2.26,0.15
27.40,179.87,0.00,117.18,-0.60,0.07,-2.11,0.13
27.42,179.87,0.00,116.24,-229.80,0.07,56.28,0.13
27.44,179.87,0.00,113.71,26.40,0.07,-8.92,0.13
27.46,179.87,0.00,113.77,0.00,0.07,-2.20,0.13
27.48,179.87,0.00,113.77,0.00,0.07,-2.20,0.13
27.50,179.87,0.00,113.77,0.00,0.07,-2.20,0.13
27.52,179.87,0.00,113.75,0.00,0.07,-2.20,0.13
27.54,179.87,0.00,113.75,4.80,0.07,-3.42,0.13
27.56,179.87,0.00,113.75,0.00,0.07,-2.20,0.13
27.58,179.87,0.00,113.75,0.00,0.07,-2.20,0.13
27.60,179.85,0.00,113.73,0.00,0.08,-2.20,0.15
27.62,179.87,0.00,113.73,4.80,0.07,-3.42,0.13
27.64,179.87,0.00,113.73,0.00,0.07,-2.20,0.13
27.66,179.87,0.00,113.71,0.00,0.07,-2.19,0.13
27.68,179.87,0.00,113.71,0.00,0.07,-2.19,0.13
27.70,179.87,0.00,113.71,0.00,0.07,-2.19,0.13
27.72,179.87,0.00,113.71,5.40,0.07,-3.57,0.13
27.74,179.87,0.00,113.69,0.00,0.07,-2.19,0.13
27.76,179.87,0.00,113.69,0.00,0.07,-2.19,0.13
27.78,179.87,0.00,113.69,4.80,0.07,-3.42,0.13
27.80,179.87,0.00,113.66,0.00,0.07,-2.19,0.13
27.82,179.87,0.00,113.66,0.00,0.07,-2.19,0.13
27.84,179.87,0.00,113.66,0.00,0.07,-2.19,0.13
27.86,179.87,0.00,113.64,0.00,0.07,-2.19,0.13
27.88,179.87,0.00,113.64,0.00,0.07,-2.19,0.13
27.90,179.87,0.00,113.62,0.00,0.07,-2.19,0.13
27.92,179.87,0.00,113.62,0.00,0.07,-2.19,0.13
27.94,179.87,0.00,113.58,0.00,0.07,-2.19,0.13
27.96,179.87,0.00,113.55,0.00,0.07,-2.19,0.13
27.98,179.87,0.00,113.55,0.00,0.07,-2.19,0.13
28.00,179.87,0.00,113.53,0.00,0.07,-2.19,0.13
28.02,179.87,0.00,113.53,-4.80,0.07,-0.97,0.13
28.04,179.85,0.00,113.51,0.00,0.08,-2.19,0.15
28.06,179.87,0.00,113.51,0.00,0.07,-2.19,0.13
28.08,179.87,0.00,113.51,0.00,0.07,-2.19,0.13
28.10,179.87,0.00,113.51,0.00,0.07,-2.19,0.13
28.12,179.87,0.00,113.49,0.00,0.07,-2.19,0.13
28.14,179.87,0.00,113.49,0.00,0.07,-2.19,0.13
28.16,179.87,0.00,113.49,0.00,0.07,-2.19,0.13
28.18,179.87,0.00,113.47,0.00,0.07,-2.19,0.13
28.20,179.87,0.00,113.44,0.00,0.07,-2.19,0.13
28.22,179.87,0.00,113.44,0.00,0.07,-2.19,0.13
28.24,179.87,0.00,113.42,-4.80,0.07,-0.97,0.13
28.26,179.85,-4.80,113.40,0.00,1.28,-2.19,0.15
28.28,179.87,0.00,113.38,0.00,0.07,-2.19,0.13
28.30,179.87,0.00,113.38,0.00,0.07,-2.19,0.13
28.32,179.87,0.00,113.36,0.00,0.07,-2.19,0.13
28.34,179.87,0.00,113.31,-0.60,0.07,-2.03,0.13
28.36,179.87,0.00,113.29,0.00,0.07,-2.19,0.13
28.38,179.87,0.00,113.20,-10.80,0.07,0.57,0.13
28.40,179.87,0.00,112.96,-34.20,0.07,6.53,0.13
28.42,179.85,0.00,109.62,-189.00,0.08,46.02,0.15
28.44,179.85,-4.80,107.42,-10.80,1.28,0.68,0.15
28.46,179.87,0.00,107.47,0.00,0.07,-2.07,0.13
28.48,179.87,0.00,107.47,0.00,0.07,-2.07,0.13
28.50,179.87,0.00,107.47,0.00,0.07,-2.07,0.13
28.52,179.87,0.00,107.47,0.00,0.07,-2.07,0.13
28.54,179.87,0.00,107.45,0.00,0.07,-2.07,0.13
28.56,179.87,4.80,107.45,0.00,-1.14,-2.07,0.13
28.58,179.87,0.00,107.45,0.00,0.07,-2.07,0.13
28.60,179.87,0.00,107.45,0.00,0.07,-2.07,0.13
28.62,179.87,0.00,107.42,0.00,0.07,-2.07,0.13
28.64,179.87,0.00,107.42,0.00,0.07,-2.07,0.13
28.66,179.87,0.00,107.42,0.00,0.07,-2.07,0.13
28.68,179.85,-0.60,107.42,0.00,0.23,-2.07,0.15
28.70,179.87,0.00,107.40,0.00,0.07,-2.07,0.13
28.72,179.85,0.00,107.40,-4.80,0.08,-0.85,0.15
28.74,179.87,0.00,107.40,0.00,0.07,-2.07,0.13
28.76,179.87,0.00,107.40,-4.80,0.07,-0.85,0.13
28.78,179.87,0.00,107.40,0.00,0.07,-2.07,0.13
28.80,179.87,0.00,107.40,0.00,0.07,-2.07,0.13
28.82,179.87,5.40,107.40,0.00,-1.29,-2.07,0.13
28.84,179.87,4.80,107.38,0.00,-1.14,-2.07,0.13
28.86,179.87,0.00,107.38,0.00,0.07,-2.07,0.13
28.88,179.87,0.00,107.38,0.00,0.07,-2.07,0.13
28.90,179.87,0.00,107.36,0.00,0.07,-2.07,0.13
28.92,179.87,0.00,107.36,0.00,0.07,-2.07,0.13
