时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),电机1(RPM),电机2(RPM),误差(°),能量(J),阶段,是否平衡
49.340,190.459,-2301.000,71.082,-2398.200,-500.000,-500.000,10.459,0.025,STM32风格起摆,0
49.360,138.625,-2664.600,19.248,-2738.400,500.000,500.000,41.375,0.037,STM32风格起摆,0
49.380,88.748,-1554.000,328.228,-1633.800,500.000,500.000,91.252,0.011,STM32风格起摆,0
49.400,97.537,1436.400,338.533,1623.000,500.000,500.000,82.463,0.008,STM32风格起摆,0
49.420,137.483,2371.200,18.699,2282.400,500.000,500.000,42.517,0.028,STM32风格起摆,0
49.440,189.954,2654.400,70.510,2784.000,-500.000,-500.000,9.954,0.036,STM32风格起摆,0
49.460,241.062,1807.200,121.377,1648.200,500.000,500.000,61.062,0.014,STM32风格起摆,0
49.480,241.260,115.200,119.180,78.000,500.000,500.000,61.260,-0.006,STM32风格起摆,0
49.500,265.364,2026.200,143.635,1927.800,500.000,500.000,85.364,0.021,STM32风格起摆,0
49.520,314.341,2688.000,191.624,2649.000,500.000,500.000,134.341,0.044,STM32风格起摆,0
49.540,10.657,2940.000,246.489,2837.400,480.000,500.000,169.343,0.054,STM32风格起摆,0
49.560,68.357,2830.800,304.937,2936.400,500.000,500.000,111.643,0.048,STM32风格起摆,0
49.580,125.771,2971.800,4.417,2977.800,500.000,500.000,54.229,0.049,STM32风格起摆,0
49.599,185.317,2929.800,63.677,3006.000,-500.000,-500.000,5.317,0.046,STM32风格起摆,0
49.620,237.502,1699.200,117.751,1540.200,-500.000,-500.000,57.502,0.012,STM32风格起摆,0
49.640,228.076,-1354.200,108.149,-1581.000,-500.000,-500.000,48.076,0.005,STM32风格起摆,0
49.660,189.844,-2235.600,66.204,-2350.200,-500.000,-500.000,9.844,0.023,STM32风格起摆,0
49.680,139.724,-2604.000,14.062,-2862.600,500.000,500.000,40.276,0.035,STM32风格起摆,0
49.700,91.494,-1272.000,323.745,-1410.600,500.000,500.000,88.506,0.006,STM32风格起摆,0
49.720,101.030,1449.600,335.435,1714.200,500.000,500.000,78.970,0.008,STM32风格起摆,0
49.740,139.922,2297.400,17.029,2385.000,500.000,500.000,40.078,0.026,STM32风格起摆,0
49.760,190.745,2623.200,68.950,2711.400,-500.000,-500.000,10.745,0.035,STM32风格起摆,0
49.779,240.688,1569.600,120.586,1647.000,500.000,500.000,60.688,0.009,STM32风格起摆,0
49.799,240.161,114.600,120.520,253.800,500.000,500.000,60.161,-0.006,STM32风格起摆,0
49.820,264.661,1996.200,146.580,1930.200,500.000,500.000,84.661,0.020,STM32风格起摆,0
49.841,313.748,2560.200,195.930,2683.200,500.000,500.000,133.748,0.040,STM32风格起摆,0
49.861,9.844,2919.600,251.587,2868.000,480.000,500.000,170.156,0.053,STM32风格起摆,0
49.880,67.500,2887.200,309.375,3087.000,500.000,500.000,112.500,0.050,STM32风格起摆,0
49.900,124.958,2980.200,9.185,3015.600,500.000,500.000,55.042,0.049,STM32风格起摆,0
49.920,184.548,3016.200,68.313,2997.600,-500.000,-500.000,4.548,0.049,STM32风格起摆,0
49.940,237.766,1719.000,122.322,1785.600,-500.000,-500.000,57.766,0.012,STM32风格起摆,0
49.960,230.208,-1320.000,113.181,-1413.000,-500.000,-500.000,50.208,0.004,STM32风格起摆,0
49.980,192.964,-2045.400,71.982,-2418.000,-500.000,-500.000,12.964,0.018,STM32风格起摆,0
50.000,144.712,-2601.600,19.534,-2827.200,500.000,500.000,35.288,0.035,STM32风格起摆,0
50.020,96.526,-1474.800,329.436,-1364.400,-500.000,-500.000,83.474,0.009,STM32风格起摆,0
50.040,98.459,-141.600,333.040,4.200,-500.000,-500.000,81.541,-0.005,STM32风格起摆,0
50.060,75.103,-1756.800,308.430,-1960.800,-500.000,-500.000,104.897,0.016,STM32风格起摆,0
50.080,29.026,-2575.800,259.453,-2722.800,-500.000,-500.000,150.974,0.041,STM32风格起摆,0
50.100,334.182,-2930.400,203.379,-2848.200,-480.000,-500.000,154.182,0.053,STM32风格起摆,0
50.120,276.174,-2874.000,145.811,-2959.200,-500.000,-500.000,96.174,0.048,STM32风格起摆,0
50.140,218.408,-2937.000,84.595,-2928.600,-500.000,-500.000,38.408,0.047,STM32风格起摆,0
50.161,159.939,-3015.000,25.312,-2985.000,500.000,500.000,20.061,0.049,STM32风格起摆,0
50.180,104.128,-1921.200,330.820,-1997.400,-500.000,-500.000,75.872,0.018,STM32风格起摆,0
50.200,100.876,-257.400,328.491,-220.200,-500.000,-500.000,79.124,-0.004,STM32风格起摆,0
50.220,76.904,-1951.800,301.663,-2227.800,-500.000,-500.000,103.096,0.021,STM32风格起摆,0
50.240,26.719,-2794.200,251.104,-2766.000,-500.000,-500.000,153.281,0.049,STM32风格起摆,0
50.259,326.909,-3045.000,194.985,-2908.800,-480.000,-500.000,146.909,0.057,STM32风格起摆,0
50.280,266.682,-2980.200,136.340,-3088.800,-400.000,-480.000,86.682,0.051,STM32风格起摆,0
50.300,209.949,-2748.600,76.157,-2980.800,-500.000,-500.000,29.949,0.040,STM32风格起摆,0
50.320,156.709,-2779.200,17.930,-3022.800,500.000,500.000,23.291,0.041,STM32风格起摆,0
50.340,106.128,-1524.600,325.107,-1684.200,-500.000,-500.000,73.872,0.009,STM32风格起摆,0
50.360,106.655,-229.800,326.646,-15.600,-500.000,-500.000,73.345,-0.005,STM32风格起摆,0
50.380,83.979,-1901.400,302.498,-1998.000,-500.000,-500.000,96.021,0.019,STM32风格起摆,0
50.400,36.343,-2697.600,253.147,-2805.600,-500.000,-500.000,143.657,0.045,STM32风格起摆,0
50.420,340.906,-2835.000,197.688,-2890.800,-480.000,-500.000,160.906,0.050,STM32风格起摆,0
50.439,282.305,-2918.400,139.812,-2923.200,-400.000,-480.000,102.305,0.050,STM32风格起摆,0
50.460,226.318,-2565.000,79.036,-2912.400,-500.000,-500.000,46.318,0.034,STM32风格起摆,0
50.480,174.023,-2777.400,20.852,-3004.800,500.000,500.000,5.977,0.040,STM32风格起摆,0
50.500,122.058,-1862.400,327.327,-1650.600,500.000,500.000,57.942,0.015,STM32风格起摆,0
50.520,128.848,1405.800,335.479,1532.400,500.000,500.000,51.152,0.006,STM32风格起摆,0
50.540,171.123,2444.400,18.875,2485.800,500.000,500.000,8.877,0.029,STM32风格起摆,0
50.560,224.231,2797.800,72.466,2725.200,-500.000,-500.000,44.231,0.042,STM32风格起摆,0
50.580,276.064,1530.600,124.299,1639.800,-500.000,-500.000,96.064,0.011,STM32风格起摆,0
50.600,268.813,-1509.000,114.192,-1512.000,-500.000,-500.000,88.813,0.010,STM32风格起摆,0
50.620,225.857,-2400.600,70.225,-2605.800,-500.000,-500.000,45.857,0.029,STM32风格起摆,0
50.640,171.453,-2893.200,16.282,-2787.600,500.000,500.000,8.547,0.044,STM32风格起摆,0
50.660,118.433,-1556.400,324.756,-1565.400,-500.000,-500.000,61.567,0.009,STM32风格起摆,0
50.680,119.443,-127.200,325.283,-198.600,-500.000,-500.000,60.557,-0.006,STM32风格起摆,0
50.700,94.460,-1966.200,299.355,-2040.600,-500.000,-500.000,85.540,0.020,STM32风格起摆,0
50.719,43.923,-2731.800,249.719,-2682.600,-500.000,-500.000,136.077,0.046,STM32风格起摆,0
50.740,346.179,-2898.600,193.184,-2902.800,-480.000,-500.000,166.179,0.053,STM32风格起摆,0
50.760,286.765,-2941.800,135.198,-3006.000,-400.000,-480.000,106.765,0.051,STM32风格起摆,0
50.780,230.186,-2754.600,75.146,-2976.000,-500.000,-500.000,50.186,0.041,STM32风格起摆,0
50.800,177.627,-2807.400,17.271,-3013.800,500.000,500.000,2.373,0.041,STM32风格起摆,0
50.820,126.497,-1386.600,324.646,-1392.000,500.000,500.000,53.503,0.005,STM32风格起摆,0
50.840,139.680,1670.400,335.962,1772.400,500.000,500.000,40.320,0.010,STM32风格起摆,0
50.860,185.713,2690.400,21.401,2564.400,-500.000,-500.000,5.713,0.037,STM32风格起摆,0
50.881,236.338,1706.400,68.928,1381.200,-500.000,-500.000,56.338,0.012,STM32风格起摆,0
50.900,224.341,-1503.600,57.700,-1594.800,-500.000,-500.000,44.341,0.007,STM32风格起摆,0
50.920,181.560,-2695.800,12.898,-2671.200,-456.317,-500.000,1.560,0.037,STM32风格起摆,0
50.941,124.695,-2773.800,317.549,-2847.000,500.000,500.000,55.305,0.042,STM32风格起摆,0
50.961,74.663,-1483.200,266.023,-1552.200,-500.000,-500.000,105.337,0.011,STM32风格起摆,0
50.981,79.827,-22.200,271.472,203.400,-500.000,-500.000,100.173,-0.003,STM32风格起摆,0
51.001,54.668,-1903.800,250.049,-1852.200,-500.000,-500.000,125.332,0.021,STM32风格起摆,0
51.021,8.240,-2622.600,202.126,-2713.800,-500.000,-500.000,171.760,0.043,STM32风格起摆,0
51.041,311.155,-2896.800,146.360,-2900.400,-480.000,-500.000,131.155,0.051,STM32风格起摆,0
51.060,252.466,-2899.200,86.594,-3064.200,-500.000,-500.000,72.466,0.047,STM32风格起摆,0
51.080,194.985,-2953.800,27.488,-2961.600,-500.000,-500.000,14.985,0.047,STM32风格起摆,0
51.100,135.461,-3019.200,328.074,-2987.400,500.000,500.000,44.539,0.050,STM32风格起摆,0
51.120,82.222,-1543.800,273.318,-1665.600,-500.000,-500.000,97.778,0.011,STM32风格起摆,0
51.140,86.418,-61.200,274.460,-43.800,-500.000,-500.000,93.582,-0.004,STM32风格起摆,0
51.160,61.062,-1807.800,251.191,-1869.600,-500.000,-500.000,118.938,0.018,STM32风格起摆,0
51.180,14.392,-2617.200,204.038,-2671.800,-500.000,-500.000,165.608,0.043,STM32风格起摆,0
51.200,317.307,-3021.000,148.228,-2938.800,-480.000,-500.000,137.307,0.056,STM32风格起摆,0
51.220,258.552,-2911.800,88.857,-3048.600,-500.000,-500.000,78.552,0.048,STM32风格起摆,0
51.240,201.379,-2932.800,29.751,-2913.600,-500.000,-500.000,21.379,0.046,STM32风格起摆,0
51.260,141.724,-3058.200,330.667,-3036.000,500.000,500.000,38.276,0.051,STM32风格起摆,0
51.280,88.220,-1602.000,276.306,-1564.200,-500.000,-500.000,91.780,0.012,STM32风格起摆,0
51.300,90.461,-130.800,275.251,-299.400,-500.000,-500.000,89.539,-0.004,STM32风格起摆,0
51.320,66.270,-1826.400,249.763,-1908.600,-500.000,-500.000,113.730,0.018,STM32风格起摆,0
51.340,19.050,-2701.800,201.841,-2681.400,-500.000,-500.000,160.950,0.046,STM32风格起摆,0
51.360,321.504,-2956.800,145.437,-2830.800,-480.000,-500.000,141.504,0.054,STM32风格起摆,0
51.380,262.354,-2917.200,85.627,-3039.000,-500.000,-500.000,82.354,0.049,STM32风格起摆,0
51.400,205.269,-2854.800,26.477,-3060.000,-500.000,-500.000,25.269,0.043,STM32风格起摆,0
51.420,145.613,-3054.000,326.997,-3048.000,500.000,500.000,34.387,0.051,STM32风格起摆,0
51.440,92.505,-1480.800,273.516,-1583.400,-500.000,-500.000,87.495,0.009,STM32风格起摆,0
51.460,94.307,-138.000,274.834,-144.600,-500.000,-500.000,85.693,-0.004,STM32风格起摆,0
51.480,70.664,-1792.800,250.796,-1864.200,-500.000,-500.000,109.336,0.017,STM32风格起摆,0
51.500,23.401,-2671.200,203.225,-2670.600,-500.000,-500.000,156.599,0.044,STM32风格起摆,0
51.520,326.448,-2943.600,147.041,-2911.200,-480.000,-500.000,146.448,0.054,STM32风格起摆,0
51.540,267.495,-2949.000,87.737,-3075.000,-400.000,-480.000,87.495,0.050,STM32风格起摆,0
51.560,211.619,-2719.200,29.070,-2895.600,-500.000,-500.000,31.619,0.039,STM32风格起摆,0
51.580,158.687,-2732.400,329.766,-2990.400,500.000,500.000,21.313,0.039,STM32风格起摆,0
51.600,108.149,-1378.800,276.372,-1587.600,-500.000,-500.000,71.851,0.007,STM32风格起摆,0
51.620,111.533,-15.000,275.427,-211.200,-500.000,-500.000,68.467,-0.006,STM32风格起摆,0
51.640,88.198,-1840.800,249.807,-1889.400,-500.000,-500.000,91.802,0.017,STM32风格起摆,0
51.660,40.913,-2665.200,202.039,-2702.400,-500.000,-500.000,139.087,0.044,STM32风格起摆,0
51.680,344.070,-2901.600,146.030,-2831.400,-480.000,-500.000,164.070,0.053,STM32风格起摆,0
51.700,284.634,-2976.000,86.396,-2971.200,-400.000,-480.000,104.634,0.052,STM32风格起摆,0
51.720,228.296,-2606.400,27.642,-2863.200,-500.000,-500.000,48.296,0.036,STM32风格起摆,0
51.740,175.935,-2831.400,329.832,-2989.200,500.000,500.000,4.065,0.042,STM32风格起摆,0
51.760,125.222,-1455.000,276.570,-1518.600,500.000,500.000,54.778,0.007,STM32风格起摆,0
51.780,137.087,1704.000,285.271,1601.400,500.000,500.000,42.913,0.011,STM32风格起摆,0
51.800,184.614,2621.400,330.732,2587.800,-500.000,-500.000,4.614,0.035,STM32风格起摆,0
51.820,232.559,1363.200,18.589,1462.200,-500.000,-500.000,52.559,0.005,STM32风格起摆,0
51.840,220.276,-1620.600,6.174,-1483.800,-500.000,-500.000,40.276,0.009,STM32风格起摆,0
51.860,174.265,-2785.200,321.394,-2619.600,500.000,500.000,5.735,0.040,STM32风格起摆,0
51.880,123.201,-1409.400,271.802,-1443.600,500.000,500.000,56.799,0.006,STM32风格起摆,0
51.900,133.704,1654.800,281.821,1570.200,500.000,500.000,46.296,0.010,STM32风格起摆,0
51.920,180.461,2718.600,326.865,2537.400,-134.967,-161.960,0.461,0.038,STM32风格起摆,0
51.940,229.548,1464.600,15.139,1492.800,-500.000,-500.000,49.548,0.007,STM32风格起摆,0
51.960,236.074,-700.200,19.380,-627.600,-500.000,-500.000,56.074,-0.003,STM32风格起摆,0
51.980,205.730,-2169.600,348.354,-2135.400,-500.000,-500.000,25.730,0.022,STM32风格起摆,0
52.000,155.676,-2734.800,299.202,-2796.000,500.000,500.000,24.324,0.039,STM32风格起摆,0
52.019,104.194,-1645.800,248.862,-1624.200,-500.000,-500.000,75.806,0.012,STM32风格起摆,0
52.039,105.447,-221.400,250.137,-70.800,-500.000,-500.000,74.553,-0.005,STM32风格起摆,0
52.060,81.101,-1939.200,225.637,-1908.000,-500.000,-500.000,98.899,0.020,STM32风格起摆,0
52.080,32.080,-2619.000,177.627,-2646.600,-500.000,-500.000,147.920,0.042,STM32风格起摆,0
52.100,335.215,-2915.400,120.454,-3015.000,-480.000,-500.000,155.215,0.053,STM32风格起摆,0
52.120,275.889,-2922.000,61.150,-2866.200,-500.000,-500.000,95.889,0.050,STM32风格起摆,0
52.140,218.320,-2935.200,0.923,-2997.600,-500.000,-500.000,38.320,0.047,STM32风格起摆,0
52.160,159.170,-2997.600,301.355,-3024.000,500.000,500.000,20.830,0.048,STM32风格起摆,0
52.180,104.414,-1785.000,247.324,-1531.200,-500.000,-500.000,75.586,0.015,STM32风格起摆,0
52.200,106.853,28.800,249.302,-13.800,-500.000,-500.000,73.147,-0.005,STM32风格起摆,0
52.221,84.001,-1915.200,226.099,-1873.800,-500.000,-500.000,95.999,0.019,STM32风格起摆,0
52.240,36.057,-2716.200,178.792,-2596.200,-500.000,-500.000,143.943,0.045,STM32风格起摆,0
52.260,339.302,-2941.200,122.190,-3013.800,-480.000,-500.000,159.302,0.054,STM32风格起摆,0
52.280,280.305,-2902.800,63.018,-2896.200,-500.000,-500.000,100.305,0.049,STM32风格起摆,0
52.300,222.825,-2779.200,3.823,-3012.000,-500.000,-500.000,42.825,0.041,STM32风格起摆,0
52.320,163.608,-3046.200,303.772,-2971.200,500.000,500.000,16.392,0.050,STM32风格起摆,0
52.340,111.204,-1306.200,249.697,-1589.400,-500.000,-500.000,68.796,0.005,STM32风格起摆,0
52.360,116.016,22.800,253.125,52.200,-500.000,-500.000,63.984,-0.006,STM32风格起摆,0
52.380,91.604,-1915.800,228.054,-2013.600,-500.000,-500.000,88.396,0.019,STM32风格起摆,0
52.400,41.616,-2733.000,180.308,-2541.000,-500.000,-500.000,138.384,0.046,STM32风格起摆,0
52.420,344.355,-2923.200,122.102,-3079.200,-480.000,-500.000,164.355,0.053,STM32风格起摆,0
52.440,285.403,-2963.400,61.458,-2932.800,-400.000,-480.000,105.403,0.052,STM32风格起摆,0
52.460,228.713,-2629.200,1.890,-2931.600,-500.000,-500.000,48.713,0.036,STM32风格起摆,0
52.480,176.177,-2799.600,303.047,-2947.200,500.000,500.000,3.823,0.041,STM32风格起摆,0
52.500,125.090,-1487.400,249.653,-1448.400,500.000,500.000,54.910,0.007,STM32风格起摆,0
52.520,136.560,1805.400,262.595,1428.000,500.000,500.000,43.440,0.013,STM32风格起摆,0
52.541,184.658,2587.200,306.299,2757.000,-500.000,-500.000,4.658,0.034,STM32风格起摆,0
52.561,234.690,1702.200,357.166,1671.600,-500.000,-500.000,54.690,0.012,STM32风格起摆,0
52.581,224.780,-1681.800,346.069,-1531.800,-500.000,-500.000,44.780,0.011,STM32风格起摆,0
52.601,178.110,-2683.200,303.201,-2600.400,500.000,500.000,1.890,0.037,STM32风格起摆,0
52.621,127.288,-1734.600,252.773,-1504.200,500.000,500.000,52.712,0.012,STM32风格起摆,0
52.641,138.911,1890.000,263.386,1481.400,500.000,500.000,41.089,0.015,STM32风格起摆,0
52.661,187.295,2603.400,309.177,2643.000,-500.000,-500.000,7.295,0.034,STM32风格起摆,0
52.681,237.920,1845.600,357.715,1465.800,-500.000,-500.000,57.920,0.015,STM32风格起摆,0
52.701,227.944,-1752.600,346.377,-1658.400,-500.000,-500.000,47.944,0.012,STM32风格起摆,0
52.721,181.692,-2685.000,300.652,-2737.800,-494.879,-500.000,1.692,0.037,STM32风格起摆,0
52.740,126.057,-2736.600,244.731,-2869.800,500.000,500.000,53.943,0.040,STM32风格起摆,0
52.760,74.290,-1723.800,192.942,-1621.200,-500.000,-500.000,105.710,0.016,STM32风格起摆,0
52.780,79.541,409.200,198.149,373.200,-500.000,-500.000,100.459,-0.002,STM32风格起摆,0
52.800,55.920,-2112.600,175.518,-1986.600,-500.000,-500.000,124.080,0.026,STM32风格起摆,0
52.820,6.680,-2683.800,125.530,-2806.800,-500.000,-500.000,173.320,0.045,STM32风格起摆,0
52.840,309.683,-2982.600,68.049,-2844.000,-480.000,-500.000,129.683,0.054,STM32风格起摆,0
52.859,251.367,-2837.400,9.316,-2967.600,-500.000,-500.000,71.367,0.045,STM32风格起摆,0
52.880,193.733,-2950.200,309.727,-2991.000,-500.000,-500.000,13.733,0.046,STM32风格起摆,0
52.900,133.945,-3025.800,248.665,-2951.400,500.000,500.000,46.055,0.050,STM32风格起摆,0
52.920,80.574,-1707.600,195.776,-1613.400,-500.000,-500.000,99.426,0.015,STM32风格起摆,0
52.940,86.111,483.600,201.072,387.600,-500.000,-500.000,93.889,-0.002,STM32风格起摆,0
52.960,62.732,-2211.600,177.627,-1959.000,-500.000,-500.000,117.268,0.028,STM32风格起摆,0
52.980,12.546,-2669.400,127.705,-2789.400,-500.000,-500.000,167.454,0.045,STM32风格起摆,0
53.000,314.956,-3013.200,70.005,-2896.200,-480.000,-500.000,134.956,0.056,STM32风格起摆,0
53.020,256.289,-2910.000,11.909,-3073.200,-500.000,-500.000,76.289,0.048,STM32风格起摆,0
53.040,198.589,-2968.200,312.341,-2996.400,-500.000,-500.000,18.589,0.047,STM32风格起摆,0
53.060,138.318,-2932.800,250.796,-3080.400,500.000,500.000,41.682,0.047,STM32风格起摆,0
53.080,84.067,-1948.200,197.227,-1663.800,-500.000,-500.000,95.933,0.020,STM32风格起摆,0
53.100,87.363,460.200,201.423,333.600,-500.000,-500.000,92.637,-0.003,STM32风格起摆,0
53.120,62.710,-2236.200,178.418,-2065.200,-500.000,-500.000,117.290,0.029,STM32风格起摆,0
53.140,11.602,-2803.800,128.958,-2795.400,-500.000,-500.000,168.398,0.049,STM32风格起摆,0
53.160,313.923,-2963.400,71.982,-2825.400,-480.000,-500.000,133.923,0.054,STM32风格起摆,0
53.180,255.212,-2878.800,13.865,-3021.600,-500.000,-500.000,75.212,0.047,STM32风格起摆,0
53.200,197.842,-2970.000,314.539,-3027.000,-500.000,-500.000,17.842,0.047,STM32风格起摆,0
53.220,138.142,-3033.600,254.465,-3081.600,500.000,500.000,41.858,0.051,STM32风格起摆,0
53.240,85.210,-1729.200,200.830,-1687.800,-500.000,-500.000,94.790,0.015,STM32风格起摆,0
53.259,92.219,436.200,203.159,103.800,-500.000,-500.000,87.781,-0.003,STM32风格起摆,0
53.280,66.577,-2182.200,177.671,-2052.000,-500.000,-500.000,113.423,0.027,STM32风格起摆,0
53.300,15.886,-2731.800,126.826,-2769.000,-500.000,-500.000,164.114,0.047,STM32风格起摆,0
53.320,318.735,-3004.800,69.741,-2946.600,-480.000,-500.000,138.735,0.056,STM32风格起摆,0
53.340,259.871,-2950.200,11.733,-3033.600,-500.000,-500.000,79.871,0.050,STM32风格起摆,0
53.360,202.434,-2848.200,312.539,-2995.800,-500.000,-500.000,22.434,0.043,STM32风格起摆,0
53.380,143.130,-3049.200,251.873,-3060.600,500.000,500.000,36.870,0.051,STM32风格起摆,0
53.400,89.604,-1717.800,198.787,-1669.800,-500.000,-500.000,90.396,0.014,STM32风格起摆,0
53.420,94.263,510.000,198.962,-129.000,-500.000,-500.000,85.737,-0.003,STM32风格起摆,0
53.440,70.400,-2038.200,174.551,-1927.200,-500.000,-500.000,109.600,0.023,STM32风格起摆,0
53.460,21.270,-2707.800,125.464,-2744.400,-500.000,-500.000,158.730,0.046,STM32风格起摆,0
53.480,325.129,-2886.000,68.906,-2774.400,-480.000,-500.000,145.129,0.051,STM32风格起摆,0
53.500,266.375,-2962.200,10.657,-2928.000,-400.000,-480.000,86.375,0.051,STM32风格起摆,0
53.520,210.498,-2659.800,312.649,-2874.600,-500.000,-500.000,30.498,0.037,STM32风格起摆,0
53.540,157.412,-2771.400,253.718,-3006.600,500.000,500.000,22.588,0.040,STM32风格起摆,0
53.560,105.688,-1626.600,200.632,-1682.400,-500.000,-500.000,74.312,0.011,STM32风格起摆,0
53.580,111.094,366.600,200.083,-223.200,-500.000,-500.000,68.906,-0.005,STM32风格起摆,0
53.600,87.495,-2118.000,176.023,-1880.400,-500.000,-500.000,92.505,0.024,STM32风格起摆,0
53.620,39.199,-2605.200,128.145,-2676.000,-500.000,-500.000,140.801,0.042,STM32风格起摆,0
53.640,345.234,-2761.200,73.257,-2738.400,-500.000,-500.000,165.234,0.048,STM32风格起摆,0
53.660,287.974,-2899.200,17.424,-2866.800,-500.000,-500.000,107.974,0.050,STM32风格起摆,0
53.680,230.295,-2911.800,320.295,-2864.400,-500.000,-500.000,50.295,0.046,STM32风格起摆,0
53.700,171.343,-3043.800,261.980,-2942.400,500.000,500.000,8.657,0.050,STM32风格起摆,0
53.720,117.510,-1682.400,210.256,-1590.600,-500.000,-500.000,62.490,0.012,STM32风格起摆,0
53.740,122.080,135.600,208.784,-259.200,500.000,500.000,57.920,-0.006,STM32风格起摆,0
53.760,105.688,-403.800,195.095,-258.000,-500.000,-500.000,74.312,-0.004,STM32风格起摆,0
53.780,118.477,208.200,198.896,-272.400,-500.000,-500.000,61.523,-0.006,STM32风格起摆,0
53.800,96.284,-1504.800,180.747,-1471.200,-500.000,-500.000,83.716,0.010,STM32风格起摆,0
53.820,56.272,-2404.800,139.043,-2479.800,-500.000,-500.000,123.728,0.034,STM32风格起摆,0
53.840,3.647,-2776.800,85.430,-2669.400,-500.000,-500.000,176.353,0.048,STM32风格起摆,0
53.860,307.002,-2970.000,29.949,-2827.200,-480.000,-500.000,127.002,0.054,STM32风格起摆,0
53.880,247.610,-2907.600,330.820,-2972.400,-500.000,-500.000,67.610,0.047,STM32风格起摆,0
53.900,189.470,-3007.800,270.242,-3032.400,-500.000,-500.000,9.470,0.049,STM32风格起摆,0
53.920,128.804,-2933.400,210.850,-2884.200,500.000,500.000,51.196,0.047,STM32风格起摆,0
53.940,72.620,-2083.200,155.874,-1906.200,-500.000,-500.000,107.380,0.024,STM32风格起摆,0
53.960,71.477,-127.800,151.326,-239.400,-500.000,-500.000,108.523,-0.003,STM32风格起摆,0
53.980,45.747,-2005.800,129.683,-1884.600,500.000,500.000,134.253,0.024,STM32风格起摆,0
54.000,1.494,-1412.400,88.572,-1362.600,500.000,500.000,178.506,0.013,STM32风格起摆,0
54.020,11.689,1290.000,94.592,705.600,500.000,500.000,168.311,0.010,STM32风格起摆,0
54.040,41.858,1714.800,119.290,1756.800,500.000,500.000,138.142,0.017,STM32风格起摆,0
54.060,85.737,2443.200,164.729,2523.600,500.000,500.000,94.263,0.034,STM32风格起摆,0
54.080,140.186,2871.600,217.771,2725.200,500.000,500.000,39.814,0.044,STM32风格起摆,0
54.100,198.787,2926.800,273.713,2920.200,-500.000,-500.000,18.787,0.046,STM32风格起摆,0
54.120,253.477,2056.800,327.305,1870.800,500.000,500.000,73.477,0.021,STM32风格起摆,0
54.140,252.861,-129.000,331.458,229.200,500.000,500.000,72.861,-0.005,STM32风格起摆,0
54.159,278.767,2061.000,354.749,1902.000,500.000,500.000,98.767,0.023,STM32风格起摆,0
54.180,330.359,2912.400,41.748,2598.000,480.000,500.000,150.359,0.053,STM32风格起摆,0
54.200,27.905,2909.400,95.361,2875.800,480.000,500.000,152.095,0.053,STM32风格起摆,0
54.220,86.440,2863.800,154.819,2983.800,500.000,500.000,93.560,0.048,STM32风格起摆,0
54.240,145.042,3072.600,214.805,2937.600,500.000,500.000,34.958,0.052,STM32风格起摆,0
54.260,205.005,2967.600,274.482,3048.000,-500.000,-500.000,25.005,0.047,STM32风格起摆,0
54.280,259.980,1748.400,329.634,1562.400,500.000,500.000,79.980,0.014,STM32风格起摆,0
54.300,257.607,-413.400,331.941,251.400,500.000,500.000,77.607,-0.004,STM32风格起摆,0
54.320,280.657,1935.000,353.123,1747.800,500.000,500.000,100.657,0.020,STM32风格起摆,0
54.340,329.700,2736.600,37.354,2520.600,500.000,500.000,149.700,0.046,STM32风格起摆,0
54.360,26.653,2905.200,90.615,2739.600,480.000,500.000,153.347,0.052,STM32风格起摆,0
54.380,84.990,2841.600,149.546,2982.000,500.000,500.000,95.010,0.047,STM32风格起摆,0
54.400,143.240,3010.800,210.762,2959.200,500.000,500.000,36.760,0.049,STM32风格起摆,0
54.420,202.917,2936.400,269.583,2957.400,-500.000,-500.000,22.917,0.046,STM32风格起摆,0
54.440,257.651,1783.200,324.910,1785.600,500.000,500.000,77.651,0.015,STM32风格起摆,0
54.460,254.092,-381.000,329.546,258.600,500.000,500.000,74.092,-0.004,STM32风格起摆,0
54.480,277.097,1990.200,354.968,1983.600,500.000,500.000,97.097,0.021,STM32风格起摆,0
54.500,326.448,2742.600,41.946,2610.000,500.000,500.000,146.448,0.046,STM32风格起摆,0
54.520,23.599,2898.000,95.845,2878.200,480.000,500.000,156.401,0.052,STM32风格起摆,0
54.540,81.914,2853.600,154.929,2994.600,500.000,500.000,98.086,0.048,STM32风格起摆,0
54.560,140.076,3000.600,215.046,2952.000,500.000,500.000,39.924,0.049,STM32风格起摆,0
54.580,199.753,2872.800,274.482,3010.200,-500.000,-500.000,19.753,0.044,STM32风格起摆,0
54.600,254.465,1913.400,328.623,1790.400,500.000,500.000,74.465,0.018,STM32风格起摆,0
54.620,250.181,-303.000,331.743,237.600,500.000,500.000,70.181,-0.005,STM32风格起摆,0
54.640,274.482,2066.400,355.386,1837.200,500.000,500.000,94.482,0.023,STM32风格起摆,0
54.660,324.360,2800.200,41.880,2565.600,500.000,500.000,144.360,0.048,STM32风格起摆,0
54.680,21.094,2862.000,95.339,2826.600,480.000,500.000,158.906,0.051,STM32风格起摆,0
54.700,79.431,2836.200,153.479,3003.000,500.000,500.000,100.569,0.047,STM32风格起摆,0
54.720,137.285,3016.800,213.772,3012.000,500.000,500.000,42.715,0.050,STM32风格起摆,0
