时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),能量(J),策略,是否平衡
15.120,15.491,-136.200,355.649,-6.000,156.000,83.200,164.509,-0.000,旋转能量启摆,0
15.140,13.381,169.800,355.649,6.600,-156.000,-83.200,166.619,0.000,旋转能量启摆,0
15.160,15.688,-157.200,355.605,-10.800,156.000,83.200,164.312,0.000,旋转能量启摆,0
15.180,14.041,155.400,355.605,11.400,-156.000,-83.200,165.959,0.000,旋转能量启摆,0
15.200,15.974,-147.000,355.583,-6.000,156.000,83.200,164.026,-0.000,旋转能量启摆,0
15.220,14.041,169.200,355.605,0.600,-156.000,-83.200,165.959,0.000,旋转能量启摆,0
15.240,15.645,-165.000,355.562,-15.600,156.000,83.200,164.355,0.000,旋转能量启摆,0
15.260,13.777,160.200,355.583,10.800,-156.000,-83.200,166.223,0.000,旋转能量启摆,0
15.280,15.667,-158.400,355.562,-10.800,156.000,83.200,164.333,0.000,旋转能量启摆,0
15.300,13.689,159.000,355.562,0.000,-156.000,-83.200,166.311,0.000,旋转能量启摆,0
15.320,15.754,-159.600,355.540,-10.200,156.000,83.200,164.246,0.000,旋转能量启摆,0
15.340,13.667,153.600,355.540,5.400,-156.000,-83.200,166.333,0.000,旋转能量启摆,0
15.360,15.820,-169.200,355.540,-10.200,156.000,83.200,164.180,0.000,旋转能量启摆,0
15.380,14.084,165.600,355.540,0.600,-156.000,-83.200,165.916,0.000,旋转能量启摆,0
15.400,16.040,-153.000,355.540,-5.400,156.000,83.200,163.960,-0.000,旋转能量启摆,0
15.421,14.084,170.400,355.518,0.000,-156.000,-83.200,165.916,0.000,旋转能量启摆,0
15.440,16.106,-163.800,355.518,-5.400,156.000,83.200,163.894,0.000,旋转能量启摆,0
15.460,14.458,170.400,355.518,1.200,-156.000,-83.200,165.542,0.000,旋转能量启摆,0
15.480,16.326,-157.800,355.496,-5.400,156.000,83.200,163.674,-0.000,旋转能量启摆,0
15.500,14.436,176.400,355.496,6.600,-156.000,-83.200,165.564,0.000,旋转能量启摆,0
15.520,15.996,-164.400,355.496,-15.600,156.000,83.200,164.004,0.000,旋转能量启摆,0
15.540,14.172,155.400,355.540,10.800,-156.000,-83.200,165.828,0.000,旋转能量启摆,0
15.560,16.040,-163.800,355.562,-10.200,156.000,83.200,163.960,0.000,旋转能量启摆,0
15.580,14.128,172.800,355.583,5.400,-156.000,-83.200,165.872,0.000,旋转能量启摆,0
15.600,16.128,-163.800,355.627,-16.200,156.000,83.200,163.872,0.000,旋转能量启摆,0
15.620,14.524,160.200,355.671,0.000,-156.000,-83.200,165.476,0.000,旋转能量启摆,0
15.640,16.326,-169.200,355.715,-4.800,156.000,83.200,163.674,0.000,旋转能量启摆,0
15.660,14.502,177.000,355.737,0.600,-156.000,-83.200,165.498,0.000,旋转能量启摆,0
15.680,15.996,-159.000,355.781,-16.200,156.000,83.200,164.004,-0.000,旋转能量启摆,0
15.700,14.216,154.800,355.803,0.600,-156.000,-83.200,165.784,0.000,旋转能量启摆,0
15.720,16.018,-164.400,355.803,-21.600,156.000,83.200,163.982,0.000,旋转能量启摆,0
15.740,14.172,154.800,355.825,1.800,-156.000,-83.200,165.828,0.000,旋转能量启摆,0
15.760,16.106,-163.800,355.847,-12.000,156.000,83.200,163.894,0.000,旋转能量启摆,0
15.780,14.568,169.200,355.847,5.400,-156.000,-83.200,165.432,0.000,旋转能量启摆,0
15.800,16.326,-169.800,355.891,-10.800,156.000,83.200,163.674,0.000,旋转能量启摆,0
15.820,14.546,160.800,355.891,16.800,-156.000,-83.200,165.454,0.000,旋转能量启摆,0
15.840,16.392,-169.200,355.935,-5.400,156.000,83.200,163.608,0.000,旋转能量启摆,0
15.860,14.480,165.600,355.913,10.800,-156.000,-83.200,165.520,0.000,旋转能量启摆,0
15.880,16.436,-175.200,355.935,-11.400,156.000,83.200,163.564,0.000,旋转能量启摆,0
15.900,14.854,165.000,355.957,6.000,-156.000,-83.200,165.146,0.000,旋转能量启摆,0
15.920,16.655,-159.600,356.001,-11.400,156.000,83.200,163.345,-0.000,旋转能量启摆,0
15.940,14.832,172.800,356.023,16.200,-156.000,-83.200,165.168,0.000,旋转能量启摆,0
15.960,16.721,-165.600,356.045,-5.400,156.000,83.200,163.279,-0.000,旋转能量启摆,0
15.980,15.161,164.400,356.045,5.400,-156.000,-83.200,164.839,0.000,旋转能量启摆,0
16.000,16.941,-160.200,356.067,-10.200,156.000,83.200,163.059,-0.000,旋转能量启摆,0
16.020,15.139,171.000,356.045,0.600,-156.000,-83.200,164.861,0.000,旋转能量启摆,0
16.040,16.589,-159.000,356.045,-15.600,156.000,83.200,163.411,-0.000,旋转能量启摆,0
16.060,14.897,169.200,356.001,0.600,-156.000,-83.200,165.103,0.000,旋转能量启摆,0
16.080,16.611,-170.400,356.023,-0.600,156.000,83.200,163.389,0.000,旋转能量启摆,0
