时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),控制(RPM),倒立误差(°),是否平衡
8.04,18.15,0.00,-961.77,-7499.40,-3000.00,161.85,0
8.06,18.08,0.00,-1113.95,-7597.20,-3000.00,161.92,0
8.08,18.15,0.00,-1265.95,-7780.80,-3000.00,161.85,0
8.10,18.11,-5.40,-1416.95,-7712.40,-3000.00,161.89,0
8.12,18.11,4.80,-1568.56,-7470.60,-3000.00,161.89,0
8.14,18.13,-4.80,-1721.34,-7594.20,-3000.00,161.87,0
8.16,18.08,0.00,-1871.70,-7791.60,-3000.00,161.92,0
8.18,18.15,0.00,-2025.11,-7674.00,-3000.00,161.85,0
8.20,18.08,-4.80,-2176.41,-7656.60,-3000.00,161.92,0
8.22,18.13,0.00,-2328.68,-7807.80,-3000.00,161.87,0
8.24,18.11,-10.20,-2479.86,-7530.60,-3000.00,161.89,0
8.26,18.08,6.00,-2632.61,-7619.40,3000.00,161.92,0
8.28,18.15,0.00,-2774.36,-5812.80,-3000.00,161.85,0
8.30,18.11,0.00,-2834.65,-2121.00,-3000.00,161.89,0
8.32,18.06,0.00,-2905.36,-4203.00,-3000.00,161.94,0
8.34,18.11,5.40,-3003.86,-6310.80,3000.00,161.89,0
8.36,18.15,0.00,-3137.56,-5412.60,-3000.00,161.85,0
8.38,18.11,0.00,-3193.20,-1713.00,-3000.00,161.89,0
8.40,18.06,0.00,-3256.77,-4089.00,-3000.00,161.94,0
8.42,18.08,0.00,-3347.56,-6070.20,-3000.00,161.92,0
8.44,18.15,0.00,-3490.51,-7451.40,-3000.00,161.85,0
8.46,18.06,0.00,-3640.17,-7697.40,-3000.00,161.94,0
8.48,18.13,0.00,-3792.17,-7816.20,-3000.00,161.87,0
8.50,18.08,0.00,-3945.15,-7700.40,-3000.00,161.92,0
8.52,18.11,10.80,-4095.44,-7607.40,3000.00,161.89,0
8.54,18.13,-16.20,-4236.59,-5698.20,-3000.00,161.87,0
8.56,18.08,-4.80,-4293.90,-1711.80,3000.00,161.92,0
8.58,18.06,-5.40,-4343.20,-1751.40,-3000.00,161.94,0
8.60,18.06,4.80,-4350.72,-795.00,3000.00,161.94,0
8.62,18.06,0.00,-4398.18,-2244.60,3000.00,161.94,0
8.64,18.08,0.00,-4382.91,3249.00,3000.00,161.92,0
8.66,18.08,5.40,-4272.01,6708.60,3000.00,161.92,0
8.68,18.13,0.00,-4130.79,7147.20,3000.00,161.87,0
8.70,18.06,0.00,-3985.95,7218.00,3000.00,161.94,0
8.72,18.11,15.60,-3843.39,6988.20,3000.00,161.89,0
8.74,18.11,-5.40,-3699.93,7060.80,-3000.00,161.89,0
8.76,18.06,0.00,-3567.52,5373.00,3000.00,161.94,0
8.78,18.11,0.00,-3510.75,1953.00,3000.00,161.89,0
8.80,18.13,0.00,-3445.60,3777.00,3000.00,161.87,0
8.82,18.11,0.00,-3360.83,5799.60,3000.00,161.89,0
8.84,18.04,0.00,-3228.42,6924.00,3000.00,161.96,0
8.86,18.13,0.00,-3085.22,7290.00,3000.00,161.87,0
8.88,18.08,0.00,-2942.23,7369.80,3000.00,161.92,0
8.90,18.08,4.80,-2798.61,7204.20,3000.00,161.92,0
8.92,18.13,0.00,-2654.82,7153.20,3000.00,161.87,0
8.94,18.04,0.00,-2512.13,7234.80,3000.00,161.96,0
8.96,18.11,0.00,-2368.23,7219.20,3000.00,161.89,0
8.98,18.06,0.00,-2223.19,7135.20,3000.00,161.94,0
9.00,18.06,0.00,-2082.17,7036.20,3000.00,161.94,0
9.02,18.13,0.00,-1938.21,7228.20,3000.00,161.87,0
9.04,18.04,0.00,-1794.46,7151.40,3000.00,161.96,0
9.06,18.11,4.80,-1650.59,7297.80,3000.00,161.89,0
9.08,18.06,-0.60,-1506.62,7311.00,3000.00,161.94,0
9.10,18.06,0.00,-1363.84,7299.00,3000.00,161.94,0
9.12,18.11,-5.40,-1218.76,7193.40,-3000.00,161.89,0
9.14,18.04,0.00,-1087.12,5407.80,3000.00,161.96,0
9.16,18.06,0.00,-1029.44,2004.60,3000.00,161.94,0
9.18,18.11,0.00,-962.29,3974.40,3000.00,161.89,0
9.20,18.13,0.00,-876.56,5588.40,3000.00,161.87,0
9.22,18.04,-5.40,-742.24,7132.20,-3000.00,161.96,0
9.24,18.08,0.00,-610.73,5096.40,3000.00,161.92,0
9.26,18.13,0.00,-559.51,1698.60,3000.00,161.87,0
9.28,18.11,0.00,-497.72,3639.60,3000.00,161.89,0
9.30,18.06,-10.80,-415.90,5758.20,-3000.00,161.94,0
9.32,18.06,0.00,-293.51,5222.40,3000.00,161.94,0
9.34,18.11,0.00,-240.75,1580.40,3000.00,161.89,0
9.36,18.13,0.00,-180.83,3616.20,3000.00,161.87,0
9.38,18.08,0.00,-104.46,5287.20,3000.00,161.92,0
9.40,18.04,0.00,25.18,6822.00,3000.00,161.96,0
9.42,18.13,5.40,167.65,7116.60,3000.00,161.87,0
9.44,18.06,-5.40,311.48,7126.20,-3000.00,161.94,0
9.46,18.08,10.20,443.56,5198.40,3000.00,161.92,0
9.48,18.11,0.00,495.18,1753.20,3000.00,161.89,0
9.50,18.11,-10.20,556.26,3743.40,-3000.00,161.89,0
9.52,18.08,0.00,629.43,3904.20,3000.00,161.92,0
9.54,18.04,0.00,677.24,1842.60,3000.00,161.96,0
9.56,18.04,0.00,761.11,6114.60,3000.00,161.96,0
9.58,18.13,-4.80,899.58,7215.00,3000.00,161.87,0
9.60,18.06,0.00,1041.70,6904.80,3000.00,161.94,0
9.62,18.08,5.40,1185.62,7295.40,3000.00,161.92,0
9.64,18.08,-10.80,1328.47,7129.20,-3000.00,161.92,0
9.66,18.04,0.00,1459.45,5175.00,3000.00,161.96,0
9.68,18.08,0.00,1511.39,1487.40,3000.00,161.92,0
9.70,18.11,4.80,1572.52,3832.20,3000.00,161.89,0
9.72,18.11,0.00,1657.79,5713.80,3000.00,161.89,0
9.74,18.04,-0.60,1794.09,7001.40,3000.00,161.96,0
9.76,18.11,4.80,1936.56,7134.60,3000.00,161.89,0
9.78,18.08,-0.60,2078.02,7252.20,3000.00,161.92,0
9.80,18.06,5.40,2222.03,7148.40,3000.00,161.94,0
9.82,18.13,0.00,2365.71,7267.20,3000.00,161.87,0
9.84,18.04,0.00,2507.28,6828.00,3000.00,161.96,0
9.86,18.11,5.40,2652.39,7279.80,3000.00,161.89,0
9.88,18.08,-4.80,2795.41,6991.80,3000.00,161.92,0
9.90,18.06,0.00,2939.57,7405.80,3000.00,161.94,0
9.92,18.13,0.00,3085.22,7042.20,3000.00,161.87,0
9.94,18.04,-5.40,3227.72,7050.60,-3000.00,161.96,0
9.96,18.11,0.60,3361.33,5387.40,3000.00,161.89,0
9.98,18.13,0.00,3418.88,1981.80,3000.00,161.87,0
10.00,18.08,-4.80,3485.15,3768.00,3000.00,161.92,0
10.02,18.04,-5.40,3568.69,5775.00,-3000.00,161.96,0
10.04,18.08,0.00,3690.35,4984.20,3000.00,161.92,0
10.06,18.11,0.00,3741.72,1621.80,3000.00,161.89,0
10.08,18.11,4.80,3801.64,3831.60,3000.00,161.89,0
10.10,18.08,0.00,3878.24,5347.20,3000.00,161.92,0
10.12,18.04,0.00,4010.45,6887.40,3000.00,161.96,0
10.14,18.13,0.60,4152.92,7116.00,3000.00,161.87,0
10.16,18.04,-5.40,4296.18,7240.80,-3000.00,161.96,0
10.18,18.08,5.40,4428.46,5481.60,3000.00,161.92,0
10.20,18.13,4.80,4482.71,1580.40,3000.00,161.87,0
10.22,18.11,-11.40,4543.11,3714.60,-3000.00,161.89,0
10.24,18.06,-0.60,4615.22,3829.20,3000.00,161.94,0
10.26,18.04,0.00,4660.36,1822.20,3000.00,161.96,0
10.28,18.06,0.00,4742.45,6225.00,3000.00,161.94,0
10.30,18.13,0.00,4879.86,7126.20,3000.00,161.87,0
10.32,18.04,-0.60,5023.56,6885.60,3000.00,161.96,0
10.34,18.11,10.20,5166.41,7254.00,3000.00,161.89,0
10.36,18.08,-10.20,5309.32,7222.20,-3000.00,161.92,0
10.38,18.04,0.00,5441.70,5578.20,3000.00,161.96,0
10.40,18.08,0.00,5494.79,1547.40,3000.00,161.92,0
10.42,18.11,0.00,5555.85,3762.60,3000.00,161.89,0
10.44,18.08,-4.80,5637.72,5752.20,3000.00,161.92,0
10.46,18.04,0.00,5770.06,7197.00,3000.00,161.96,0
10.48,18.11,0.00,5913.19,7273.20,3000.00,161.89,0
10.50,18.06,-0.60,6056.21,7264.80,3000.00,161.94,0
10.52,18.06,0.00,6199.17,6955.80,3000.00,161.94,0
10.54,18.11,0.00,6342.63,7030.20,3000.00,161.89,0
10.56,18.04,0.00,6486.55,7215.00,3000.00,161.96,0
10.58,18.11,10.80,6629.94,7386.00,3000.00,161.89,0
10.60,18.06,0.00,6775.80,6933.60,3000.00,161.94,0
10.62,18.06,0.00,6917.61,7222.80,3000.00,161.94,0
10.64,18.11,0.00,7060.69,7312.80,3000.00,161.89,0
10.66,18.04,0.00,7203.91,7337.40,3000.00,161.96,0
10.68,18.11,0.00,7347.61,7230.60,3000.00,161.89,0
10.70,18.06,-0.60,7493.20,7150.20,3000.00,161.94,0
10.72,18.06,5.40,7635.83,7008.00,3000.00,161.94,0
10.74,18.11,-4.80,7778.14,7264.80,3000.00,161.89,0
10.76,18.04,0.00,7921.80,7203.60,3000.00,161.96,0
10.78,18.11,0.00,8065.77,7365.60,3000.00,161.89,0
10.80,18.08,0.00,8210.85,6925.20,3000.00,161.92,0
10.82,18.06,0.00,8353.81,7267.20,3000.00,161.94,0
10.84,18.13,0.00,8497.33,7183.20,3000.00,161.87,0
10.86,18.04,0.00,8637.87,7241.40,3000.00,161.96,0
10.88,18.11,5.40,8782.73,7129.80,3000.00,161.89,0
10.90,18.08,0.00,8926.68,7209.00,3000.00,161.92,0
10.92,18.08,6.00,9070.38,7088.40,3000.00,161.92,0
10.94,18.13,-4.80,9212.98,7242.00,3000.00,161.87,0
10.96,18.04,0.00,9355.36,7113.60,3000.00,161.96,0
10.98,18.13,10.20,9498.85,7343.40,3000.00,161.87,0
11.00,18.08,-10.80,9643.67,6900.60,-3000.00,161.92,0
11.02,18.06,0.00,9775.59,5279.40,3000.00,161.94,0
11.04,18.11,0.00,9827.23,1594.80,3000.00,161.89,0
11.06,18.13,4.80,9887.92,3771.00,3000.00,161.87,0
11.08,18.11,-5.40,9971.35,5721.00,-3000.00,161.89,0
11.10,18.04,0.00,10093.58,5101.20,3000.00,161.96,0
11.12,18.08,0.00,10145.02,1615.20,3000.00,161.92,0
11.14,18.11,0.00,10206.01,3654.60,3000.00,161.89,0
11.16,18.13,0.00,10283.36,5490.60,-3000.00,161.87,0
11.18,18.06,-4.80,10403.13,5098.20,-3000.00,161.94,0
11.20,18.06,0.00,10439.76,-1012.20,-3000.00,161.94,0
11.22,18.06,0.00,10387.57,-2877.60,-3000.00,161.94,0
11.24,18.08,10.80,10322.01,-5008.20,3000.00,161.92,0
11.26,18.13,0.00,10197.86,-5544.60,-3000.00,161.87,0
11.28,18.08,0.00,10144.29,-1562.40,-3000.00,161.92,0
11.30,18.06,0.00,10083.89,-3834.60,-3000.00,161.94,0
11.32,18.04,0.00,10001.95,-5502.60,-3000.00,161.96,0
11.34,18.13,0.00,9864.23,-7291.20,-3000.00,161.87,0
11.36,18.06,0.00,9714.92,-7558.20,-3000.00,161.94,0
11.38,18.08,5.40,9564.17,-7878.60,3000.00,161.92,0
11.40,18.08,-5.40,9426.20,-5709.60,-3000.00,161.92,0
11.42,18.06,0.00,9370.39,-1665.00,-3000.00,161.94,0
11.44,18.04,5.40,9305.93,-3968.40,3000.00,161.96,0
11.46,18.08,10.80,9221.68,-4735.20,3000.00,161.92,0
11.48,18.13,0.00,9184.26,755.40,-3000.00,161.87,0
11.50,18.11,0.00,9243.94,3054.60,-3000.00,161.89,0
11.52,18.08,0.00,9246.18,-2409.60,-3000.00,161.92,0
11.54,18.13,4.80,9140.76,-6885.60,-3000.00,161.87,0
11.56,18.06,-4.80,8994.64,-7538.40,-3000.00,161.94,0
11.58,18.11,0.60,8843.77,-7749.60,-3000.00,161.89,0
11.60,18.08,-5.40,8694.54,-7459.20,-3000.00,161.92,0
11.62,18.06,4.80,8542.02,-7390.20,-3000.00,161.94,0
11.64,18.13,0.00,8393.22,-7594.80,-3000.00,161.87,0
11.66,18.04,0.00,8241.48,-7727.40,-3000.00,161.96,0
11.68,18.11,4.80,8090.27,-7636.20,-3000.00,161.89,0
11.70,18.08,0.00,7940.13,-7363.20,-3000.00,161.92,0
11.72,18.08,10.20,7789.28,-7676.40,3000.00,161.92,0
11.74,18.13,0.00,7647.76,-5587.80,-3000.00,161.87,0
11.76,18.06,-4.80,7591.99,-1659.60,-3000.00,161.94,0
11.78,18.04,0.00,7528.01,-4042.80,-3000.00,161.96,0
11.80,18.08,4.80,7433.81,-6648.00,-3000.00,161.92,0
11.82,18.13,0.00,7291.38,-7236.00,-3000.00,161.87,0
11.84,18.04,0.00,7142.50,-7581.60,-3000.00,161.96,0
11.86,18.13,0.60,6990.29,-7594.20,-3000.00,161.87,0
11.88,18.06,0.00,6840.00,-7543.20,-3000.00,161.94,0
11.90,18.08,0.00,6689.16,-7759.80,-3000.00,161.92,0
11.92,18.11,-4.80,6539.22,-7318.20,-3000.00,161.89,0
11.94,18.06,0.00,6386.62,-7401.60,-3000.00,161.94,0
11.96,18.13,0.00,6235.11,-7598.40,-3000.00,161.87,0
11.98,18.04,0.00,6085.24,-7781.40,-3000.00,161.96,0
12.00,18.11,0.60,5932.40,-7674.60,-3000.00,161.89,0
12.02,18.06,-5.40,5783.42,-7371.60,-3000.00,161.94,0
12.04,18.08,5.40,5632.76,-7639.80,3000.00,161.92,0
12.06,18.11,-5.40,5492.20,-5536.20,-3000.00,161.89,0
12.08,18.06,0.00,5438.56,-1650.00,-3000.00,161.94,0
12.10,18.06,0.00,5371.61,-4088.40,-3000.00,161.94,0
12.12,18.08,10.20,5274.16,-6424.80,3000.00,161.92,0
12.14,18.13,-5.40,5143.07,-5517.00,-3000.00,161.87,0
12.16,18.06,0.00,5088.01,-1624.20,-3000.00,161.94,0
12.18,18.04,0.00,5025.41,-3962.40,-3000.00,161.96,0
12.20,18.06,0.00,4936.60,-6069.60,-3000.00,161.94,0
12.22,18.13,0.00,4796.89,-7336.80,-3000.00,161.87,0
12.24,18.04,-0.60,4645.11,-7575.00,-3000.00,161.96,0
12.26,18.11,0.00,4495.32,-7308.00,-3000.00,161.89,0
12.28,18.08,-5.40,4346.26,-7564.80,-3000.00,161.92,0
12.30,18.08,5.40,4194.47,-7334.40,3000.00,161.92,0
12.32,18.13,0.00,4055.52,-5691.60,-3000.00,161.87,0
12.34,18.06,0.00,3999.48,-1559.40,-3000.00,161.94,0
12.36,18.04,0.00,3936.45,-3915.60,-3000.00,161.96,0
12.38,18.06,0.00,3844.20,-5906.40,-3000.00,161.94,0
12.40,18.11,-15.60,3699.10,-7482.00,-3000.00,161.89,0
12.42,18.04,0.00,3550.03,-7470.60,-3000.00,161.96,0
12.44,18.11,0.00,3399.02,-7591.20,-3000.00,161.89,0
12.46,18.06,0.00,3249.49,-7560.00,-3000.00,161.94,0
12.48,18.08,0.60,3098.32,-7812.60,-3000.00,161.92,0
12.50,18.11,0.00,2948.05,-7393.80,-3000.00,161.89,0
12.52,18.04,0.00,2796.88,-7578.60,-3000.00,161.96,0
12.54,18.13,4.80,2646.08,-7472.40,-3000.00,161.87,0
12.56,18.04,-0.60,2495.13,-7480.80,-3000.00,161.96,0
12.58,18.11,0.60,2344.15,-7527.00,-3000.00,161.89,0
12.60,18.08,-0.60,2191.42,-7621.80,-3000.00,161.92,0
12.62,18.06,0.00,2040.95,-7363.80,-3000.00,161.94,0
12.64,18.13,-5.40,1889.89,-7467.00,-3000.00,161.87,0
12.66,18.04,0.00,1737.49,-7569.00,-3000.00,161.96,0
12.68,18.13,5.40,1585.57,-7600.20,3000.00,161.87,0
12.70,18.06,-4.80,1446.15,-5699.40,-3000.00,161.94,0
12.72,18.04,0.00,1391.37,-1612.20,-3000.00,161.96,0
12.74,18.08,0.00,1329.74,-3807.60,-3000.00,161.92,0
12.76,18.13,0.00,1235.02,-6385.20,-3000.00,161.87,0
12.78,18.06,-0.60,1091.60,-7674.60,-3000.00,161.94,0
12.80,18.08,1.80,941.18,-7770.00,-3000.00,161.92,0
12.82,18.13,-1.20,789.43,-7455.60,-3000.00,161.87,0
12.84,18.08,6.00,637.91,-7561.80,3000.00,161.92,0
12.86,18.17,0.00,496.47,-5628.60,-3000.00,161.83,0
12.88,18.15,0.00,440.68,-1579.80,-3000.00,161.85,0
12.90,18.13,0.00,379.16,-3881.40,-3000.00,161.87,0
12.92,18.15,0.00,286.24,-6269.40,-3000.00,161.85,0
12.94,18.22,0.00,143.09,-7413.60,-3000.00,161.78,0
12.96,18.17,-4.80,-6.24,-7528.20,-3000.00,161.83,0
12.98,18.22,10.20,-157.10,-7521.60,3000.00,161.78,0
13.00,18.26,-5.40,-297.07,-5731.80,-3000.00,161.74,0
13.02,18.28,4.80,-356.90,-1982.40,-3000.00,161.72,0
13.04,18.33,0.00,-426.09,-4272.60,-3000.00,161.67,0
13.06,18.41,5.40,-524.33,-6510.00,3000.00,161.59,0
13.08,18.41,-5.40,-655.47,-5596.20,-3000.00,161.59,0
13.10,18.41,0.00,-710.97,-1576.20,-3000.00,161.59,0
13.12,18.44,0.00,-773.81,-3911.40,-3000.00,161.56,0
13.14,18.52,4.80,-864.27,-6052.20,-3000.00,161.48,0
13.16,18.68,-4.80,-1007.71,-7470.00,-3000.00,161.32,0
13.18,18.70,0.60,-1158.24,-7425.00,-3000.00,161.30,0
13.20,18.83,0.00,-1309.28,-7702.80,-3000.00,161.17,0
13.22,19.07,40.20,-1459.49,-7411.20,3000.00,160.93,0
13.24,22.39,175.20,-1600.62,-5850.60,3000.00,157.61,0
13.26,25.29,96.00,-1648.81,657.60,3000.00,154.71,0
13.28,26.19,34.20,-1600.73,2935.20,3000.00,153.81,0
13.30,27.29,50.40,-1524.55,5646.00,3000.00,152.71,0
13.32,28.19,34.80,-1392.10,6946.80,3000.00,151.81,0
13.34,29.07,52.20,-1250.40,7257.00,3000.00,150.93,0
13.36,30.12,65.40,-1107.31,7249.20,3000.00,149.88,0
13.38,31.66,67.80,-963.50,7043.40,3000.00,148.34,0
13.40,33.00,64.80,-819.03,7090.20,3000.00,147.00,0
13.42,34.01,37.80,-678.32,7074.60,3000.00,145.99,0
13.44,34.78,55.80,-532.60,7274.40,3000.00,145.22,0
13.46,35.90,83.40,-390.63,7142.40,3000.00,144.10,0
13.48,37.81,123.00,-247.37,7293.60,3000.00,142.19,0
13.50,40.76,171.60,-104.57,6925.80,3000.00,139.24,0
13.52,43.22,93.00,38.54,7291.20,3000.00,136.78,0
13.54,44.38,42.60,180.48,7224.00,3000.00,135.62,0
13.56,45.07,40.80,323.15,7166.40,3000.00,134.93,0
13.58,46.32,85.80,467.45,7009.20,3000.00,133.68,0
13.60,48.38,122.40,610.93,7241.40,3000.00,131.62,0
13.62,51.09,140.40,753.22,7114.20,3000.00,128.91,0
13.64,54.10,183.00,896.42,7240.80,3000.00,125.90,0
13.66,58.54,195.00,1039.39,7108.80,3000.00,121.46,0
13.68,60.80,60.00,1183.32,7386.00,3000.00,119.20,0
13.70,61.55,24.00,1327.48,7078.20,3000.00,118.45,0
13.72,62.34,52.20,1470.34,7314.00,3000.00,117.66,0
13.74,63.54,62.40,1615.67,7112.40,3000.00,116.46,0
13.76,65.32,100.20,1759.04,7120.80,3000.00,114.68,0
13.78,66.80,50.40,1901.82,7111.20,3000.00,113.20,0
13.80,68.01,70.80,2045.15,7357.20,3000.00,111.99,0
13.82,70.14,145.20,2187.42,7013.40,3000.00,109.86,0
13.84,73.56,148.80,2331.89,7192.80,3000.00,106.44,0
13.86,74.82,12.00,2475.79,7131.60,3000.00,105.18,0
13.88,75.04,10.80,2618.66,7426.80,3000.00,104.96,0
13.90,75.04,0.00,2761.90,7076.40,-3000.00,104.96,0
13.92,75.21,4.80,2892.74,5196.00,-3000.00,104.79,0
13.94,75.28,5.40,2931.64,-703.80,3000.00,104.72,0
13.96,75.30,0.00,2887.19,-1972.80,-3000.00,104.70,0
13.98,75.28,-5.40,2874.02,-778.20,-3000.00,104.72,0
14.00,75.26,0.00,2800.46,-6075.60,-3000.00,104.74,0
14.02,75.23,5.40,2657.94,-7365.60,3000.00,104.77,0
14.04,75.34,0.00,2519.32,-5834.40,-3000.00,104.66,0
14.06,75.28,0.00,2464.78,-1605.60,-3000.00,104.72,0
14.08,75.26,0.00,2402.20,-3927.00,-3000.00,104.74,0
14.10,75.30,4.80,2308.54,-6154.20,-3000.00,104.70,0
14.12,75.39,-4.80,2167.67,-7459.80,-3000.00,104.61,0
14.14,75.23,-5.40,2015.97,-7716.00,-3000.00,104.77,0
14.16,75.34,5.40,1865.43,-7545.00,3000.00,104.66,0
14.18,75.23,-10.80,1724.35,-5678.40,-3000.00,104.77,0
14.20,75.19,-4.80,1664.34,-2160.60,-3000.00,104.81,0
14.22,75.19,5.40,1594.42,-4162.80,3000.00,104.81,0
14.24,75.23,0.00,1509.68,-4543.80,-3000.00,104.77,0
14.26,75.21,0.00,1462.02,-1597.20,-3000.00,104.79,0
14.28,75.12,-6.60,1379.03,-6374.40,-3000.00,104.88,0
14.30,75.10,5.40,1235.54,-7315.20,3000.00,104.90,0
14.32,75.19,-5.40,1098.19,-5716.20,-3000.00,104.81,0
14.34,75.10,0.00,1042.32,-1668.00,-3000.00,104.90,0
14.36,75.04,0.00,979.61,-3945.60,-3000.00,104.96,0
14.38,75.04,0.00,884.18,-6437.40,-3000.00,104.96,0
14.40,75.15,0.00,741.53,-7717.80,-3000.00,104.85,0
14.42,75.01,-4.80,589.57,-7528.20,-3000.00,104.99,0
14.44,75.10,5.40,438.57,-7225.20,3000.00,104.90,0
14.46,75.06,-5.40,299.05,-5721.60,-3000.00,104.94,0
14.48,74.95,-1.20,243.06,-1658.40,-3000.00,105.05,0
14.50,74.95,4.80,179.45,-3903.00,-3000.00,105.05,0
14.52,74.99,0.00,88.13,-5910.60,-3000.00,105.01,0
14.54,74.95,-5.40,-54.01,-7490.40,-3000.00,105.05,0
14.56,74.88,6.00,-206.67,-7726.20,3000.00,105.12,0
14.58,75.01,5.40,-347.17,-5784.00,3000.00,104.99,0
14.60,75.01,0.00,-393.62,673.20,3000.00,104.99,0
14.62,75.06,0.00,-346.71,2700.00,3000.00,104.94,0
14.64,75.10,5.40,-275.05,5703.00,3000.00,104.90,0
14.66,75.01,-6.60,-140.30,7189.80,-3000.00,104.99,0
14.68,75.04,0.00,-10.09,5200.20,3000.00,104.96,0
14.70,75.08,0.00,42.08,1637.40,3000.00,104.92,0
14.72,75.04,-0.60,103.58,3688.20,3000.00,104.96,0
14.74,74.95,0.00,188.46,5688.60,3000.00,105.05,0
14.76,74.82,0.00,321.79,7113.00,3000.00,105.18,0
14.78,74.79,-4.80,463.27,7233.60,3000.00,105.21,0
14.80,74.36,-42.60,606.67,7153.80,-3000.00,105.64,0
14.82,73.02,-23.40,740.17,5042.40,-3000.00,106.98,0
14.84,72.73,-16.20,779.52,-672.00,-3000.00,107.27,0
14.86,72.38,-28.20,729.12,-2896.20,-3000.00,107.62,0
14.88,72.11,-6.00,658.96,-5748.00,-3000.00,107.89,0
14.90,71.85,-10.20,519.26,-7211.40,-3000.00,108.15,0
14.92,71.54,-24.60,369.01,-7704.60,-3000.00,108.46,0
14.94,70.18,-79.80,219.84,-7635.60,-3000.00,109.82,0
14.96,68.80,-79.80,67.15,-7703.40,-3000.00,111.20,0
14.98,66.64,-129.60,-84.55,-7443.60,-3000.00,113.36,0
15.00,64.23,-117.00,-234.54,-7480.20,-3000.00,115.77,0
15.02,61.39,-172.80,-386.30,-7534.80,-3000.00,118.61,0
15.04,57.68,-156.60,-537.76,-7593.00,-3000.00,122.32,0
15.06,56.03,-53.40,-688.93,-7470.60,-3000.00,123.97,0
15.08,54.71,-75.60,-840.39,-7666.20,-3000.00,125.29,0
15.10,52.76,-122.40,-994.11,-7336.20,-3000.00,127.24,0
15.12,49.17,-210.60,-1147.17,-7752.60,-3000.00,130.83,0
15.14,44.54,-241.20,-1299.44,-7615.20,-3000.00,135.46,0
15.16,39.64,-225.60,-1450.55,-7837.20,-3000.00,140.36,0
15.18,35.27,-246.00,-1601.87,-7833.00,-3000.00,144.73,0
15.20,29.20,-336.00,-1753.35,-7749.60,-3000.00,150.80,0
15.22,21.75,-352.80,-1906.41,-7433.40,-3000.00,158.25,0
15.24,13.71,-433.80,-2058.02,-7564.20,-3000.00,166.29,0
15.26,5.49,-370.20,-2209.83,-7656.60,-3000.00,174.51,0
15.28,-0.73,-307.20,-2361.47,-7771.20,-3000.00,179.27,0
15.30,-6.02,-286.20,-2512.62,-7480.80,-3000.00,173.98,0
15.32,-11.12,-171.60,-2665.35,-7738.20,-3000.00,168.88,0
15.34,-14.30,-187.80,-2817.31,-7534.80,-3000.00,165.70,0
15.36,-17.86,-164.40,-2968.68,-7631.40,-3000.00,162.14,0
15.38,-20.37,-123.00,-3120.84,-7603.80,-3000.00,159.63,0
15.40,-25.07,-315.00,-3273.16,-7693.80,-3000.00,154.93,0
15.42,-29.40,-186.60,-3425.76,-7531.80,-3000.00,150.60,0
15.44,-33.13,-158.40,-3576.93,-7532.40,-3000.00,146.87,0
15.46,-35.51,-103.80,-3728.17,-7654.80,-3000.00,144.49,0
15.48,-38.34,-205.80,-3880.06,-7725.00,-3000.00,141.66,0
15.50,-42.63,-133.20,-4031.08,-7720.20,-3000.00,137.37,0
15.52,-44.36,-59.40,-4183.81,-7581.60,-3000.00,135.64,0
15.54,-45.75,-73.80,-4335.27,-7663.20,-3000.00,134.25,0
15.56,-46.93,-47.40,-4486.33,-7908.60,-3000.00,133.07,0
15.58,-47.77,-24.60,-4639.02,-7687.80,-3000.00,132.23,0
15.60,-47.81,11.40,-4791.29,-7698.60,3000.00,132.19,0
15.62,-47.77,-10.20,-4931.06,-5733.00,-3000.00,132.23,0
15.64,-47.77,0.00,-4987.60,-1627.20,3000.00,132.23,0
15.66,-47.64,11.40,-5039.32,-2129.40,3000.00,132.36,0
15.68,-47.53,0.00,-5031.28,2547.00,3000.00,132.47,0
15.70,-47.35,22.80,-4922.03,6841.20,3000.00,132.65,0
15.72,-46.63,64.80,-4782.19,6939.00,3000.00,133.37,0
15.74,-45.15,46.20,-4638.80,7248.00,3000.00,134.85,0
15.76,-44.12,53.40,-4495.50,7374.60,3000.00,135.88,0
15.78,-43.46,29.40,-4351.99,7207.80,3000.00,136.54,0
15.80,-42.32,84.00,-4209.68,7032.60,3000.00,137.68,0
15.82,-41.64,7.20,-4066.08,7195.80,3000.00,138.36,0
15.84,-41.79,-10.80,-3922.23,7163.40,-3000.00,138.21,0
15.86,-41.75,0.00,-3790.20,5175.00,3000.00,138.25,0
15.88,-41.70,0.60,-3737.70,1705.80,3000.00,138.30,0
