时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),摆杆控制(RPM),飞轮控制(RPM),倒立误差(°),是否平衡,控制策略
0.00,0.00,-4.80,359.93,0.00,-160.00,320.00,180.00,0,大力下摆
0.02,358.64,-310.20,2.44,528.00,-160.00,320.00,178.64,0,大力下摆
0.04,348.35,-685.80,24.24,1461.60,-160.00,320.00,168.35,0,大力下摆
0.06,332.97,-896.40,57.37,1753.20,-160.00,320.00,152.97,0,大力下摆
0.08,315.09,-969.00,94.04,1834.20,-160.00,320.00,135.09,0,大力下摆
0.10,296.61,-961.80,131.07,1885.80,-160.00,320.00,116.61,0,大力下摆
0.12,277.84,-928.20,169.43,1935.60,-160.00,320.00,97.84,0,大力下摆
0.14,258.71,-963.60,208.87,1917.60,-112.00,256.00,78.71,0,适度下摆
0.16,240.42,-839.40,245.37,1717.80,-112.00,256.00,60.42,0,适度下摆
0.18,225.13,-706.20,279.29,1666.80,-112.00,256.00,45.13,0,适度下摆
0.20,211.20,-651.00,310.89,1549.80,-112.00,256.00,31.20,0,适度下摆
0.22,197.45,-656.40,341.48,1551.60,-32.00,96.00,17.45,0,精细下摆
0.24,184.39,-546.00,10.77,1218.60,-32.00,96.00,4.39,0,精细下摆
0.26,177.19,-319.20,29.09,805.80,-32.00,96.00,2.81,0,精细下摆
0.28,172.27,-235.80,42.71,670.80,-32.00,96.00,7.73,0,精细下摆
0.30,167.54,-172.80,54.98,561.00,-32.00,96.00,12.46,0,精细下摆
0.32,164.31,-214.20,66.67,584.40,-32.00,96.00,15.69,0,精细下摆
0.34,160.27,-149.40,78.00,558.00,-32.00,96.00,19.73,0,精细下摆
0.36,157.06,-197.40,89.60,550.80,-32.00,96.00,22.94,0,精细下摆
0.38,152.05,-217.80,101.27,619.80,-32.00,96.00,27.95,0,精细下摆
0.40,148.89,-163.80,112.08,556.20,-112.00,256.00,31.11,0,适度下摆
0.42,144.21,-355.80,125.60,875.40,-112.00,256.00,35.79,0,适度下摆
0.44,133.88,-592.20,149.74,1431.00,-112.00,256.00,46.12,0,适度下摆
0.46,122.06,-658.20,178.24,1501.80,-112.00,256.00,57.94,0,适度下摆
0.48,109.56,-599.40,208.63,1471.20,-112.00,256.00,70.44,0,适度下摆
0.50,96.17,-597.60,238.21,1526.40,-112.00,256.00,83.83,0,适度下摆
0.52,82.75,-641.40,268.86,1519.20,-160.00,320.00,97.25,0,大力下摆
0.54,68.55,-769.20,300.37,1719.60,-160.00,320.00,111.45,0,大力下摆
0.56,51.61,-897.60,336.62,1791.00,-160.00,320.00,128.39,0,大力下摆
0.58,33.02,-918.60,14.39,1900.80,-160.00,320.00,146.98,0,大力下摆
0.60,13.91,-975.00,51.94,1906.80,-160.00,320.00,166.09,0,大力下摆
0.62,354.66,-957.00,89.65,1926.00,-160.00,320.00,174.66,0,大力下摆
0.64,335.48,-961.80,127.51,1810.20,-160.00,320.00,155.48,0,大力下摆
0.66,316.47,-991.80,165.70,2003.40,-160.00,320.00,136.47,0,大力下摆
0.68,297.49,-966.00,204.94,1879.20,-160.00,320.00,117.49,0,大力下摆
0.70,278.59,-942.60,243.26,1897.20,-160.00,320.00,98.59,0,大力下摆
0.72,259.54,-934.20,281.43,1876.20,-112.00,256.00,79.54,0,适度下摆
0.74,241.04,-817.20,319.04,1839.60,-112.00,256.00,61.04,0,适度下摆
0.76,225.59,-726.00,352.22,1562.40,-112.00,256.00,45.59,0,适度下摆
0.78,211.62,-674.40,23.64,1560.00,-112.00,256.00,31.62,0,适度下摆
0.80,197.91,-657.60,54.67,1494.00,-32.00,96.00,17.91,0,精细下摆
0.82,185.14,-502.20,83.19,1167.60,-32.00,96.00,5.14,0,精细下摆
0.84,178.18,-307.80,100.85,791.40,-32.00,96.00,1.82,0,精细下摆
0.86,173.28,-222.00,114.08,685.20,-32.00,96.00,6.72,0,精细下摆
0.88,168.42,-210.00,125.93,535.20,-32.00,96.00,11.58,0,精细下摆
0.90,165.15,-163.20,137.81,518.40,-32.00,96.00,14.85,0,精细下摆
0.92,161.04,-195.00,149.81,597.60,-32.00,96.00,18.96,0,精细下摆
0.94,157.96,-163.80,160.91,665.40,-32.00,96.00,22.04,0,精细下摆
0.96,153.22,-267.60,172.18,519.60,-32.00,96.00,26.78,0,精细下摆
0.98,149.68,-151.20,184.24,521.40,-112.00,256.00,30.32,0,适度下摆
1.00,145.24,-345.00,197.80,974.40,-112.00,256.00,34.76,0,适度下摆
1.02,135.22,-606.00,221.20,1307.40,-112.00,256.00,44.78,0,适度下摆
1.04,123.42,-604.80,249.52,1443.00,-112.00,256.00,56.58,0,适度下摆
1.06,110.43,-598.80,279.80,1550.40,-112.00,256.00,69.57,0,适度下摆
1.08,97.10,-616.20,310.28,1512.00,-112.00,256.00,82.90,0,适度下摆
1.10,83.85,-653.40,340.58,1535.40,-160.00,320.00,96.15,0,大力下摆
1.12,70.05,-843.60,12.06,1614.60,-160.00,320.00,109.95,0,大力下摆
1.14,53.13,-943.20,48.05,1894.80,-160.00,320.00,126.87,0,大力下摆
1.16,34.56,-919.20,85.32,1869.00,-160.00,320.00,145.44,0,大力下摆
1.18,15.51,-945.00,123.38,1902.00,-160.00,320.00,164.49,0,大力下摆
1.20,356.15,-982.80,161.28,1872.60,-160.00,320.00,176.15,0,大力下摆
1.22,337.02,-933.00,200.17,2016.00,-160.00,320.00,157.02,0,大力下摆
1.24,318.12,-939.00,237.81,1884.00,-160.00,320.00,138.12,0,大力下摆
1.26,299.22,-969.00,276.55,1959.00,-160.00,320.00,119.22,0,大力下摆
1.28,280.17,-985.80,314.91,1894.20,-160.00,320.00,100.17,0,大力下摆
1.30,261.01,-948.60,353.32,1900.80,-112.00,256.00,81.01,0,适度下摆
1.32,242.40,-796.80,31.33,1779.00,-112.00,256.00,62.40,0,适度下摆
1.34,227.11,-694.20,64.51,1635.60,-112.00,256.00,47.11,0,适度下摆
1.36,213.20,-635.40,95.52,1516.20,-112.00,256.00,33.20,0,适度下摆
1.38,199.47,-666.60,126.17,1482.00,-32.00,96.00,19.47,0,精细下摆
1.40,186.79,-534.60,154.58,1165.80,-32.00,96.00,6.79,0,精细下摆
1.42,180.00,-277.20,172.42,717.00,-32.00,96.00,0.00,0,精细下摆
1.44,174.97,-210.00,186.15,550.20,-32.00,96.00,5.03,0,精细下摆
1.46,170.55,-246.00,198.65,605.40,-32.00,96.00,9.45,0,精细下摆
1.48,166.62,-145.20,209.82,600.60,-32.00,96.00,13.38,0,精细下摆
1.50,163.08,-218.40,220.94,585.00,9.60,-28.80,16.92,0,精细下摆(相位调整)
1.52,159.96,-50.40,231.09,280.20,9.60,-28.80,20.04,0,精细下摆(相位调整)
1.54,159.85,0.00,231.99,0.00,-9.60,28.80,20.15,0,精细上摆(相位调整)
1.56,159.85,0.00,232.03,0.00,-9.60,28.80,20.15,0,精细上摆(相位调整)
1.58,159.76,-5.40,232.45,41.40,9.60,-28.80,20.24,0,精细下摆(相位调整)
1.60,159.68,0.00,234.38,45.60,-9.60,28.80,20.32,0,精细上摆(相位调整)
1.62,159.63,-4.80,234.76,40.80,9.60,-28.80,20.37,0,精细下摆(相位调整)
1.64,159.63,0.00,236.21,18.00,-9.60,28.80,20.37,0,精细上摆(相位调整)
1.66,159.61,0.00,236.36,23.40,-9.60,28.80,20.39,0,精细上摆(相位调整)
1.68,159.54,-5.40,237.81,115.80,9.60,-28.80,20.46,0,精细下摆(相位调整)
1.70,159.41,5.40,239.19,-16.20,-9.60,28.80,20.59,0,精细上摆(相位调整)
1.72,159.37,-10.80,239.24,4.80,9.60,-28.80,20.63,0,精细下摆(相位调整)
1.74,159.35,10.80,239.48,-0.60,-9.60,28.80,20.65,0,精细上摆(相位调整)
1.76,159.32,-4.80,239.52,0.60,9.60,-28.80,20.68,0,精细下摆(相位调整)
1.78,159.30,0.00,239.59,-0.60,-9.60,28.80,20.70,0,精细上摆(相位调整)
1.80,159.28,0.00,239.63,5.40,-9.60,28.80,20.72,0,精细上摆(相位调整)
1.82,159.15,-16.80,240.07,57.00,9.60,-28.80,20.85,0,精细下摆(相位调整)
1.84,158.66,-33.00,241.68,12.60,9.60,-28.80,21.34,0,精细下摆(相位调整)
1.86,158.29,0.00,241.59,0.00,-9.60,28.80,21.71,0,精细上摆(相位调整)
1.88,158.25,-16.20,241.59,0.00,9.60,-28.80,21.75,0,精细下摆(相位调整)
1.90,158.14,10.80,241.59,0.00,-9.60,28.80,21.86,0,精细上摆(相位调整)
1.92,158.12,-4.80,241.59,0.00,9.60,-28.80,21.88,0,精细下摆(相位调整)
1.94,158.09,4.80,241.59,0.00,-9.60,28.80,21.91,0,精细上摆(相位调整)
1.96,158.05,-10.80,241.59,0.00,9.60,-28.80,21.95,0,精细下摆(相位调整)
1.98,158.07,4.80,241.57,0.00,-9.60,28.80,21.93,0,精细上摆(相位调整)
2.00,158.05,0.00,241.59,0.00,-9.60,28.80,21.95,0,精细上摆(相位调整)
2.02,157.94,-5.40,241.72,15.60,-32.00,96.00,22.06,0,精细下摆
2.04,157.19,-124.20,243.65,257.40,-32.00,96.00,22.81,0,精细下摆
2.06,153.11,-225.60,251.72,484.80,-32.00,96.00,26.89,0,精细下摆
2.08,150.18,-116.40,262.18,562.80,-32.00,96.00,29.82,0,精细下摆
2.10,146.98,-185.40,273.36,553.20,-112.00,256.00,33.02,0,适度下摆
2.12,142.60,-343.20,287.23,912.60,-112.00,256.00,37.40,0,适度下摆
2.14,131.92,-596.40,311.29,1389.60,-112.00,256.00,48.08,0,适度下摆
2.16,119.93,-696.00,339.72,1392.00,-112.00,256.00,60.07,0,适度下摆
2.18,107.38,-636.60,9.65,1507.20,-112.00,256.00,72.62,0,适度下摆
2.20,94.24,-601.20,40.41,1451.40,-112.00,256.00,85.76,0,适度下摆
2.22,80.88,-589.80,70.91,1531.80,-160.00,320.00,99.12,0,大力下摆
2.24,66.80,-723.00,102.50,1671.60,-160.00,320.00,113.20,0,大力下摆
2.26,49.90,-873.00,137.37,1892.40,-160.00,320.00,130.10,0,大力下摆
2.28,31.40,-927.00,175.41,1858.20,-160.00,320.00,148.60,0,大力下摆
2.30,12.22,-956.40,214.12,1951.20,-160.00,320.00,167.78,0,大力下摆
2.32,352.97,-967.80,251.70,1863.00,-160.00,320.00,172.97,0,大力下摆
2.34,333.83,-984.00,290.04,1946.40,-160.00,320.00,153.83,0,大力下摆
2.36,314.80,-1011.60,327.83,1896.00,-160.00,320.00,134.80,0,大力下摆
2.38,295.91,-955.20,6.02,1945.80,-160.00,320.00,115.91,0,大力下摆
2.40,276.94,-906.60,44.56,1853.40,-160.00,320.00,96.94,0,大力下摆
2.42,257.89,-913.80,82.22,1973.40,-112.00,256.00,77.89,0,适度下摆
2.44,239.46,-852.00,119.51,1794.60,-112.00,256.00,59.46,0,适度下摆
2.46,224.17,-699.00,152.53,1644.60,-112.00,256.00,44.17,0,适度下摆
2.48,210.26,-667.20,184.44,1534.20,-112.00,256.00,30.26,0,适度下摆
2.50,196.50,-649.20,215.35,1542.60,-32.00,96.00,16.50,0,精细下摆
2.52,183.63,-469.20,243.94,1194.60,-32.00,96.00,3.63,0,精细下摆
2.54,176.53,-321.00,261.85,787.80,-32.00,96.00,3.47,0,精细下摆
2.56,171.56,-259.80,275.41,649.20,-32.00,96.00,8.44,0,精细下摆
2.58,167.01,-166.20,287.78,580.80,-32.00,96.00,12.99,0,精细下摆
2.60,163.59,-217.80,299.88,529.20,-32.00,96.00,16.41,0,精细下摆
2.62,159.74,-148.20,311.31,666.60,-32.00,96.00,20.26,0,精细下摆
2.64,156.31,-224.40,322.21,567.00,-32.00,96.00,23.69,0,精细下摆
2.66,151.37,-174.60,333.63,493.80,-32.00,96.00,28.63,0,精细下摆
2.68,148.38,-176.40,345.37,591.00,-112.00,256.00,31.62,0,适度下摆
2.70,143.81,-337.20,358.53,975.00,-112.00,256.00,36.19,0,适度下摆
2.72,133.44,-615.60,23.38,1323.60,-112.00,256.00,46.56,0,适度下摆
2.74,121.62,-691.80,51.88,1534.20,-112.00,256.00,58.38,0,适度下摆
2.76,108.92,-621.60,81.83,1531.80,-112.00,256.00,71.08,0,适度下摆
2.78,95.56,-583.80,111.86,1495.20,-112.00,256.00,84.44,0,适度下摆
2.80,82.16,-632.40,142.89,1488.60,-160.00,320.00,97.84,0,大力下摆
2.82,68.14,-771.60,174.02,1694.40,-160.00,320.00,111.86,0,大力下摆
2.84,51.17,-901.20,210.19,1818.00,-160.00,320.00,128.83,0,大力下摆
2.86,32.72,-899.40,247.21,1933.80,-160.00,320.00,147.28,0,大力下摆
2.88,13.65,-967.80,285.25,1899.00,-160.00,320.00,166.35,0,大力下摆
2.90,354.31,-967.80,323.66,1914.60,-160.00,320.00,174.31,0,大力下摆
2.92,335.30,-981.00,1.65,1977.60,-160.00,320.00,155.30,0,大力下摆
2.94,316.27,-1007.40,40.67,1909.80,-160.00,320.00,136.27,0,大力下摆
2.96,297.33,-996.00,78.51,1902.60,-160.00,320.00,117.33,0,大力下摆
2.98,278.33,-956.40,116.35,1930.80,-160.00,320.00,98.33,0,大力下摆
3.00,259.37,-884.40,154.47,1866.60,-112.00,256.00,79.37,0,适度下摆
3.02,240.86,-828.60,192.30,1663.20,-112.00,256.00,60.86,0,适度下摆
3.04,225.68,-715.80,225.15,1577.40,-112.00,256.00,45.68,0,适度下摆
3.06,211.73,-659.40,256.79,1578.60,-112.00,256.00,31.73,0,适度下摆
3.08,197.97,-644.40,288.52,1489.80,-32.00,96.00,17.97,0,精细下摆
3.10,185.01,-526.80,317.66,1230.60,-32.00,96.00,5.01,0,精细下摆
3.12,177.91,-315.60,335.85,693.00,-32.00,96.00,2.09,0,精细下摆
3.14,173.01,-222.60,349.45,547.80,-32.00,96.00,6.99,0,精细下摆
3.16,168.20,-214.80,1.69,625.80,-32.00,96.00,11.80,0,精细下摆
3.18,164.90,-173.40,13.03,663.60,-32.00,96.00,15.10,0,精细下摆
3.20,160.84,-179.40,24.39,566.40,-32.00,96.00,19.16,0,精细下摆
3.22,157.81,-169.80,36.25,536.40,-32.00,96.00,22.19,0,精细下摆
3.24,153.00,-264.60,47.61,610.80,-32.00,96.00,27.00,0,精细下摆
3.26,149.46,-142.80,59.24,613.80,-112.00,256.00,30.54,0,适度下摆
3.28,144.84,-340.20,72.69,916.20,-112.00,256.00,35.16,0,适度下摆
3.30,134.52,-621.60,96.88,1330.80,-112.00,256.00,45.48,0,适度下摆
3.32,122.63,-639.00,125.20,1434.60,-112.00,256.00,57.37,0,适度下摆
3.34,109.82,-607.20,155.06,1501.20,-112.00,256.00,70.18,0,适度下摆
3.36,96.50,-596.40,186.37,1549.80,-112.00,256.00,83.50,0,适度下摆
3.38,83.17,-641.40,217.11,1511.40,-160.00,320.00,96.83,0,大力下摆
3.40,69.24,-795.60,247.74,1625.40,-160.00,320.00,110.76,0,大力下摆
3.42,52.43,-928.80,283.51,1855.20,-160.00,320.00,127.57,0,大力下摆
3.44,34.04,-908.40,320.69,1896.00,-160.00,320.00,145.96,0,大力下摆
3.46,14.90,-965.40,358.18,1920.60,-160.00,320.00,165.10,0,大力下摆
3.48,355.69,-953.40,36.19,1845.60,-160.00,320.00,175.69,0,大力下摆
3.50,336.56,-948.60,74.69,1929.00,-160.00,320.00,156.56,0,大力下摆
3.52,317.61,-934.20,112.79,1902.00,48.00,-96.00,137.61,0,大力下摆(相位调整)
3.54,300.61,-597.60,146.36,1110.00,48.00,-96.00,120.61,0,大力下摆(相位调整)
3.56,297.20,48.60,151.83,-70.80,-48.00,96.00,117.20,0,大力上摆(相位调整)
3.58,297.20,-29.40,150.71,53.40,48.00,-96.00,117.20,0,大力下摆(相位调整)
3.60,297.16,30.00,151.28,-70.20,-48.00,96.00,117.16,0,大力上摆(相位调整)
3.62,297.09,-23.40,150.14,66.60,48.00,-96.00,117.09,0,大力下摆(相位调整)
3.64,297.11,24.00,150.95,-76.20,-48.00,96.00,117.11,0,大力上摆(相位调整)
3.66,297.05,-12.00,150.07,81.00,48.00,-96.00,117.05,0,大力下摆(相位调整)
3.68,297.07,24.60,151.00,-76.20,-48.00,96.00,117.07,0,大力上摆(相位调整)
3.70,296.98,-6.60,150.05,80.40,48.00,-96.00,116.98,0,大力下摆(相位调整)
3.72,296.94,31.20,151.30,-58.80,-48.00,96.00,116.94,0,大力上摆(相位调整)
3.74,296.89,-12.00,150.45,81.60,48.00,-96.00,116.89,0,大力下摆(相位调整)
3.76,296.85,31.20,151.72,-75.00,-48.00,96.00,116.85,0,大力上摆(相位调整)
3.78,296.78,-17.40,150.71,70.20,48.00,-96.00,116.78,0,大力下摆(相位调整)
3.80,296.76,40.20,151.94,-71.40,-48.00,96.00,116.76,0,大力上摆(相位调整)
3.82,296.70,-23.40,150.82,66.00,48.00,-96.00,116.70,0,大力下摆(相位调整)
3.84,296.67,24.60,152.07,-63.60,-48.00,96.00,116.67,0,大力上摆(相位调整)
3.86,296.65,-18.60,151.11,65.40,48.00,-96.00,116.65,0,大力下摆(相位调整)
3.88,296.63,39.60,152.47,-66.60,-48.00,96.00,116.63,0,大力上摆(相位调整)
3.90,296.61,-16.80,151.44,64.80,48.00,-96.00,116.61,0,大力下摆(相位调整)
3.92,296.65,34.80,152.82,-64.20,-48.00,96.00,116.65,0,大力上摆(相位调整)
3.94,296.61,-12.60,151.77,52.80,48.00,-96.00,116.61,0,大力下摆(相位调整)
3.96,296.65,29.40,152.91,-69.60,-48.00,96.00,116.65,0,大力上摆(相位调整)
3.98,296.61,-12.00,151.66,75.00,48.00,-96.00,116.61,0,大力下摆(相位调整)
4.00,296.70,18.00,152.82,-69.00,-48.00,96.00,116.70,0,大力上摆(相位调整)
4.02,296.63,-7.20,151.81,66.60,48.00,-96.00,116.63,0,大力下摆(相位调整)
4.04,296.70,28.80,153.08,-69.60,160.00,-320.00,116.70,0,大力上摆
4.06,298.48,294.60,146.98,-835.80,160.00,-320.00,118.48,0,大力上摆
4.08,308.17,691.80,123.40,-1441.20,160.00,-320.00,128.17,0,大力上摆
4.10,324.38,885.60,90.40,-1735.20,160.00,-320.00,144.38,0,大力上摆
4.12,342.53,931.20,54.12,-1875.00,160.00,-320.00,162.53,0,大力上摆
4.14,1.27,916.20,16.39,-1999.80,160.00,-320.00,178.73,0,大力上摆
4.16,20.15,910.20,337.41,-1896.60,160.00,-320.00,159.85,0,大力上摆
4.18,38.85,978.60,299.29,-1855.80,160.00,-320.00,141.15,0,大力上摆
4.20,57.88,1008.00,261.43,-1879.80,160.00,-320.00,122.12,0,大力上摆
4.22,76.97,918.00,223.75,-1889.40,160.00,-320.00,103.03,0,大力上摆
4.24,96.04,922.80,184.94,-1938.00,112.00,-256.00,83.96,0,适度上摆
4.26,114.68,843.60,146.67,-1844.40,112.00,-256.00,65.32,0,适度上摆
4.28,130.19,757.20,114.02,-1627.20,112.00,-256.00,49.81,0,适度上摆
4.30,144.16,636.60,82.71,-1501.20,112.00,-256.00,35.84,0,适度上摆
4.32,157.83,637.20,52.12,-1521.00,32.00,-96.00,22.17,0,精细上摆
4.34,170.38,509.40,23.23,-1216.80,32.00,-96.00,9.62,0,精细上摆
4.36,177.17,298.80,4.77,-727.20,32.00,-96.00,2.83,0,精细上摆
4.38,181.85,201.60,351.17,-586.80,32.00,-96.00,1.85,0,精细上摆
4.40,186.48,231.60,338.58,-546.00,32.00,-96.00,6.48,0,精细上摆
4.42,190.20,159.00,327.08,-666.00,32.00,-96.00,10.20,0,精细上摆
4.44,193.71,198.60,316.05,-574.80,32.00,-96.00,13.71,0,精细上摆
4.46,197.29,193.20,304.61,-510.60,32.00,-96.00,17.29,0,精细上摆
4.48,201.42,237.60,292.96,-592.80,32.00,-96.00,21.42,0,精细上摆
4.50,205.91,166.20,282.19,-580.20,32.00,-96.00,25.91,0,精细上摆
4.52,208.67,152.40,270.99,-546.00,32.00,-96.00,28.67,0,精细上摆
4.54,212.17,185.40,259.41,-544.80,112.00,-256.00,32.17,0,适度上摆
4.56,217.31,425.40,246.27,-940.20,112.00,-256.00,37.31,0,适度上摆
4.58,227.46,499.20,221.97,-1346.40,112.00,-256.00,47.46,0,适度上摆
4.60,240.05,623.40,192.66,-1535.40,112.00,-256.00,60.05,0,适度上摆
4.62,253.02,729.00,162.20,-1551.60,112.00,-256.00,73.02,0,适度上摆
4.64,265.94,747.00,132.39,-1540.80,112.00,-256.00,85.94,0,适度上摆
4.66,278.96,672.00,102.04,-1555.20,160.00,-320.00,98.96,0,大力上摆
4.68,292.92,769.20,70.91,-1662.60,160.00,-320.00,112.92,0,大力上摆
4.70,310.14,898.80,35.27,-1803.00,160.00,-320.00,130.14,0,大力上摆
4.72,329.00,995.40,357.06,-1972.80,160.00,-320.00,149.00,0,大力上摆
4.74,348.11,945.60,319.22,-1812.60,160.00,-320.00,168.11,0,大力上摆
4.76,7.14,974.40,280.96,-1888.20,160.00,-320.00,172.86,0,大力上摆
4.78,26.15,947.40,243.48,-1824.60,160.00,-320.00,153.85,0,大力上摆
4.80,44.98,922.20,205.07,-1986.00,160.00,-320.00,135.02,0,大力上摆
4.82,63.72,898.80,166.18,-1922.40,160.00,-320.00,116.28,0,大力上摆
4.84,82.77,948.00,128.06,-1869.00,160.00,-320.00,97.23,0,大力上摆
4.86,102.11,1015.80,90.13,-1882.80,112.00,-256.00,77.89,0,适度上摆
4.88,120.92,895.80,53.06,-1776.60,112.00,-256.00,59.08,0,适度上摆
4.90,136.43,777.00,19.82,-1570.80,112.00,-256.00,43.57,0,适度上摆
4.92,150.36,714.60,347.87,-1531.80,32.00,-96.00,29.64,0,精细上摆
4.94,162.84,527.40,319.00,-1117.80,32.00,-96.00,17.16,0,精细上摆
4.96,170.07,298.80,301.35,-719.40,32.00,-96.00,9.93,0,精细上摆
4.98,174.13,193.80,288.26,-557.40,32.00,-96.00,5.87,0,精细上摆
5.00,178.62,213.60,276.20,-573.60,32.00,-96.00,1.38,0,精细上摆
5.02,182.31,183.60,264.92,-572.40,32.00,-96.00,2.31,0,精细上摆
5.04,186.75,246.60,253.67,-574.20,32.00,-96.00,6.75,0,精细上摆
5.06,190.28,169.20,242.12,-585.00,32.00,-96.00,10.28,0,精细上摆
5.08,193.86,195.00,230.54,-607.80,32.00,-96.00,13.86,0,精细上摆
5.10,197.45,193.80,219.02,-541.80,32.00,-96.00,17.45,0,精细上摆
5.12,201.67,241.80,206.94,-582.00,32.00,-96.00,21.67,0,精细上摆
5.14,205.99,147.00,195.05,-642.00,32.00,-96.00,25.99,0,精细上摆
5.16,208.81,154.80,184.15,-571.80,32.00,-96.00,28.81,0,精细上摆
5.18,212.30,193.20,172.27,-513.00,112.00,-256.00,32.30,0,适度上摆
5.20,217.46,403.20,158.53,-946.20,112.00,-256.00,37.46,0,适度上摆
5.22,227.53,526.20,134.82,-1289.40,112.00,-256.00,47.53,0,适度上摆
5.24,240.18,621.60,106.41,-1452.60,112.00,-256.00,60.18,0,适度上摆
5.26,253.12,757.80,76.77,-1462.20,112.00,-256.00,73.12,0,适度上摆
5.28,266.04,700.80,46.52,-1556.40,112.00,-256.00,86.04,0,适度上摆
5.30,279.05,660.00,15.73,-1576.80,160.00,-320.00,99.05,0,大力上摆
5.32,292.96,733.80,343.74,-1761.00,160.00,-320.00,112.96,0,大力上摆
5.34,310.28,903.60,307.40,-1820.40,160.00,-320.00,130.28,0,大力上摆
5.36,329.00,925.20,270.09,-1885.80,160.00,-320.00,149.00,0,大力上摆
5.38,348.18,960.60,232.27,-1926.60,160.00,-320.00,168.18,0,大力上摆
5.40,7.25,962.40,193.45,-1945.20,160.00,-320.00,172.75,0,大力上摆
5.42,26.21,960.00,154.89,-1846.80,160.00,-320.00,153.79,0,大力上摆
5.44,45.00,922.80,116.74,-1918.80,160.00,-320.00,135.00,0,大力上摆
5.46,63.79,918.60,79.12,-1938.60,160.00,-320.00,116.21,0,大力上摆
5.48,82.88,921.00,41.04,-1899.60,160.00,-320.00,97.12,0,大力上摆
5.50,102.22,1024.80,1.89,-1995.60,112.00,-256.00,77.78,0,适度上摆
5.52,121.31,889.20,323.68,-1854.60,112.00,-256.00,58.69,0,适度上摆
5.54,136.96,769.80,290.72,-1581.00,-33.60,76.80,43.04,0,适度上摆(相位调整)
5.56,149.44,430.80,263.74,-808.80,-33.60,76.80,30.56,0,适度上摆(相位调整)
5.58,152.45,0.00,259.61,59.40,-9.60,28.80,27.55,0,精细上摆(相位调整)
5.60,152.34,-5.40,260.02,11.40,9.60,-28.80,27.66,0,精细下摆(相位调整)
5.62,152.34,0.00,260.31,-1.20,-9.60,28.80,27.66,0,精细上摆(相位调整)
5.64,152.31,-0.60,260.35,0.00,9.60,-28.80,27.69,0,精细下摆(相位调整)
5.66,152.34,0.00,260.40,0.00,-9.60,28.80,27.66,0,精细上摆(相位调整)
5.68,152.31,0.00,260.44,0.00,-9.60,28.80,27.69,0,精细上摆(相位调整)
5.70,152.29,-4.80,260.86,46.80,9.60,-28.80,27.71,0,精细下摆(相位调整)
5.72,152.29,5.40,261.98,0.60,-9.60,28.80,27.71,0,精细上摆(相位调整)
5.74,152.27,0.00,262.02,12.00,-9.60,28.80,27.73,0,精细上摆(相位调整)
5.76,152.25,0.00,262.75,78.00,-9.60,28.80,27.75,0,精细上摆(相位调整)
5.78,152.16,-5.40,264.31,88.20,9.60,-28.80,27.84,0,精细下摆(相位调整)
5.80,152.14,0.00,265.85,12.00,-9.60,28.80,27.86,0,精细上摆(相位调整)
5.82,152.12,0.00,265.94,28.20,-9.60,28.80,27.88,0,精细上摆(相位调整)
5.84,152.07,-4.80,267.19,111.60,9.60,-28.80,27.93,0,精细下摆(相位调整)
5.86,152.01,0.60,269.12,22.80,-9.60,28.80,27.99,0,精细上摆(相位调整)
5.88,151.98,-5.40,269.30,28.20,9.60,-28.80,28.02,0,精细下摆(相位调整)
5.90,151.98,0.00,270.04,-4.20,-9.60,28.80,28.02,0,精细上摆(相位调整)
5.92,151.96,-4.80,270.09,21.60,9.60,-28.80,28.04,0,精细下摆(相位调整)
5.94,151.98,0.00,270.37,-18.00,-9.60,28.80,28.02,0,精细上摆(相位调整)
5.96,151.96,0.00,270.44,6.00,-9.60,28.80,28.04,0,精细上摆(相位调整)
5.98,151.92,-10.80,271.08,69.60,9.60,-28.80,28.08,0,精细下摆(相位调整)
6.00,151.81,0.60,272.57,6.60,-9.60,28.80,28.19,0,精细上摆(相位调整)
6.02,151.79,0.00,272.66,23.40,-9.60,28.80,28.21,0,精细上摆(相位调整)
6.04,151.66,-21.60,274.13,134.40,9.60,-28.80,28.34,0,精细下摆(相位调整)
6.06,151.33,0.00,277.25,109.20,32.00,-96.00,28.67,0,精细上摆
6.08,151.44,7.20,277.27,-29.40,32.00,-96.00,28.56,0,精细上摆
6.10,151.74,22.80,274.44,-262.80,32.00,-96.00,28.26,0,精细上摆
6.12,152.47,58.20,265.50,-505.80,32.00,-96.00,27.53,0,精细上摆
6.14,154.07,85.80,255.48,-519.60,32.00,-96.00,25.93,0,精细上摆
6.16,155.90,106.20,244.38,-580.80,32.00,-96.00,24.10,0,精细上摆
6.18,159.35,234.00,233.11,-536.40,32.00,-96.00,20.65,0,精细上摆
6.20,164.18,193.20,221.44,-572.40,32.00,-96.00,15.82,0,精细上摆
6.22,167.96,208.20,209.60,-607.20,32.00,-96.00,12.04,0,精细上摆
6.24,171.63,152.40,198.17,-620.40,32.00,-96.00,8.37,0,精细上摆
6.26,174.70,212.40,186.66,-507.00,32.00,-96.00,5.30,0,精细上摆
6.28,179.08,205.20,174.46,-544.80,32.00,-96.00,0.92,0,精细上摆
6.30,182.70,194.40,163.28,-660.60,32.00,-96.00,2.70,0,精细上摆
6.32,187.12,219.00,152.51,-551.40,32.00,-96.00,7.12,0,精细上摆
