时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),摆杆控制(RPM),飞轮控制(RPM),倒立误差(°),是否平衡,控制策略
21.66,183.80,0.00,87.21,-784.80,0.00,-139.34,3.80,1,LQR平衡
21.68,183.80,4.80,72.95,-729.00,0.00,-178.10,3.80,1,LQR平衡
21.70,183.80,0.00,56.71,-925.20,0.00,-101.96,3.80,1,LQR平衡
21.72,183.80,0.00,38.30,-814.20,0.00,-131.15,3.80,1,LQR平衡
21.74,183.78,0.00,23.16,-706.20,0.00,-157.58,3.78,1,LQR平衡
21.76,183.78,0.00,7.05,-799.80,0.00,-132.70,3.78,1,LQR平衡
21.78,183.78,4.80,349.48,-793.80,0.00,-161.28,3.78,1,LQR平衡
21.80,183.76,0.00,332.62,-852.00,0.00,-119.62,3.76,1,LQR平衡
21.82,183.76,0.00,314.85,-832.80,0.00,-124.55,3.76,1,LQR平衡
21.84,183.74,0.00,299.27,-779.40,0.00,-136.54,3.74,1,LQR平衡
21.86,183.74,0.00,284.33,-728.40,0.00,-149.90,3.74,1,LQR平衡
21.88,183.74,0.00,268.42,-851.40,0.00,-117.24,3.74,1,LQR平衡
21.90,183.71,-5.40,251.89,-794.40,0.00,-103.03,3.71,1,LQR平衡
21.92,183.74,0.00,236.87,-739.80,0.00,-146.49,3.74,1,LQR平衡
21.94,183.74,0.00,222.76,-728.40,0.00,-149.38,3.74,1,LQR平衡
21.96,183.74,-4.80,206.50,-871.20,0.00,-87.36,3.74,1,LQR平衡
21.98,183.76,4.80,189.43,-691.80,0.00,-184.91,3.76,1,LQR平衡
22.00,183.76,4.80,175.56,-808.80,0.00,-153.86,3.76,1,LQR平衡
22.02,183.78,0.00,157.37,-889.80,0.00,-110.16,3.78,1,LQR平衡
22.04,183.78,0.00,139.86,-769.20,0.00,-141.90,3.78,1,LQR平衡
22.06,183.80,0.00,124.94,-711.60,0.00,-159.01,3.80,1,LQR平衡
22.08,183.80,4.80,108.39,-822.00,0.00,-153.80,3.80,1,LQR平衡
22.10,183.80,0.00,90.37,-908.40,0.00,-106.68,3.80,1,LQR平衡
22.12,183.80,-4.80,72.82,-819.00,0.00,-106.04,3.80,1,LQR平衡
22.14,183.80,0.00,58.12,-714.60,0.00,-157.65,3.80,1,LQR平衡
22.16,183.80,-4.80,43.99,-769.80,0.00,-118.81,3.80,1,LQR平衡
22.18,183.78,0.00,27.11,-780.60,0.00,-137.94,3.78,1,LQR平衡
22.20,183.78,0.00,11.29,-810.00,0.00,-130.04,3.78,1,LQR平衡
22.22,183.78,0.00,355.03,-808.20,0.00,-133.39,3.78,1,LQR平衡
22.24,183.76,0.00,339.08,-823.20,0.00,-127.29,3.76,1,LQR平衡
22.26,183.76,0.00,323.35,-773.40,0.00,-140.33,3.76,1,LQR平衡
22.28,183.74,0.00,307.99,-806.40,0.00,-129.47,3.74,1,LQR平衡
22.30,183.74,5.40,291.82,-784.20,0.00,-162.35,3.74,1,LQR平衡
22.32,183.74,0.00,276.09,-848.40,0.00,-118.10,3.74,1,LQR平衡
22.34,183.74,0.00,258.93,-816.60,0.00,-126.36,3.74,1,LQR平衡
22.36,183.74,0.00,243.68,-801.60,0.00,-130.20,3.74,1,LQR平衡
22.38,183.74,0.00,228.32,-816.60,0.00,-126.11,3.74,1,LQR平衡
22.40,183.74,0.00,212.63,-789.00,0.00,-133.27,3.74,1,LQR平衡
22.42,183.76,0.00,197.07,-868.80,0.00,-114.04,3.76,1,LQR平衡
22.44,183.76,0.00,181.65,-798.60,0.00,-132.48,3.76,1,LQR平衡
22.46,183.76,0.00,167.30,-706.80,0.00,-156.63,3.76,1,LQR平衡
22.48,183.78,0.00,151.88,-783.60,0.00,-138.19,3.78,1,LQR平衡
22.50,183.78,0.00,134.78,-867.00,0.00,-116.00,3.78,1,LQR平衡
22.52,183.78,0.00,118.28,-813.60,0.00,-129.98,3.78,1,LQR平衡
22.54,183.78,0.00,103.01,-789.60,0.00,-136.20,3.78,1,LQR平衡
22.56,183.78,0.00,87.41,-831.60,0.00,-124.96,3.78,1,LQR平衡
22.58,183.78,0.00,71.76,-788.40,0.00,-136.25,3.78,1,LQR平衡
22.60,183.74,-5.40,56.38,-789.00,0.00,-104.82,3.74,1,LQR平衡
22.62,183.69,0.00,40.96,-723.00,0.00,-145.29,3.69,1,LQR平衡
22.64,183.65,0.00,26.46,-781.20,0.00,-125.77,3.65,1,LQR平衡
22.66,183.65,0.00,10.13,-765.00,0.00,-129.92,3.65,1,LQR平衡
22.68,183.63,0.00,354.46,-752.40,0.00,-134.14,3.63,1,LQR平衡
22.70,183.60,-4.80,338.75,-802.20,0.00,-94.71,3.60,1,LQR平衡
22.72,183.58,0.00,323.28,-722.40,0.00,-137.81,3.58,1,LQR平衡
22.74,183.56,-4.80,310.01,-757.80,0.00,-102.21,3.56,1,LQR平衡
22.76,183.54,0.00,295.60,-766.80,0.00,-121.83,3.54,1,LQR平衡
22.78,183.54,-4.80,282.66,-676.20,0.00,-121.55,3.54,1,LQR平衡
22.80,183.52,0.00,268.77,-708.00,0.00,-135.16,3.52,1,LQR平衡
22.82,183.52,0.00,254.60,-733.20,0.00,-128.37,3.52,1,LQR平衡
22.84,183.49,0.00,239.02,-796.80,0.00,-109.42,3.49,1,LQR平衡
22.86,183.49,0.00,223.66,-762.00,0.00,-118.50,3.49,1,LQR平衡
22.88,183.49,0.00,209.31,-737.40,0.00,-124.88,3.49,1,LQR平衡
22.90,183.49,0.00,194.83,-804.00,0.00,-107.15,3.49,1,LQR平衡
22.92,183.52,0.00,180.35,-792.60,0.00,-112.04,3.52,1,LQR平衡
22.94,183.52,0.00,167.23,-666.60,0.00,-145.25,3.52,1,LQR平衡
22.96,183.52,0.00,153.65,-668.40,0.00,-144.66,3.52,1,LQR平衡
22.98,183.54,0.00,137.79,-788.40,0.00,-114.80,3.54,1,LQR平衡
23.00,183.54,0.00,121.44,-766.80,0.00,-120.37,3.54,1,LQR平衡
23.02,183.54,-4.80,106.70,-718.20,0.00,-108.97,3.54,1,LQR平衡
23.04,183.54,0.00,92.07,-658.80,0.00,-148.68,3.54,1,LQR平衡
23.06,183.54,0.00,78.11,-736.80,0.00,-127.94,3.54,1,LQR平衡
23.08,183.56,0.00,62.05,-804.60,0.00,-111.88,3.56,1,LQR平衡
23.10,183.56,0.00,46.56,-748.20,0.00,-126.67,3.56,1,LQR平衡
23.12,183.56,0.00,32.21,-780.60,0.00,-117.98,3.56,1,LQR平衡
23.14,183.56,0.00,17.51,-789.60,0.00,-115.48,3.56,1,LQR平衡
23.16,183.56,0.00,3.08,-747.60,0.00,-126.46,3.56,1,LQR平衡
23.18,183.56,0.00,348.93,-678.60,0.00,-147.60,3.56,1,LQR平衡
23.20,183.56,0.00,333.76,-749.40,0.00,-128.75,3.56,1,LQR平衡
23.22,183.56,0.00,317.13,-779.40,0.00,-120.68,3.56,1,LQR平衡
23.24,183.56,0.00,301.42,-756.00,0.00,-126.74,3.56,1,LQR平衡
23.26,183.58,0.00,286.70,-699.00,0.00,-143.69,3.58,1,LQR平衡
23.28,183.58,0.00,271.78,-729.60,0.00,-135.47,3.58,1,LQR平衡
23.30,183.60,0.00,255.74,-786.60,0.00,-122.27,3.60,1,LQR平衡
23.32,183.63,0.00,239.77,-756.00,0.00,-132.22,3.63,1,LQR平衡
23.34,183.67,0.00,224.01,-798.60,0.00,-124.83,3.67,1,LQR平衡
23.36,183.69,0.00,208.26,-820.20,0.00,-120.99,3.69,1,LQR平衡
23.38,183.74,10.80,192.44,-745.20,0.00,-198.97,3.74,1,LQR平衡
23.40,183.80,0.00,176.75,-967.20,0.00,-91.86,3.80,1,LQR平衡
23.42,183.87,4.80,157.54,-837.00,0.00,-156.25,3.87,1,LQR平衡
23.44,183.93,0.60,142.51,-731.40,0.00,-168.94,3.93,1,LQR平衡
23.46,183.98,0.00,125.75,-881.40,0.00,-130.12,3.98,1,LQR平衡
23.48,184.00,-5.40,107.09,-887.40,0.00,-103.24,4.00,1,LQR平衡
23.50,184.00,0.00,90.70,-736.80,0.00,-170.06,4.00,1,LQR平衡
23.52,184.02,5.40,75.96,-780.60,0.00,-187.50,4.02,1,LQR平衡
23.54,184.02,0.00,57.41,-1023.00,0.00,-96.11,4.02,1,LQR平衡
23.56,184.02,0.00,37.92,-822.00,0.00,-149.09,4.02,1,LQR平衡
23.58,184.02,0.00,22.48,-748.80,0.00,-168.32,4.02,1,LQR平衡
23.60,184.04,0.00,5.52,-865.80,0.00,-139.24,4.04,1,LQR平衡
23.62,184.04,0.00,346.64,-915.00,0.00,-129.09,4.04,1,LQR平衡
23.64,184.09,0.60,329.19,-828.60,0.00,-158.81,4.09,1,LQR平衡
23.66,184.31,24.00,312.74,-912.60,0.00,-274.09,4.31,1,LQR平衡
23.68,186.88,105.60,293.38,-1206.00,0.00,-840.59,6.88,1,LQR平衡
23.70,187.84,33.60,260.20,-2610.60,0.00,-195.03,7.84,1,LQR平衡
23.72,188.28,22.20,189.49,-3302.40,0.00,5.77,8.28,1,LQR平衡
23.74,188.59,11.40,147.99,-1194.60,0.00,-524.94,8.59,1,LQR平衡
23.76,188.81,16.20,131.46,-1309.80,0.00,-538.48,8.81,1,LQR平衡
23.78,188.94,0.00,86.79,-2766.00,0.00,-83.63,8.94,1,LQR平衡
23.80,188.92,-4.80,32.85,-2147.40,0.00,-220.62,8.92,1,LQR平衡
23.82,188.88,-0.60,3.82,-1216.20,0.00,-483.71,8.88,1,LQR平衡
23.84,188.85,0.00,335.02,-1864.20,0.00,-316.16,8.85,1,LQR平衡
23.86,188.85,0.00,290.28,-2272.80,0.00,-207.74,8.85,1,LQR平衡
23.88,188.92,10.80,251.08,-1635.60,0.00,-436.19,8.92,1,LQR平衡
23.90,189.16,22.20,218.03,-1891.20,0.00,-447.64,9.16,1,LQR平衡
23.92,189.45,11.40,172.18,-2437.20,0.00,-274.61,9.45,1,LQR平衡
23.94,189.58,0.00,123.75,-2166.00,0.00,-300.61,9.58,1,LQR平衡
23.96,189.56,0.00,84.66,-1861.80,0.00,-378.72,9.56,1,LQR平衡
23.98,189.32,-12.00,47.15,-2044.20,0.00,-247.85,9.32,1,LQR平衡
24.00,189.05,-10.20,5.71,-1858.80,0.00,-281.56,9.05,1,LQR平衡
24.02,188.85,-6.00,330.93,-1704.60,0.00,-328.17,8.85,1,LQR平衡
24.04,188.53,-23.40,297.03,-1746.00,0.00,-199.46,8.53,1,LQR平衡
24.06,187.69,-31.20,261.94,-1580.40,0.00,-127.72,7.69,1,LQR平衡
24.08,187.51,-10.20,234.76,-1110.00,0.00,-341.43,7.51,1,LQR平衡
24.10,187.47,0.00,212.43,-1413.60,0.00,-308.24,7.47,1,LQR平衡
24.12,187.45,-10.20,178.46,-1852.20,0.00,-138.71,7.45,1,LQR平衡
24.14,187.45,0.00,144.36,-1423.80,0.00,-302.97,7.45,1,LQR平衡
24.16,187.43,0.00,120.26,-1385.40,0.00,-310.92,7.43,1,LQR平衡
24.18,187.43,-5.40,88.92,-1704.60,0.00,-199.11,7.43,1,LQR平衡
24.20,187.43,-10.20,55.20,-1555.80,0.00,-214.05,7.43,1,LQR平衡
24.22,187.40,0.00,26.94,-1337.40,0.00,-320.83,7.40,1,LQR平衡
24.24,187.38,0.00,359.45,-1655.40,0.00,-237.53,7.38,1,LQR平衡
24.26,187.36,0.00,325.39,-1678.80,0.00,-229.05,7.36,1,LQR平衡
24.28,187.34,0.00,295.36,-1432.20,0.00,-292.01,7.34,1,LQR平衡
24.30,187.34,5.40,266.53,-1521.60,0.00,-295.27,7.34,1,LQR平衡
24.32,187.29,-4.80,234.49,-1686.00,0.00,-196.26,7.29,1,LQR平衡
24.34,187.27,0.00,200.59,-1550.40,0.00,-253.96,7.27,1,LQR平衡
24.36,187.25,-4.80,171.87,-1434.60,0.00,-258.21,7.25,1,LQR平衡
24.38,187.25,0.00,142.98,-1510.80,0.00,-261.95,7.25,1,LQR平衡
24.40,187.25,0.00,113.05,-1536.60,0.00,-254.87,7.25,1,LQR平衡
24.42,187.25,0.00,82.64,-1539.60,0.00,-253.82,7.25,1,LQR平衡
24.44,187.23,0.00,52.36,-1481.40,0.00,-266.96,7.23,1,LQR平衡
24.46,187.21,0.00,21.56,-1564.80,0.00,-242.65,7.21,1,LQR平衡
24.48,187.16,-10.20,349.76,-1491.60,0.00,-209.48,7.16,1,LQR平衡
24.50,187.10,-5.40,319.94,-1363.20,0.00,-261.31,7.10,1,LQR平衡
24.52,187.03,-4.80,293.03,-1411.20,0.00,-245.40,7.03,1,LQR平衡
24.54,187.01,0.00,264.31,-1470.60,0.00,-251.58,7.01,1,LQR平衡
24.56,187.01,-4.80,234.95,-1459.80,0.00,-230.07,7.01,1,LQR平衡
24.58,187.01,0.00,204.98,-1495.20,0.00,-244.58,7.01,1,LQR平衡
24.60,187.03,0.00,175.74,-1481.40,0.00,-249.99,7.03,1,LQR平衡
24.62,187.03,5.40,146.89,-1507.20,0.00,-270.07,7.03,1,LQR平衡
24.64,186.99,0.00,117.82,-1497.60,0.00,-241.22,6.99,1,LQR平衡
24.66,186.94,0.00,86.75,-1551.60,0.00,-222.68,6.94,1,LQR平衡
24.68,186.92,0.00,57.30,-1411.20,0.00,-257.55,6.92,1,LQR平衡
24.70,186.92,0.00,29.14,-1497.00,0.00,-234.63,6.92,1,LQR平衡
24.72,186.90,0.00,359.25,-1515.60,0.00,-230.48,6.90,1,LQR平衡
24.74,186.86,0.00,330.51,-1449.60,0.00,-243.69,6.86,1,LQR平衡
24.76,185.84,-194.40,302.56,-1347.60,0.00,798.77,5.84,1,LQR平衡
24.78,183.08,-93.00,279.36,-232.80,0.00,246.59,3.08,1,LQR平衡
24.80,182.00,-30.00,317.07,2512.80,0.00,-698.35,2.00,1,LQR平衡
24.82,181.60,-15.60,353.58,602.40,0.00,-229.88,1.60,1,LQR平衡
24.84,181.56,0.00,324.80,-2148.60,0.00,423.36,1.56,1,LQR平衡
24.86,181.63,10.20,296.19,-355.20,0.00,-107.88,1.63,1,LQR平衡
24.88,181.71,10.20,308.34,548.40,0.00,-354.91,1.71,1,LQR平衡
24.90,181.78,0.00,306.34,-671.40,0.00,12.91,1.78,1,LQR平衡
24.92,181.80,0.00,285.25,-768.60,0.00,36.78,1.80,1,LQR平衡
24.94,181.80,0.00,278.42,-56.40,0.00,-151.48,1.80,1,LQR平衡
24.96,181.82,4.80,277.14,-240.00,0.00,-129.05,1.82,1,LQR平衡
24.98,181.82,0.00,266.84,-683.40,0.00,12.41,1.82,1,LQR平衡
25.00,181.85,0.00,254.49,-411.00,0.00,-61.51,1.85,1,LQR平衡
25.02,181.87,0.00,249.59,-261.00,0.00,-103.14,1.87,1,LQR平衡
25.04,181.93,5.40,242.58,-442.80,0.00,-88.15,1.93,1,LQR平衡
25.06,181.98,0.00,232.45,-521.40,0.00,-44.14,1.98,1,LQR平衡
25.08,182.00,5.40,222.19,-418.20,0.00,-100.49,2.00,1,LQR平衡
25.10,182.02,0.00,214.78,-498.60,0.00,-54.02,2.02,1,LQR平衡
25.12,182.04,0.00,204.61,-395.40,0.00,-83.23,2.04,1,LQR平衡
25.14,182.04,4.80,196.35,-546.00,0.00,-67.47,2.04,1,LQR平衡
25.16,182.07,0.00,187.58,-344.40,0.00,-98.57,2.07,1,LQR平衡
25.18,182.09,5.40,178.15,-579.00,0.00,-65.60,2.09,1,LQR平衡
25.20,182.15,5.40,168.86,-431.40,0.00,-110.56,2.15,1,LQR平衡
25.22,182.18,0.00,158.86,-465.60,0.00,-76.29,2.18,1,LQR平衡
25.24,182.15,0.00,148.12,-631.20,0.00,-30.41,2.15,1,LQR平衡
25.26,182.18,0.00,139.44,-326.40,0.00,-112.93,2.18,1,LQR平衡
25.28,182.18,0.00,131.84,-504.60,0.00,-65.75,2.18,1,LQR平衡
25.30,182.18,0.00,122.43,-469.80,0.00,-74.87,2.18,1,LQR平衡
25.32,182.18,0.00,112.65,-436.80,0.00,-83.51,2.18,1,LQR平衡
25.34,182.18,0.00,104.30,-511.80,0.00,-63.61,2.18,1,LQR平衡
25.36,182.18,0.00,94.68,-367.20,0.00,-101.77,2.18,1,LQR平衡
25.38,182.18,0.00,85.65,-529.20,0.00,-58.86,2.18,1,LQR平衡
25.40,182.18,0.00,75.65,-454.80,0.00,-78.45,2.18,1,LQR平衡
25.42,182.20,0.00,67.06,-441.00,0.00,-84.02,2.20,1,LQR平衡
25.44,182.22,0.00,57.90,-492.60,0.00,-72.30,2.22,1,LQR平衡
25.46,182.29,5.40,48.45,-505.20,0.00,-102.04,2.29,1,LQR平衡
25.48,182.57,24.00,39.20,-465.00,0.00,-232.09,2.57,1,LQR平衡
25.50,184.24,65.40,25.71,-907.20,0.00,-475.21,4.24,1,LQR平衡
25.52,184.88,5.40,359.80,-1849.80,0.00,14.81,4.88,1,LQR平衡
25.54,184.88,0.00,318.80,-1506.60,0.00,-48.45,4.88,1,LQR平衡
25.56,184.86,0.00,304.63,-366.60,0.00,-347.77,4.86,1,LQR平衡
25.58,184.86,0.00,293.55,-1024.80,0.00,-173.64,4.86,1,LQR平衡
25.60,184.88,0.00,266.18,-1362.00,0.00,-86.25,4.88,1,LQR平衡
25.62,184.88,0.00,243.35,-918.60,0.00,-203.30,4.88,1,LQR平衡
25.64,184.88,0.00,227.00,-944.40,0.00,-196.34,4.88,1,LQR平衡
25.66,184.88,0.00,205.60,-1151.40,0.00,-141.43,4.88,1,LQR平衡
25.68,184.88,0.00,183.27,-1002.00,0.00,-180.74,4.88,1,LQR平衡
25.70,184.88,0.00,163.70,-1062.00,0.00,-164.71,4.88,1,LQR平衡
25.72,184.88,0.00,143.46,-1040.40,0.00,-170.26,4.88,1,LQR平衡
25.74,184.86,0.00,123.68,-968.40,0.00,-187.13,4.86,1,LQR平衡
25.76,184.86,0.00,103.12,-1032.00,0.00,-170.14,4.86,1,LQR平衡
25.78,184.83,0.00,81.43,-1061.40,0.00,-160.18,4.83,1,LQR平衡
25.80,184.81,-10.20,61.04,-1001.40,0.00,-122.61,4.81,1,LQR平衡
25.82,184.77,0.00,41.64,-889.20,0.00,-199.38,4.77,1,LQR平衡
25.84,184.72,0.00,24.28,-953.40,0.00,-178.26,4.72,1,LQR平衡
25.86,184.70,0.00,3.08,-1101.00,0.00,-137.05,4.70,1,LQR平衡
25.88,184.70,0.00,341.89,-1015.20,0.00,-162.58,4.70,1,LQR平衡
25.90,184.68,0.00,323.33,-940.80,0.00,-180.09,4.68,1,LQR平衡
25.92,184.68,0.00,304.54,-945.60,0.00,-178.67,4.68,1,LQR平衡
25.94,184.66,0.00,284.28,-1038.00,0.00,-152.06,4.66,1,LQR平衡
25.96,184.64,0.00,263.65,-961.20,0.00,-170.20,4.64,1,LQR平衡
25.98,184.64,0.00,244.93,-976.80,0.00,-165.92,4.64,1,LQR平衡
26.00,184.61,0.00,224.76,-1023.60,0.00,-151.37,4.61,1,LQR平衡
26.02,184.64,0.00,204.70,-973.80,0.00,-166.37,4.64,1,LQR平衡
26.04,184.64,0.00,185.65,-934.80,0.00,-176.52,4.64,1,LQR平衡
26.06,184.66,0.00,165.92,-1036.80,0.00,-151.39,4.66,1,LQR平衡
26.08,184.66,0.00,145.94,-995.40,0.00,-162.17,4.66,1,LQR平衡
26.10,184.66,0.00,127.20,-907.20,0.00,-185.33,4.66,1,LQR平衡
26.12,184.66,0.00,107.60,-982.20,0.00,-165.34,4.66,1,LQR平衡
26.14,184.66,0.00,86.59,-1080.00,0.00,-139.30,4.66,1,LQR平衡
26.16,184.66,0.00,66.77,-906.60,0.00,-184.99,4.66,1,LQR平衡
26.18,184.64,0.00,48.47,-1008.00,0.00,-156.02,4.64,1,LQR平衡
26.20,184.64,0.00,27.77,-1007.40,0.00,-156.01,4.64,1,LQR平衡
26.22,184.64,0.00,8.22,-909.00,0.00,-181.86,4.64,1,LQR平衡
26.24,184.61,0.00,348.93,-951.00,0.00,-171.61,4.61,1,LQR平衡
26.26,184.59,0.00,327.90,-1081.80,0.00,-134.85,4.59,1,LQR平衡
26.28,184.57,0.00,307.71,-934.80,0.00,-171.54,4.57,1,LQR平衡
26.30,184.55,0.00,290.04,-886.80,0.00,-182.09,4.55,1,LQR平衡
26.32,184.55,0.00,270.92,-970.80,0.00,-159.72,4.55,1,LQR平衡
26.34,184.55,0.00,250.58,-1010.40,0.00,-149.08,4.55,1,LQR平衡
26.36,184.57,0.00,231.09,-917.40,0.00,-175.50,4.57,1,LQR平衡
26.38,184.57,0.00,212.06,-1034.40,0.00,-144.41,4.57,1,LQR平衡
26.40,184.57,0.00,191.49,-968.40,0.00,-161.69,4.57,1,LQR平衡
26.42,184.59,0.00,172.92,-913.80,0.00,-177.97,4.59,1,LQR平衡
26.44,184.59,0.00,154.09,-911.40,0.00,-178.45,4.59,1,LQR平衡
26.46,184.59,0.00,134.10,-1048.80,0.00,-141.95,4.59,1,LQR平衡
26.48,184.61,0.00,113.27,-991.20,0.00,-159.00,4.61,1,LQR平衡
26.50,184.64,0.00,94.86,-921.60,0.00,-179.25,4.64,1,LQR平衡
26.52,184.64,0.00,76.07,-952.20,0.00,-171.01,4.64,1,LQR平衡
26.54,184.66,0.00,55.63,-1058.40,0.00,-144.75,4.66,1,LQR平衡
26.56,184.66,0.00,35.44,-922.20,0.00,-180.60,4.66,1,LQR平衡
26.58,184.66,0.00,16.33,-1063.80,0.00,-143.00,4.66,1,LQR平衡
26.60,184.66,0.00,355.76,-987.00,0.00,-166.15,4.66,1,LQR平衡
26.62,184.66,4.80,337.13,-916.20,0.00,-208.84,4.66,1,LQR平衡
26.64,184.66,0.00,317.46,-1037.40,0.00,-152.50,4.66,1,LQR平衡
26.66,184.64,0.00,295.66,-1104.00,0.00,-132.71,4.64,1,LQR平衡
26.68,184.64,0.00,276.37,-878.40,0.00,-192.20,4.64,1,LQR平衡
26.70,184.64,0.00,258.75,-961.80,0.00,-170.00,4.64,1,LQR平衡
26.72,184.64,0.00,238.27,-1055.40,0.00,-145.08,4.64,1,LQR平衡
26.74,184.66,4.80,217.90,-966.00,0.00,-194.67,4.66,1,LQR平衡
26.76,184.68,0.00,198.44,-1081.80,0.00,-141.76,4.68,1,LQR平衡
26.78,184.70,0.00,176.88,-1059.60,0.00,-149.45,4.70,1,LQR平衡
26.80,184.70,0.00,158.23,-863.40,0.00,-201.18,4.70,1,LQR平衡
26.82,184.72,0.00,140.14,-964.20,0.00,-176.37,4.72,1,LQR平衡
26.84,184.75,0.00,118.85,-1096.80,0.00,-143.13,4.75,1,LQR平衡
26.86,184.75,0.00,97.67,-1003.20,0.00,-167.70,4.75,1,LQR平衡
26.88,184.75,0.00,79.04,-902.40,0.00,-194.20,4.75,1,LQR平衡
26.90,184.75,0.00,59.17,-1068.00,0.00,-150.25,4.75,1,LQR平衡
26.92,184.72,0.00,37.90,-972.60,0.00,-173.29,4.72,1,LQR平衡
26.94,184.72,0.00,18.13,-1035.60,0.00,-156.47,4.72,1,LQR平衡
26.96,184.72,0.00,357.41,-1077.60,0.00,-148.21,4.72,1,LQR平衡
26.98,184.70,0.00,338.07,-939.00,0.00,-182.69,4.70,1,LQR平衡
27.00,184.70,0.00,319.39,-916.20,0.00,-188.57,4.70,1,LQR平衡
27.02,184.68,4.20,299.07,-1084.20,0.00,-163.08,4.68,1,LQR平衡
27.04,184.68,0.00,277.78,-1050.00,0.00,-150.84,4.68,1,LQR平衡
27.06,184.68,0.00,258.07,-933.00,0.00,-181.61,4.68,1,LQR平衡
27.08,184.68,5.40,238.97,-969.00,0.00,-199.07,4.68,1,LQR平衡
27.10,184.70,4.80,217.79,-1100.40,0.00,-163.14,4.70,1,LQR平衡
27.12,184.70,0.00,194.90,-1170.60,0.00,-120.25,4.70,1,LQR平衡
27.14,184.70,0.00,174.20,-903.60,0.00,-190.68,4.70,1,LQR平衡
27.16,184.72,0.00,157.26,-876.00,0.00,-199.84,4.72,1,LQR平衡
27.18,184.72,-4.80,136.82,-1081.20,0.00,-121.28,4.72,1,LQR平衡
27.20,184.75,0.00,115.16,-1029.00,0.00,-161.03,4.75,1,LQR平衡
27.22,184.75,4.80,97.40,-874.20,0.00,-225.94,4.75,1,LQR平衡
27.24,184.75,0.00,77.92,-1066.20,0.00,-150.88,4.75,1,LQR平衡
27.26,184.75,0.00,54.60,-1116.60,0.00,-137.36,4.75,1,LQR平衡
27.28,184.72,0.00,34.78,-905.40,0.00,-191.04,4.72,1,LQR平衡
27.30,184.72,0.00,16.24,-1057.80,0.00,-150.58,4.72,1,LQR平衡
27.32,184.70,0.00,355.08,-1042.80,0.00,-155.39,4.70,1,LQR平衡
27.34,184.70,0.00,335.72,-909.00,0.00,-190.61,4.70,1,LQR平衡
27.36,184.70,0.00,316.56,-981.60,0.00,-171.25,4.70,1,LQR平衡
27.38,184.68,0.00,295.55,-1109.40,0.00,-135.28,4.68,1,LQR平衡
27.40,184.68,-5.40,275.62,-898.80,0.00,-163.66,4.68,1,LQR平衡
27.42,184.68,0.00,258.13,-871.80,0.00,-197.79,4.68,1,LQR平衡
27.44,184.68,0.00,238.80,-1042.20,0.00,-152.57,4.68,1,LQR平衡
27.46,184.68,0.00,217.22,-1036.20,0.00,-153.98,4.68,1,LQR平衡
27.48,184.70,0.00,196.98,-973.80,0.00,-172.31,4.70,1,LQR平衡
27.50,184.70,0.00,177.60,-1078.20,0.00,-144.54,4.70,1,LQR平衡
27.52,184.72,5.40,157.83,-885.60,0.00,-224.45,4.72,1,LQR平衡
27.54,184.72,0.00,139.24,-1019.40,0.00,-161.77,4.72,1,LQR平衡
27.56,184.72,0.00,116.39,-1148.40,0.00,-127.47,4.72,1,LQR平衡
27.58,184.75,0.00,95.80,-940.20,0.00,-184.35,4.75,1,LQR平衡
27.60,184.75,0.00,77.92,-907.20,0.00,-192.92,4.75,1,LQR平衡
27.62,184.75,4.80,57.59,-1099.20,0.00,-166.11,4.75,1,LQR平衡
27.64,184.72,0.00,36.12,-1048.80,0.00,-153.13,4.72,1,LQR平衡
27.66,184.72,-4.80,15.25,-1051.80,0.00,-128.04,4.72,1,LQR平衡
27.68,184.70,0.00,356.04,-902.40,0.00,-192.52,4.70,1,LQR平衡
27.70,184.70,-4.80,338.36,-970.80,0.00,-150.16,4.70,1,LQR平衡
27.72,184.70,0.00,318.32,-964.20,0.00,-175.86,4.70,1,LQR平衡
27.74,184.68,0.00,299.33,-983.40,0.00,-168.63,4.68,1,LQR平衡
27.76,184.68,0.00,279.40,-1022.40,0.00,-158.15,4.68,1,LQR平衡
27.78,184.68,0.00,259.69,-987.00,0.00,-167.34,4.68,1,LQR平衡
27.80,184.68,0.00,240.47,-954.00,0.00,-175.91,4.68,1,LQR平衡
27.82,184.68,5.40,220.45,-1016.40,0.00,-186.38,4.68,1,LQR平衡
27.84,184.70,0.00,199.31,-1080.00,0.00,-144.25,4.70,1,LQR平衡
27.86,184.70,0.00,177.67,-1110.00,0.00,-136.13,4.70,1,LQR平衡
27.88,184.72,0.00,159.04,-867.00,0.00,-202.23,4.72,1,LQR平衡
27.90,184.72,0.00,141.35,-925.20,0.00,-186.69,4.72,1,LQR平衡
27.92,184.72,0.00,120.32,-1105.80,0.00,-138.76,4.72,1,LQR平衡
27.94,184.75,0.00,98.44,-1036.20,0.00,-158.99,4.75,1,LQR平衡
27.96,184.75,0.00,79.89,-929.40,0.00,-187.07,4.75,1,LQR平衡
27.98,184.75,0.00,60.75,-1021.80,0.00,-162.48,4.75,1,LQR平衡
28.00,184.72,-4.80,40.14,-1024.20,0.00,-135.54,4.72,1,LQR平衡
28.02,184.72,-5.40,20.30,-894.00,0.00,-166.79,4.72,1,LQR平衡
28.04,184.72,0.00,2.20,-957.60,0.00,-176.96,4.72,1,LQR平衡
