时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),能量(J),模式,是否平衡
59.539,317.944,-147.000,291.204,-116.400,220.000,220.000,137.944,-0.001,文献能量启摆,0
59.559,314.319,175.800,289.512,123.000,-220.000,-220.000,134.319,-0.001,文献能量启摆,0
59.579,317.856,-163.200,291.665,-108.000,220.000,220.000,137.856,-0.001,文献能量启摆,0
59.599,313.594,171.000,289.797,125.400,-220.000,-220.000,133.594,-0.001,文献能量启摆,0
59.619,317.307,-151.800,291.907,-133.200,220.000,220.000,137.307,-0.001,文献能量启摆,0
59.640,312.825,174.000,289.841,129.000,-220.000,-220.000,132.825,-0.001,文献能量启摆,0
59.659,316.692,-147.600,291.995,-124.200,220.000,220.000,136.692,-0.001,文献能量启摆,0
59.679,313.022,193.800,290.281,141.600,-220.000,-220.000,133.022,-0.001,文献能量启摆,0
59.700,317.087,-145.200,292.434,-129.000,220.000,220.000,137.087,-0.001,文献能量启摆,0
59.720,313.220,181.800,290.479,135.000,-220.000,-220.000,133.220,-0.001,文献能量启摆,0
59.740,317.175,-129.000,292.676,-134.400,220.000,220.000,137.175,-0.001,文献能量启摆,0
59.760,313.330,162.600,290.479,134.400,-220.000,-220.000,133.330,-0.001,文献能量启摆,0
59.780,317.131,-123.600,292.720,-135.000,220.000,220.000,137.131,-0.001,文献能量启摆,0
59.800,314.011,166.200,290.852,146.400,-220.000,-220.000,134.011,-0.001,文献能量启摆,0
59.819,318.098,-123.000,293.115,-122.400,220.000,220.000,138.098,-0.001,文献能量启摆,0
59.839,314.802,169.200,290.962,129.600,-220.000,-220.000,134.802,-0.001,文献能量启摆,0
59.859,318.032,-156.000,292.786,-135.600,220.000,220.000,138.032,-0.001,文献能量启摆,0
59.879,314.385,159.000,290.632,119.400,-220.000,-220.000,134.385,-0.001,文献能量启摆,0
59.899,317.725,-124.800,292.610,-145.800,220.000,220.000,137.725,-0.001,文献能量启摆,0
59.919,314.077,158.400,290.457,124.800,-220.000,-220.000,134.077,-0.001,文献能量启摆,0
59.939,316.780,-139.800,292.544,-129.600,220.000,220.000,136.780,-0.001,文献能量启摆,0
59.959,313.066,142.800,290.786,123.600,-220.000,-220.000,133.066,-0.001,文献能量启摆,0
59.979,315.747,-134.400,292.874,-129.000,220.000,220.000,135.747,-0.001,文献能量启摆,0
60.000,312.341,150.600,290.918,124.200,-220.000,-220.000,132.341,-0.001,文献能量启摆,0
60.020,315.264,-123.000,293.027,-112.200,220.000,220.000,135.264,-0.001,文献能量启摆,0
60.040,312.012,171.000,291.006,118.800,-220.000,-220.000,132.012,-0.001,文献能量启摆,0
60.060,315.066,-134.400,293.159,-118.200,220.000,220.000,135.066,-0.001,文献能量启摆,0
60.080,311.836,166.200,291.094,123.000,-220.000,-220.000,131.836,-0.001,文献能量启摆,0
60.100,314.385,-140.400,293.313,-124.800,220.000,220.000,134.385,-0.001,文献能量启摆,0
60.120,311.287,195.000,291.072,124.800,-220.000,-220.000,131.287,-0.001,文献能量启摆,0
60.140,314.209,-150.600,292.896,-140.400,220.000,220.000,134.209,-0.001,文献能量启摆,0
60.160,311.616,190.800,290.698,111.600,-220.000,-220.000,131.616,-0.001,文献能量启摆,0
60.180,314.714,-145.800,292.808,-129.600,220.000,220.000,134.714,-0.001,文献能量启摆,0
60.200,311.704,177.600,290.610,112.200,-220.000,-220.000,131.704,-0.001,文献能量启摆,0
60.220,314.780,-145.800,292.368,-135.000,220.000,220.000,134.780,-0.001,文献能量启摆,0
60.240,312.166,172.800,290.083,112.200,-220.000,-220.000,132.166,-0.001,文献能量启摆,0
60.260,315.527,-124.800,292.061,-135.600,220.000,220.000,135.527,-0.001,文献能量启摆,0
60.280,312.407,170.400,289.885,112.800,-220.000,-220.000,132.407,-0.001,文献能量启摆,0
60.300,315.967,-134.400,292.017,-131.400,220.000,220.000,135.967,-0.001,文献能量启摆,0
60.320,312.385,162.600,290.193,124.800,-220.000,-220.000,132.385,-0.001,文献能量启摆,0
60.340,315.835,-158.400,292.390,-129.000,220.000,220.000,135.835,-0.001,文献能量启摆,0
60.359,311.726,209.400,290.237,133.800,-220.000,-220.000,131.726,-0.001,文献能量启摆,0
60.379,316.099,-166.800,292.061,-136.200,220.000,220.000,136.099,-0.001,文献能量启摆,0
60.399,312.056,236.400,289.797,124.800,-220.000,-220.000,132.056,-0.001,文献能量启摆,0
60.419,316.846,-170.400,291.973,-141.000,220.000,220.000,136.846,-0.001,文献能量启摆,0
60.439,312.275,225.000,290.017,124.800,-220.000,-220.000,132.275,-0.001,文献能量启摆,0
60.459,316.912,-157.800,292.368,-136.200,220.000,220.000,136.912,-0.001,文献能量启摆,0
60.479,313.154,198.600,290.149,142.200,-220.000,-220.000,133.154,-0.001,文献能量启摆,0
60.499,317.527,-141.000,292.566,-150.000,220.000,220.000,137.527,-0.001,文献能量启摆,0
60.520,314.055,163.800,290.149,142.200,-220.000,-220.000,134.055,-0.001,文献能量启摆,0
60.539,317.769,-129.600,292.610,-146.400,220.000,220.000,137.769,-0.001,文献能量启摆,0
60.560,314.407,146.400,290.610,124.200,-220.000,-220.000,134.407,-0.001,文献能量启摆,0
60.580,317.263,-130.200,293.774,-129.000,220.000,220.000,137.263,-0.001,文献能量启摆,0
60.600,313.682,135.000,291.863,136.200,-220.000,-220.000,133.682,-0.001,文献能量启摆,0
60.620,316.604,-134.400,294.807,-129.000,220.000,220.000,136.604,-0.001,文献能量启摆,0
60.640,313.088,142.200,292.412,136.200,-220.000,-220.000,133.088,-0.001,文献能量启摆,0
60.660,316.077,-124.800,295.444,-121.800,220.000,220.000,136.077,-0.001,文献能量启摆,0
60.680,312.605,145.800,292.830,134.400,-220.000,-220.000,132.605,-0.001,文献能量启摆,0
60.700,315.088,-130.200,295.906,-133.200,220.000,220.000,135.088,-0.001,文献能量启摆,0
60.719,311.814,166.200,293.752,141.000,-220.000,-220.000,131.814,-0.001,文献能量启摆,0
60.739,314.077,-130.800,297.048,-110.400,220.000,220.000,134.077,-0.001,文献能量启摆,0
60.759,311.199,186.600,295.356,118.200,-220.000,-220.000,131.199,-0.001,文献能量启摆,0
60.779,313.726,-135.600,298.542,-118.800,220.000,220.000,133.726,-0.001,文献能量启摆,0
60.799,311.001,171.600,296.785,113.400,-220.000,-220.000,131.001,-0.001,文献能量启摆,0
60.820,313.000,-124.200,299.399,-124.200,220.000,220.000,133.000,-0.001,文献能量启摆,0
60.840,310.693,159.000,297.664,120.000,-220.000,-220.000,130.693,-0.001,文献能量启摆,0
60.860,313.286,-130.200,299.795,-133.800,220.000,220.000,133.286,-0.001,文献能量启摆,0
60.880,311.265,147.000,298.015,122.400,-220.000,-220.000,131.265,-0.001,文献能量启摆,0
60.900,313.638,-118.200,299.619,-130.200,220.000,220.000,133.638,-0.001,文献能量启摆,0
60.920,311.353,141.600,297.795,112.800,-220.000,-220.000,131.353,-0.001,文献能量启摆,0
60.940,313.462,-114.000,299.575,-137.400,220.000,220.000,133.462,-0.001,文献能量启摆,0
60.969,313.484,245.400,299.773,273.000,-220.000,-220.000,133.484,-0.001,文献能量启摆,0
60.984,320.427,370.800,303.596,16.800,-220.000,-220.000,140.427,-0.000,文献能量启摆,0
60.999,319.702,-85.200,301.597,-187.800,220.000,220.000,139.702,-0.001,文献能量启摆,0
61.019,317.659,94.800,298.982,99.600,-220.000,-220.000,137.659,-0.001,文献能量启摆,0
61.040,318.823,-104.400,300.168,-138.600,220.000,220.000,138.823,-0.001,文献能量启摆,0
61.059,316.780,102.000,298.169,104.400,-220.000,-220.000,136.780,-0.001,文献能量启摆,0
61.080,318.164,-104.400,299.465,-145.800,220.000,220.000,138.164,-0.001,文献能量启摆,0
61.099,316.165,111.000,297.532,115.800,-220.000,-220.000,136.165,-0.001,文献能量启摆,0
61.120,317.329,-103.800,299.180,-152.400,220.000,220.000,137.329,-0.001,文献能量启摆,0
61.140,315.176,108.000,297.158,92.400,-220.000,-220.000,135.176,-0.001,文献能量启摆,0
61.160,316.516,-104.400,299.004,-146.400,220.000,220.000,136.516,-0.001,文献能量启摆,0
61.180,314.495,109.200,297.400,110.400,-220.000,-220.000,134.495,-0.001,文献能量启摆,0
61.199,315.527,-99.600,299.246,-134.400,220.000,220.000,135.527,-0.001,文献能量启摆,0
61.219,313.660,110.400,297.444,111.600,-220.000,-220.000,133.660,-0.001,文献能量启摆,0
61.240,314.758,-94.200,298.938,-145.800,220.000,220.000,134.758,-0.001,文献能量启摆,0
61.260,313.132,102.000,296.609,93.000,-220.000,-220.000,133.132,-0.001,文献能量启摆,0
61.279,314.363,-106.800,298.015,-146.400,220.000,220.000,134.363,-0.001,文献能量启摆,0
61.299,313.110,115.200,295.796,94.800,-220.000,-220.000,133.110,-0.001,文献能量启摆,0
61.319,314.451,-99.000,297.510,-125.400,220.000,220.000,134.451,-0.001,文献能量启摆,0
61.339,313.088,102.000,295.269,91.800,-220.000,-220.000,133.088,-0.001,文献能量启摆,0
61.360,314.099,-94.200,296.609,-118.200,220.000,220.000,134.099,-0.001,文献能量启摆,0
61.379,312.803,108.600,294.434,98.400,-220.000,-220.000,132.803,-0.001,文献能量启摆,0
61.399,313.923,-105.600,295.818,-119.400,220.000,220.000,133.923,-0.001,文献能量启摆,0
61.419,312.627,95.400,293.643,89.400,-220.000,-220.000,132.627,-0.001,文献能量启摆,0
61.440,313.484,-96.000,294.653,-129.600,220.000,220.000,133.484,-0.001,文献能量启摆,0
61.459,312.056,109.800,292.280,85.800,-220.000,-220.000,132.056,-0.001,文献能量启摆,0
61.480,312.737,-90.000,293.027,-127.800,220.000,220.000,132.737,-0.001,文献能量启摆,0
61.499,311.704,91.800,291.226,93.600,-220.000,-220.000,131.704,-0.001,文献能量启摆,0
61.519,312.473,-93.600,292.192,-124.800,220.000,220.000,132.473,-0.001,文献能量启摆,0
61.539,311.550,94.800,290.588,86.400,-220.000,-220.000,131.550,-0.001,文献能量启摆,0
61.559,312.144,-88.200,291.423,-133.800,220.000,220.000,132.144,-0.001,文献能量启摆,0
61.579,311.396,91.200,289.907,104.400,-220.000,-220.000,131.396,-0.001,文献能量启摆,0
61.599,312.078,-88.200,291.006,-118.800,220.000,220.000,132.078,-0.001,文献能量启摆,0
61.619,311.506,93.000,289.402,98.400,-220.000,-220.000,131.506,-0.001,文献能量启摆,0
61.639,312.188,-88.800,290.237,-133.800,220.000,220.000,132.188,-0.001,文献能量启摆,0
61.660,311.506,85.200,288.765,90.600,-220.000,-220.000,131.506,-0.001,文献能量启摆,0
61.679,312.209,-93.600,289.775,-123.600,220.000,220.000,132.209,-0.001,文献能量启摆,0
61.699,311.440,103.200,288.215,88.800,-220.000,-220.000,131.440,-0.001,文献能量启摆,0
61.719,311.990,-88.800,289.490,-119.400,220.000,220.000,131.990,-0.001,文献能量启摆,0
61.739,311.309,87.600,287.842,91.200,-220.000,-220.000,131.309,-0.001,文献能量启摆,0
61.759,311.968,-94.200,288.787,-129.600,220.000,220.000,131.968,-0.001,文献能量启摆,0
61.780,311.243,85.800,287.271,114.600,-220.000,-220.000,131.243,-0.001,文献能量启摆,0
61.799,311.946,-84.000,288.391,-129.600,220.000,220.000,131.946,-0.001,文献能量启摆,0
61.819,311.375,97.800,286.765,88.800,-220.000,-220.000,131.375,-0.001,文献能量启摆,0
61.839,312.056,-88.800,287.688,-126.000,220.000,220.000,132.056,-0.001,文献能量启摆,0
61.859,311.375,91.200,286.194,96.600,-220.000,-220.000,131.375,-0.001,文献能量启摆,0
61.879,312.122,-85.800,287.271,-123.000,220.000,220.000,132.122,-0.001,文献能量启摆,0
61.899,311.528,98.400,285.754,88.200,-220.000,-220.000,131.528,-0.001,文献能量启摆,0
61.919,312.209,-99.600,286.963,-119.400,220.000,220.000,132.209,-0.001,文献能量启摆,0
61.939,311.550,87.600,285.732,103.800,-220.000,-220.000,131.550,-0.001,文献能量启摆,0
61.959,312.275,-94.800,287.007,-127.800,220.000,220.000,132.275,-0.001,文献能量启摆,0
61.979,311.528,93.600,285.513,103.800,-220.000,-220.000,131.528,-0.001,文献能量启摆,0
61.999,312.078,-87.600,286.875,-118.200,220.000,220.000,132.078,-0.001,文献能量启摆,0
62.020,311.396,82.200,285.491,121.800,-220.000,-220.000,131.396,-0.001,文献能量启摆,0
62.039,312.056,-88.800,287.402,-114.000,220.000,220.000,132.056,-0.001,文献能量启摆,0
62.059,311.331,87.600,285.952,115.800,-220.000,-220.000,131.331,-0.001,文献能量启摆,0
62.079,311.814,-86.400,287.864,-112.200,220.000,220.000,131.814,-0.001,文献能量启摆,0
62.100,311.177,71.400,286.172,115.800,-220.000,-220.000,131.177,-0.001,文献能量启摆,0
62.120,311.726,-94.200,288.083,-123.600,220.000,220.000,131.726,-0.001,文献能量启摆,0
62.139,311.133,76.200,286.194,118.800,-220.000,-220.000,131.133,-0.001,文献能量启摆,0
62.159,311.528,-92.400,287.798,-117.600,220.000,220.000,131.528,-0.001,文献能量启摆,0
62.179,311.023,76.800,285.952,109.800,-220.000,-220.000,131.023,-0.001,文献能量启摆,0
62.199,311.550,-87.000,287.732,-108.000,220.000,220.000,131.550,-0.001,文献能量启摆,0
62.219,310.957,87.600,285.908,109.800,-220.000,-220.000,130.957,-0.001,文献能量启摆,0
62.239,311.353,-91.200,287.358,-118.800,220.000,220.000,131.353,-0.001,文献能量启摆,0
62.259,310.825,93.000,285.535,120.000,-220.000,-220.000,130.825,-0.001,文献能量启摆,0
62.279,311.375,-87.000,287.161,-118.200,220.000,220.000,131.375,-0.001,文献能量启摆,0
62.299,310.693,87.600,285.359,105.600,-220.000,-220.000,130.693,-0.001,文献能量启摆,0
62.320,311.375,-91.200,287.117,-118.800,220.000,220.000,131.375,-0.001,文献能量启摆,0
62.340,310.430,111.000,285.293,105.000,-220.000,-220.000,130.430,-0.001,文献能量启摆,0
62.359,311.331,-97.800,287.183,-117.600,220.000,220.000,131.331,-0.001,文献能量启摆,0
62.379,310.386,111.600,285.535,90.600,-220.000,-220.000,130.386,-0.001,文献能量启摆,0
62.399,311.462,-99.000,287.468,-118.800,220.000,220.000,131.462,-0.001,文献能量启摆,0
62.419,310.298,126.000,285.645,105.600,-220.000,-220.000,130.298,-0.001,文献能量启摆,0
62.440,311.550,-109.800,287.183,-126.000,220.000,220.000,131.550,-0.001,文献能量启摆,0
62.459,309.990,162.000,284.985,92.400,-220.000,-220.000,129.990,-0.001,文献能量启摆,0
62.479,311.704,-129.000,286.392,-135.600,220.000,220.000,131.704,-0.001,文献能量启摆,0
62.500,309.814,177.600,284.480,99.000,-220.000,-220.000,129.814,-0.001,文献能量启摆,0
62.520,311.792,-129.000,286.106,-135.000,220.000,220.000,131.792,-0.001,文献能量启摆,0
62.539,310.144,165.000,284.172,111.000,-220.000,-220.000,130.144,-0.001,文献能量启摆,0
62.559,312.100,-129.600,285.491,-125.400,220.000,220.000,132.100,-0.001,文献能量启摆,0
62.579,310.100,182.400,283.689,100.200,-220.000,-220.000,130.100,-0.001,文献能量启摆,0
62.599,311.836,-136.800,285.293,-126.000,220.000,220.000,131.836,-0.001,文献能量启摆,0
62.619,309.836,203.400,283.381,105.000,-220.000,-220.000,129.836,-0.001,文献能量启摆,0
62.639,311.902,-147.000,284.700,-142.200,220.000,220.000,131.902,-0.001,文献能量启摆,0
62.659,309.661,223.800,282.964,120.000,-220.000,-220.000,129.661,-0.001,文献能量启摆,0
62.679,312.034,-163.200,284.524,-126.000,220.000,220.000,132.034,-0.001,文献能量启摆,0
62.699,310.034,242.400,282.634,105.600,-220.000,-220.000,130.034,-0.001,文献能量启摆,0
62.719,312.473,-159.000,284.436,-136.200,220.000,220.000,132.473,-0.001,文献能量启摆,0
62.739,309.880,247.800,282.832,132.600,-220.000,-220.000,129.880,-0.001,文献能量启摆,0
62.759,312.759,-171.600,284.634,-130.800,220.000,220.000,132.759,-0.001,文献能量启摆,0
62.780,310.320,265.800,282.832,112.800,-220.000,-220.000,130.320,-0.001,文献能量启摆,0
62.799,313.286,-180.000,284.744,-130.800,220.000,220.000,133.286,-0.001,文献能量启摆,0
62.819,310.188,261.600,283.140,134.400,-220.000,-220.000,130.188,-0.001,文献能量启摆,0
62.840,313.572,-182.400,285.337,-136.800,220.000,220.000,133.572,-0.001,文献能量启摆,0
62.859,310.671,259.800,283.096,162.600,-220.000,-220.000,130.671,-0.001,文献能量启摆,0
62.879,314.231,-186.000,286.128,-171.600,220.000,220.000,134.231,-0.001,文献能量启摆,0
62.899,310.605,267.600,283.008,169.800,-220.000,-220.000,130.605,-0.001,文献能量启摆,0
62.920,314.451,-187.800,286.238,-178.200,220.000,220.000,134.451,-0.001,文献能量启摆,0
62.939,310.474,277.200,282.854,186.600,-220.000,-220.000,130.474,-0.001,文献能量启摆,0
62.959,313.770,-202.800,285.667,-199.800,220.000,220.000,133.770,-0.001,文献能量启摆,0
62.979,310.056,289.200,282.041,202.800,-220.000,-220.000,130.056,-0.001,文献能量启摆,0
62.999,313.726,-213.600,285.535,-184.200,220.000,220.000,133.726,-0.001,文献能量启摆,0
63.019,309.858,289.800,281.909,203.400,-220.000,-220.000,129.858,-0.001,文献能量启摆,0
63.040,313.044,-238.800,284.810,-224.400,220.000,220.000,133.044,-0.001,文献能量启摆,0
63.060,309.463,300.000,280.591,169.800,-220.000,-220.000,129.463,-0.001,文献能量启摆,0
63.079,313.286,-250.200,283.447,-192.000,220.000,220.000,133.286,-0.001,文献能量启摆,0
63.099,309.287,300.000,279.514,168.000,-220.000,-220.000,129.287,-0.001,文献能量启摆,0
63.120,313.506,-235.800,282.964,-193.800,220.000,220.000,133.506,-0.001,文献能量启摆,0
63.139,309.924,305.400,279.009,157.800,-220.000,-220.000,129.924,-0.001,文献能量启摆,0
63.159,314.033,-237.000,282.063,-205.200,220.000,220.000,134.033,-0.001,文献能量启摆,0
63.179,309.924,300.600,277.954,156.600,-220.000,-220.000,129.924,-0.001,文献能量启摆,0
63.199,314.165,-239.400,281.492,-178.200,220.000,220.000,134.165,-0.001,文献能量启摆,0
63.219,310.474,282.000,277.339,162.600,-220.000,-220.000,130.474,-0.001,文献能量启摆,0
63.239,314.780,-237.000,280.261,-178.200,220.000,220.000,134.780,-0.001,文献能量启摆,0
63.259,310.430,300.600,275.889,163.800,-220.000,-220.000,130.430,-0.001,文献能量启摆,0
63.280,314.912,-241.800,279.207,-177.000,220.000,220.000,134.912,-0.001,文献能量启摆,0
63.301,310.364,312.000,275.098,183.000,-220.000,-220.000,130.364,-0.001,文献能量启摆,0
63.320,314.868,-196.800,279.734,-136.800,220.000,220.000,134.868,-0.001,文献能量启摆,0
63.341,310.298,257.400,276.262,180.600,-220.000,-220.000,130.298,-0.001,文献能量启摆,0
63.360,314.846,-179.400,281.074,-168.000,220.000,220.000,134.846,-0.001,文献能量启摆,0
63.380,310.869,277.800,277.229,165.600,-220.000,-220.000,130.869,-0.001,文献能量启摆,0
63.400,315.615,-178.800,281.030,-171.000,220.000,220.000,135.615,-0.001,文献能量启摆,0
63.420,311.550,256.800,276.702,167.400,-220.000,-220.000,131.550,-0.001,文献能量启摆,0
63.440,316.604,-174.000,280.701,-165.600,220.000,220.000,136.604,-0.001,文献能量启摆,0
63.460,311.836,243.600,276.482,162.600,-220.000,-220.000,131.836,-0.001,文献能量启摆,0
63.480,316.824,-160.200,280.525,-174.600,220.000,220.000,136.824,-0.001,文献能量启摆,0
63.499,311.770,207.600,277.075,169.200,-220.000,-220.000,131.770,-0.001,文献能量启摆,0
63.519,315.945,-192.000,280.569,-171.600,220.000,220.000,135.945,-0.001,文献能量启摆,0
63.539,311.177,252.000,276.855,162.600,-220.000,-220.000,131.177,-0.001,文献能量启摆,0
63.559,314.648,-205.800,280.547,-142.200,220.000,220.000,134.648,-0.001,文献能量启摆,0
63.580,310.759,237.600,276.965,146.400,-220.000,-220.000,130.759,-0.001,文献能量启摆,0
63.599,314.824,-165.000,280.701,-153.600,220.000,220.000,134.824,-0.001,文献能量启摆,0
63.619,311.660,204.000,277.822,156.600,-220.000,-220.000,131.660,-0.001,文献能量启摆,0
63.639,315.461,-168.600,281.602,-176.400,220.000,220.000,135.461,-0.001,文献能量启摆,0
63.660,312.473,193.200,278.394,151.800,-220.000,-220.000,132.473,-0.001,文献能量启摆,0
63.679,316.472,-142.200,282.085,-159.600,220.000,220.000,136.472,-0.001,文献能量启摆,0
63.699,313.220,169.200,278.635,161.400,-220.000,-220.000,133.220,-0.001,文献能量启摆,0
63.719,316.560,-140.400,282.458,-166.800,220.000,220.000,136.560,-0.001,文献能量启摆,0
63.740,314.055,166.200,279.624,180.600,-220.000,-220.000,134.055,-0.001,文献能量启摆,0
63.760,318.186,-129.600,284.106,-181.800,220.000,220.000,138.186,-0.001,文献能量启摆,0
63.780,315.483,147.000,280.525,177.000,-220.000,-220.000,135.483,-0.001,文献能量启摆,0
63.800,319.065,-141.000,283.887,-198.000,220.000,220.000,139.065,-0.001,文献能量启摆,0
63.820,315.483,159.600,279.976,169.200,-220.000,-220.000,135.483,-0.001,文献能量启摆,0
