时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),能量(J),模式,是否平衡
32.780,328.997,229.200,343.828,180.600,-220.000,-220.000,148.997,-0.000,文献能量启摆,0
32.800,333.853,-150.600,347.651,-236.400,220.000,220.000,153.853,-0.000,文献能量启摆,0
32.820,329.700,204.600,343.784,165.600,-220.000,-220.000,149.700,-0.000,文献能量启摆,0
32.840,335.105,-152.400,347.739,-235.200,220.000,220.000,155.105,-0.000,文献能量启摆,0
32.860,330.491,168.600,343.762,157.200,-220.000,-220.000,150.491,-0.000,文献能量启摆,0
32.880,335.940,-138.000,347.234,-223.800,220.000,220.000,155.940,-0.000,文献能量启摆,0
32.900,331.128,130.800,343.147,169.800,-220.000,-220.000,151.128,-0.000,文献能量启摆,0
32.920,335.786,-184.800,347.146,-211.800,220.000,220.000,155.786,-0.000,文献能量启摆,0
32.940,330.293,170.400,343.806,184.200,-220.000,-220.000,150.293,-0.000,文献能量启摆,0
32.960,335.281,-166.200,347.585,-232.800,220.000,220.000,155.281,-0.000,文献能量启摆,0
32.980,329.612,130.200,343.828,174.600,-220.000,-220.000,149.612,-0.000,文献能量启摆,0
33.000,333.831,-178.800,347.761,-241.200,220.000,220.000,153.831,-0.000,文献能量启摆,0
33.019,328.052,232.200,344.531,186.000,-220.000,-220.000,148.052,-0.000,文献能量启摆,0
33.039,331.611,-210.000,348.245,-247.800,220.000,220.000,151.611,-0.000,文献能量启摆,0
33.059,326.777,258.600,344.597,191.400,-220.000,-220.000,146.777,-0.000,文献能量启摆,0
33.079,331.018,-240.000,347.695,-265.800,220.000,220.000,151.018,-0.000,文献能量启摆,0
33.100,326.470,288.600,343.960,176.400,-220.000,-220.000,146.470,-0.000,文献能量启摆,0
33.119,331.062,-235.200,347.629,-245.400,220.000,220.000,151.062,-0.000,文献能量启摆,0
33.139,327.063,280.200,343.828,174.600,-220.000,-220.000,147.063,-0.000,文献能量启摆,0
33.159,331.875,-201.000,347.080,-253.800,220.000,220.000,151.875,-0.000,文献能量启摆,0
33.179,327.239,276.000,343.191,175.200,-220.000,-220.000,147.239,-0.000,文献能量启摆,0
33.199,332.095,-201.000,346.970,-229.800,220.000,220.000,152.095,-0.000,文献能量启摆,0
33.219,327.854,262.200,342.971,174.000,-220.000,-220.000,147.854,-0.000,文献能量启摆,0
33.239,333.040,-172.800,346.992,-210.600,220.000,220.000,153.040,-0.000,文献能量启摆,0
33.259,328.140,243.600,342.949,163.800,-220.000,-220.000,148.140,-0.000,文献能量启摆,0
33.279,333.281,-161.400,346.421,-220.200,220.000,220.000,153.281,-0.000,文献能量启摆,0
33.299,329.084,234.600,342.070,146.400,-220.000,-220.000,149.084,-0.000,文献能量启摆,0
33.319,334.731,-157.200,346.003,-172.200,220.000,220.000,154.731,-0.000,文献能量启摆,0
33.339,330.425,171.000,341.719,172.200,-220.000,-220.000,150.425,-0.000,文献能量启摆,0
33.359,336.028,-170.400,345.872,-176.400,220.000,220.000,156.028,-0.000,文献能量启摆,0
33.379,331.150,163.200,342.312,174.600,-220.000,-220.000,151.150,-0.000,文献能量启摆,0
33.399,335.786,-202.800,346.619,-188.400,220.000,220.000,155.786,-0.000,文献能量启摆,0
33.419,330.227,163.800,342.817,167.400,-220.000,-220.000,150.227,-0.000,文献能量启摆,0
33.439,334.973,-172.800,346.948,-216.000,220.000,220.000,154.973,-0.000,文献能量启摆,0
33.459,329.304,169.800,342.971,168.600,-220.000,-220.000,149.304,-0.000,文献能量启摆,0
33.479,333.281,-204.600,346.487,-213.600,220.000,220.000,153.281,-0.000,文献能量启摆,0
33.500,327.876,239.400,342.180,163.800,-220.000,-220.000,147.876,-0.000,文献能量启摆,0
33.519,332.271,-198.000,346.069,-183.000,220.000,220.000,152.271,-0.000,文献能量启摆,0
33.539,327.217,262.800,341.807,168.000,-220.000,-220.000,147.217,-0.000,文献能量启摆,0
33.559,331.963,-201.600,345.938,-182.400,220.000,220.000,151.963,-0.000,文献能量启摆,0
33.579,327.788,261.600,342.488,175.200,-220.000,-220.000,147.788,-0.000,文献能量启摆,0
33.599,332.842,-174.000,346.772,-199.800,220.000,220.000,152.842,-0.000,文献能量启摆,0
33.619,328.008,238.200,342.993,168.600,-220.000,-220.000,148.008,-0.000,文献能量启摆,0
33.639,333.127,-178.800,347.080,-215.400,220.000,220.000,153.127,-0.000,文献能量启摆,0
33.659,328.777,246.000,343.894,180.600,-220.000,-220.000,148.777,-0.000,文献能量启摆,0
33.679,334.314,-159.600,347.629,-259.800,220.000,220.000,154.314,-0.000,文献能量启摆,0
33.699,329.546,196.800,344.092,174.600,-220.000,-220.000,149.546,-0.000,文献能量启摆,0
33.719,335.193,-164.400,347.783,-240.600,220.000,220.000,155.193,-0.000,文献能量启摆,0
33.739,330.139,149.400,344.026,178.800,-220.000,-220.000,150.139,-0.000,文献能量启摆,0
33.759,334.819,-179.400,347.893,-244.800,220.000,220.000,154.819,-0.000,文献能量启摆,0
33.779,329.326,177.600,344.817,214.800,-220.000,-220.000,149.326,-0.000,文献能量启摆,0
33.799,334.226,-168.000,348.311,-265.800,220.000,220.000,154.226,-0.000,文献能量启摆,0
33.819,328.711,202.800,344.905,208.200,-220.000,-220.000,148.711,-0.000,文献能量启摆,0
33.839,332.710,-205.800,348.464,-241.800,220.000,220.000,152.710,-0.000,文献能量启摆,0
33.860,327.568,250.800,345.718,237.600,-220.000,-220.000,147.568,-0.000,文献能量启摆,0
33.880,332.007,-198.600,349.475,-250.200,220.000,220.000,152.007,-0.000,文献能量启摆,0
33.900,327.129,271.200,346.047,224.400,-220.000,-220.000,147.129,-0.000,文献能量启摆,0
33.920,331.919,-218.400,348.992,-271.200,220.000,220.000,151.919,-0.000,文献能量启摆,0
33.939,326.909,254.400,345.520,231.000,-220.000,-220.000,146.909,-0.000,文献能量启摆,0
33.959,331.040,-244.200,349.080,-265.800,220.000,220.000,151.040,-0.000,文献能量启摆,0
33.980,326.382,289.200,346.311,239.400,-220.000,-220.000,146.382,-0.000,文献能量启摆,0
34.000,330.886,-234.600,350.134,-248.400,220.000,220.000,150.886,-0.000,文献能量启摆,0
34.019,326.206,266.400,347.278,250.800,-220.000,-220.000,146.206,-0.000,文献能量启摆,0
34.039,330.117,-244.800,350.728,-221.400,220.000,220.000,150.117,-0.000,文献能量启摆,0
34.059,325.745,300.600,347.300,228.600,-220.000,-220.000,145.745,-0.000,文献能量启摆,0
34.079,330.029,-253.800,349.958,-237.600,220.000,220.000,150.029,-0.000,文献能量启摆,0
34.099,326.316,273.600,347.102,227.400,-220.000,-220.000,146.316,-0.000,文献能量启摆,0
34.119,330.513,-208.800,349.937,-208.800,220.000,220.000,150.513,-0.000,文献能量启摆,0
34.139,326.360,268.800,346.970,216.600,-220.000,-220.000,146.360,-0.000,文献能量启摆,0
34.159,330.645,-229.200,349.409,-229.800,220.000,220.000,150.645,-0.000,文献能量启摆,0
34.179,326.975,270.000,346.597,226.200,-220.000,-220.000,146.975,-0.000,文献能量启摆,0
34.199,331.282,-193.800,349.321,-201.600,220.000,220.000,151.282,-0.000,文献能量启摆,0
34.219,327.085,264.000,346.663,187.800,-220.000,-220.000,147.085,-0.000,文献能量启摆,0
34.239,331.436,-201.000,349.277,-178.800,220.000,220.000,151.436,-0.000,文献能量启摆,0
34.260,326.931,263.400,347.366,198.000,-220.000,-220.000,146.931,-0.000,文献能量启摆,0
34.279,331.633,-168.000,350.046,-171.000,220.000,220.000,151.633,-0.000,文献能量启摆,0
34.299,327.502,259.200,348.135,181.800,-220.000,-220.000,147.502,-0.000,文献能量启摆,0
34.320,332.446,-170.400,350.420,-165.600,220.000,220.000,152.446,-0.000,文献能量启摆,0
34.340,327.832,247.200,348.245,175.200,-220.000,-220.000,147.832,-0.000,文献能量启摆,0
34.360,332.622,-171.600,350.464,-171.600,220.000,220.000,152.622,-0.000,文献能量启摆,0
34.380,327.832,202.800,348.245,164.400,-220.000,-220.000,147.832,-0.000,文献能量启摆,0
34.400,332.622,-144.000,350.464,-164.400,220.000,220.000,152.622,-0.000,文献能量启摆,0
34.420,328.425,231.000,348.201,169.200,-220.000,-220.000,148.425,-0.000,文献能量启摆,0
34.440,333.457,-144.600,349.871,-166.800,220.000,220.000,153.457,-0.000,文献能量启摆,0
34.460,329.458,175.200,347.849,141.600,-220.000,-220.000,149.458,-0.000,文献能量启摆,0
34.480,333.677,-150.600,349.585,-160.800,220.000,220.000,153.677,-0.000,文献能量启摆,0
34.500,329.502,169.200,347.805,163.200,-220.000,-220.000,149.502,-0.000,文献能量启摆,0
34.519,333.611,-164.400,349.211,-170.400,220.000,220.000,153.611,-0.000,文献能量启摆,0
34.540,329.985,172.200,347.563,163.800,-220.000,-220.000,149.985,-0.000,文献能量启摆,0
34.559,334.424,-155.400,349.058,-161.400,220.000,220.000,154.424,-0.000,文献能量启摆,0
34.579,330.557,163.800,347.827,162.600,-220.000,-220.000,150.557,-0.000,文献能量启摆,0
34.599,335.171,-167.400,349.189,-159.000,220.000,220.000,155.171,-0.000,文献能量启摆,0
34.619,332.205,171.000,347.871,147.600,-220.000,-220.000,152.205,-0.000,文献能量启摆,0
34.639,337.017,-168.600,348.860,-150.000,220.000,220.000,157.017,-0.000,文献能量启摆,0
34.659,333.259,193.200,347.410,150.000,-220.000,-220.000,153.259,-0.000,文献能量启摆,0
34.679,338.093,-210.000,348.223,-165.000,220.000,220.000,158.093,-0.000,文献能量启摆,0
34.699,333.721,202.200,347.212,143.400,-220.000,-220.000,153.721,-0.000,文献能量启摆,0
34.720,337.676,-216.000,348.113,-152.400,220.000,220.000,157.676,-0.000,文献能量启摆,0
34.740,333.083,175.200,347.300,153.000,-220.000,-220.000,153.083,-0.000,文献能量启摆,0
34.760,337.390,-204.600,348.333,-137.400,220.000,220.000,157.390,-0.000,文献能量启摆,0
34.780,332.688,176.400,347.410,146.400,-220.000,-220.000,152.688,-0.000,文献能量启摆,0
34.799,337.368,-171.000,348.267,-129.600,220.000,220.000,157.368,-0.000,文献能量启摆,0
34.819,333.347,198.600,347.366,133.800,-220.000,-220.000,153.347,-0.000,文献能量启摆,0
34.840,338.291,-207.000,348.201,-124.200,220.000,220.000,158.291,-0.000,文献能量启摆,0
34.859,333.787,193.200,347.388,139.200,-220.000,-220.000,153.787,-0.000,文献能量启摆,0
34.879,338.840,-182.400,347.871,-129.600,220.000,220.000,158.840,-0.000,文献能量启摆,0
34.900,333.984,163.800,347.256,114.000,-220.000,-220.000,153.984,-0.000,文献能量启摆,0
34.919,338.071,-224.400,347.739,-117.600,220.000,220.000,158.071,0.000,文献能量启摆,0
34.940,333.523,176.400,347.168,112.800,-220.000,-220.000,153.523,-0.000,文献能量启摆,0
34.959,337.764,-170.400,347.761,-102.000,220.000,220.000,157.764,-0.000,文献能量启摆,0
34.979,334.534,172.200,347.388,112.200,-220.000,-220.000,154.534,-0.000,文献能量启摆,0
34.999,338.489,-174.600,347.849,-98.400,220.000,220.000,158.489,-0.000,文献能量启摆,0
35.019,335.347,160.800,347.344,101.400,-220.000,-220.000,155.347,-0.000,文献能量启摆,0
35.039,338.555,-162.600,347.761,-109.800,220.000,220.000,158.555,-0.000,文献能量启摆,0
35.060,335.588,151.200,347.410,88.200,-220.000,-220.000,155.588,-0.000,文献能量启摆,0
35.079,338.203,-152.400,347.981,-96.600,220.000,220.000,158.203,-0.000,文献能量启摆,0
35.099,336.313,137.400,347.783,95.400,-220.000,-220.000,156.313,-0.000,文献能量启摆,0
35.119,338.423,-157.800,348.157,-86.400,220.000,220.000,158.423,-0.000,文献能量启摆,0
35.140,336.577,156.000,347.893,110.400,-220.000,-220.000,156.577,-0.000,文献能量启摆,0
35.159,338.423,-159.600,348.223,-92.400,220.000,220.000,158.423,-0.000,文献能量启摆,0
35.179,337.061,160.200,348.157,89.400,-220.000,-220.000,157.061,-0.000,文献能量启摆,0
35.199,338.708,-159.000,348.398,-87.600,220.000,220.000,158.708,-0.000,文献能量启摆,0
35.220,337.368,155.400,348.333,99.600,-220.000,-220.000,157.368,-0.000,文献能量启摆,0
35.239,338.928,-165.000,348.552,-92.400,220.000,220.000,158.928,-0.000,文献能量启摆,0
35.259,337.896,164.400,348.552,88.200,-220.000,-220.000,157.896,-0.000,文献能量启摆,0
35.279,339.236,-159.600,348.618,-88.800,220.000,220.000,159.236,-0.000,文献能量启摆,0
35.299,338.181,155.400,348.552,105.600,-220.000,-220.000,158.181,-0.000,文献能量启摆,0
35.319,339.412,-136.800,348.662,-94.200,220.000,220.000,159.412,-0.000,文献能量启摆,0
35.339,338.621,159.000,348.706,99.600,-220.000,-220.000,158.621,-0.000,文献能量启摆,0
35.359,339.719,-140.400,348.728,-87.600,220.000,220.000,159.719,-0.000,文献能量启摆,0
35.379,338.818,148.800,348.706,102.000,-220.000,-220.000,158.818,-0.000,文献能量启摆,0
35.399,339.917,-139.800,348.794,-99.600,220.000,220.000,159.917,-0.000,文献能量启摆,0
35.419,339.280,147.600,348.706,105.000,-220.000,-220.000,159.280,-0.000,文献能量启摆,0
35.439,340.730,-130.200,348.728,-88.200,220.000,220.000,160.730,-0.000,文献能量启摆,0
35.459,339.917,158.400,348.706,100.200,-220.000,-220.000,159.917,-0.000,文献能量启摆,0
35.479,341.829,-141.600,348.816,-92.400,220.000,220.000,161.829,-0.000,文献能量启摆,0
35.499,341.082,156.000,348.772,107.400,-220.000,-220.000,161.082,-0.000,文献能量启摆,0
35.519,342.620,-164.400,348.926,-105.000,220.000,220.000,162.620,-0.000,文献能量启摆,0
35.539,341.455,141.600,348.750,102.000,-220.000,-220.000,161.455,-0.000,文献能量启摆,0
35.559,342.949,-158.400,348.838,-93.600,220.000,220.000,162.949,-0.000,文献能量启摆,0
35.580,341.499,154.800,348.728,94.200,-220.000,-220.000,161.499,-0.000,文献能量启摆,0
35.600,343.059,-154.800,348.882,-104.400,220.000,220.000,163.059,-0.000,文献能量启摆,0
35.620,341.851,175.200,348.706,111.600,-220.000,-220.000,161.851,-0.000,文献能量启摆,0
35.639,343.389,-155.400,348.948,-99.600,220.000,220.000,163.389,-0.000,文献能量启摆,0
35.659,341.873,160.200,348.816,94.800,-220.000,-220.000,161.873,-0.000,文献能量启摆,0
35.679,343.608,-160.800,349.080,-92.400,220.000,220.000,163.608,-0.000,文献能量启摆,0
35.699,342.334,169.800,348.838,112.200,-220.000,-220.000,162.334,-0.000,文献能量启摆,0
35.719,344.092,-155.400,349.189,-105.000,220.000,220.000,164.092,-0.000,文献能量启摆,0
35.740,342.510,165.000,348.992,112.200,-220.000,-220.000,162.510,-0.000,文献能量启摆,0
35.759,344.487,-170.400,349.695,-100.200,220.000,220.000,164.487,0.000,文献能量启摆,0
35.780,342.905,175.200,349.409,123.600,-220.000,-220.000,162.905,0.000,文献能量启摆,0
35.799,345.059,-183.600,350.266,-115.200,220.000,220.000,165.059,0.000,文献能量启摆,0
35.819,342.686,165.000,349.695,119.400,-220.000,-220.000,162.686,-0.000,文献能量启摆,0
35.848,343.257,-315.000,349.497,-162.600,220.000,220.000,163.257,0.000,文献能量启摆,0
35.863,337.874,-66.000,346.794,78.600,220.000,220.000,157.874,-0.000,文献能量启摆,0
35.880,341.323,373.800,348.772,188.400,-220.000,-220.000,161.323,0.001,文献能量启摆,0
35.899,346.948,-174.000,351.299,-124.800,220.000,220.000,166.948,0.000,文献能量启摆,0
35.919,343.872,242.400,350.684,130.200,-220.000,-220.000,163.872,0.000,文献能量启摆,0
35.939,348.552,-131.400,353.188,-132.600,220.000,220.000,168.552,0.000,文献能量启摆,0
35.959,344.927,215.400,351.980,154.200,-220.000,-220.000,164.927,0.000,文献能量启摆,0
35.979,349.937,-150.600,355.012,-133.800,220.000,220.000,169.937,0.000,文献能量启摆,0
35.999,345.762,188.400,352.815,129.000,-220.000,-220.000,165.762,0.000,文献能量启摆,0
36.020,351.057,-144.600,355.891,-140.400,220.000,220.000,171.057,0.000,文献能量启摆,0
36.040,346.838,158.400,353.452,146.400,-220.000,-220.000,166.838,0.000,文献能量启摆,0
36.060,351.562,-160.200,357.188,-121.200,220.000,220.000,171.562,0.000,文献能量启摆,0
36.080,346.992,153.000,354.924,158.400,-220.000,-220.000,166.992,0.000,文献能量启摆,0
36.099,352.046,-171.000,358.176,-133.800,220.000,220.000,172.046,0.000,文献能量启摆,0
36.119,347.234,98.400,355.276,146.400,-220.000,-220.000,167.234,-0.000,文献能量启摆,0
36.139,351.584,-174.000,358.176,-151.800,220.000,220.000,171.584,0.000,文献能量启摆,0
36.159,345.981,141.000,355.012,154.200,-220.000,-220.000,165.981,0.000,文献能量启摆,0
36.179,350.332,-160.200,358.286,-148.200,220.000,220.000,170.332,0.000,文献能量启摆,0
36.199,344.773,175.800,355.056,141.600,-220.000,-220.000,164.773,0.000,文献能量启摆,0
36.219,348.333,-186.600,358.638,-162.600,220.000,220.000,168.333,0.000,文献能量启摆,0
36.239,343.411,244.800,356.045,171.000,-220.000,-220.000,163.411,0.000,文献能量启摆,0
36.259,347.651,-217.800,359.802,-168.000,220.000,220.000,167.651,0.000,文献能量启摆,0
36.279,343.191,247.200,356.836,156.600,-220.000,-220.000,163.191,0.000,文献能量启摆,0
36.299,347.761,-174.000,0.681,-154.200,220.000,220.000,167.761,0.000,文献能量启摆,0
36.319,343.718,249.000,357.166,152.400,-220.000,-220.000,163.718,0.000,文献能量启摆,0
36.339,348.464,-174.000,0.461,-176.400,220.000,220.000,168.464,0.000,文献能量启摆,0
36.359,343.740,239.400,356.550,161.400,-220.000,-220.000,163.740,0.000,文献能量启摆,0
36.379,347.432,-210.600,0.066,-177.600,220.000,220.000,167.432,0.000,文献能量启摆,0
36.399,342.971,252.000,356.221,151.200,-220.000,-220.000,162.971,0.000,文献能量启摆,0
36.420,346.992,-226.800,359.978,-165.000,220.000,220.000,166.992,0.000,文献能量启摆,0
36.440,342.905,243.600,356.067,153.600,-220.000,-220.000,162.905,0.000,文献能量启摆,0
36.460,346.992,-220.800,359.978,-173.400,220.000,220.000,166.992,0.000,文献能量启摆,0
36.479,342.817,230.400,356.660,146.400,-220.000,-220.000,162.817,0.000,文献能量启摆,0
36.500,346.289,-252.600,0.967,-174.600,220.000,220.000,166.289,0.000,文献能量启摆,0
36.520,342.356,249.600,357.297,153.600,-220.000,-220.000,162.356,0.000,文献能量启摆,0
36.539,346.421,-239.400,1.626,-170.400,220.000,220.000,166.421,0.000,文献能量启摆,0
36.559,342.136,253.200,358.440,173.400,-220.000,-220.000,162.136,0.000,文献能量启摆,0
36.579,345.718,-265.200,2.769,-199.800,220.000,220.000,165.718,0.000,文献能量启摆,0
36.599,341.565,242.400,358.879,169.200,-220.000,-220.000,161.565,0.000,文献能量启摆,0
36.620,345.630,-246.000,3.098,-201.000,220.000,220.000,165.630,0.000,文献能量启摆,0
36.640,341.345,213.000,358.945,165.000,-220.000,-220.000,161.345,0.000,文献能量启摆,0
36.659,345.608,-231.600,3.252,-221.400,220.000,220.000,165.608,0.000,文献能量启摆,0
36.679,342.092,228.000,359.824,186.600,-220.000,-220.000,162.092,0.000,文献能量启摆,0
36.699,346.069,-238.200,3.933,-214.800,220.000,220.000,166.069,0.000,文献能量启摆,0
36.720,342.070,229.800,0.000,183.000,-220.000,-220.000,162.070,0.000,文献能量启摆,0
36.739,345.476,-232.800,4.087,-229.800,220.000,220.000,165.476,0.000,文献能量启摆,0
36.759,341.499,229.800,0.681,212.400,-220.000,-220.000,161.499,0.000,文献能量启摆,0
36.779,345.432,-229.200,4.548,-248.400,220.000,220.000,165.432,0.000,文献能量启摆,0
36.799,341.323,234.000,0.769,187.200,-220.000,-220.000,161.323,0.000,文献能量启摆,0
36.820,345.806,-204.600,4.680,-229.200,220.000,220.000,165.806,0.000,文献能量启摆,0
36.839,341.917,247.200,0.659,193.800,-220.000,-220.000,161.917,0.000,文献能量启摆,0
36.859,346.333,-221.400,4.087,-240.600,220.000,220.000,166.333,0.000,文献能量启摆,0
36.879,341.938,237.000,0.110,186.000,-220.000,-220.000,161.938,0.000,文献能量启摆,0
36.901,345.784,-242.400,4.043,-235.200,220.000,220.000,165.784,0.000,文献能量启摆,0
36.920,341.016,215.400,359.253,156.000,-220.000,-220.000,161.016,0.000,文献能量启摆,0
36.939,344.597,-199.200,3.010,-217.800,220.000,220.000,164.597,0.000,文献能量启摆,0
36.959,341.411,174.600,359.121,174.600,-220.000,-220.000,161.411,-0.000,文献能量启摆,0
36.979,344.509,-177.600,3.252,-220.800,220.000,220.000,164.509,0.000,文献能量启摆,0
37.000,342.290,159.000,359.231,168.600,-220.000,-220.000,162.290,-0.000,文献能量启摆,0
37.019,344.312,-173.400,3.274,-228.000,220.000,220.000,164.312,0.000,文献能量启摆,0
37.039,342.532,135.000,0.022,183.600,-220.000,-220.000,162.532,-0.000,文献能量启摆,0
37.059,344.597,-150.000,3.845,-225.000,220.000,220.000,164.597,-0.000,文献能量启摆,0
37.079,343.586,130.200,0.198,180.000,-220.000,-220.000,163.586,-0.000,文献能量启摆,0
37.099,345.520,-159.600,4.021,-223.800,220.000,220.000,165.520,0.000,文献能量启摆,0
37.119,344.531,164.400,0.088,171.600,-220.000,-220.000,164.531,0.000,文献能量启摆,0
37.139,346.003,-239.400,3.538,-228.000,220.000,220.000,166.003,0.000,文献能量启摆,0
37.159,341.938,192.000,359.517,201.600,-220.000,-220.000,161.938,0.000,文献能量启摆,0
37.179,344.751,-208.800,3.384,-213.600,220.000,220.000,164.751,0.000,文献能量启摆,0
37.199,341.609,204.000,359.253,169.800,-220.000,-220.000,161.609,0.000,文献能量启摆,0
37.219,344.861,-192.000,2.681,-228.000,220.000,220.000,164.861,0.000,文献能量启摆,0
37.239,341.851,164.400,358.528,172.200,-220.000,-220.000,161.851,-0.000,文献能量启摆,0
37.260,343.652,-123.600,2.527,-209.400,220.000,220.000,163.652,-0.000,文献能量启摆,0
37.279,342.554,90.000,358.352,169.200,-220.000,-220.000,162.554,-0.000,文献能量启摆,0
37.299,343.323,-104.400,2.593,-199.200,220.000,220.000,163.323,-0.000,文献能量启摆,0
37.320,342.488,88.200,358.352,164.400,-220.000,-220.000,162.488,-0.000,文献能量启摆,0
37.340,343.235,-105.000,2.703,-187.800,220.000,220.000,163.235,-0.000,文献能量启摆,0
37.360,342.466,90.000,358.330,171.600,-220.000,-220.000,162.466,-0.000,文献能量启摆,0
37.380,343.015,-93.600,2.087,-200.400,220.000,220.000,163.015,-0.000,文献能量启摆,0
37.399,342.312,77.400,357.451,162.600,-220.000,-220.000,162.312,-0.000,文献能量启摆,0
37.419,342.905,-111.000,0.791,-210.600,220.000,220.000,162.905,-0.000,文献能量启摆,0
37.439,342.378,88.800,356.023,169.800,-220.000,-220.000,162.378,-0.000,文献能量启摆,0
37.459,342.927,-103.200,359.780,-192.000,220.000,220.000,162.927,-0.000,文献能量启摆,0
37.480,342.224,82.800,355.276,162.000,-220.000,-220.000,162.224,-0.000,文献能量启摆,0
37.500,342.905,-105.000,359.429,-170.400,220.000,220.000,162.905,-0.000,文献能量启摆,0
37.520,342.136,94.200,354.858,163.800,-220.000,-220.000,162.136,-0.000,文献能量启摆,0
37.539,342.642,-121.800,359.231,-169.200,220.000,220.000,162.642,-0.000,文献能量启摆,0
37.559,341.938,89.400,355.474,195.000,-220.000,-220.000,161.938,-0.000,文献能量启摆,0
37.579,342.554,-109.800,0.110,-170.400,220.000,220.000,162.554,-0.000,文献能量启摆,0
37.600,341.763,88.200,356.045,159.000,-220.000,-220.000,161.763,-0.000,文献能量启摆,0
37.620,342.510,-116.400,0.637,-175.800,220.000,220.000,162.510,-0.000,文献能量启摆,0
37.640,341.873,89.400,356.331,165.000,-220.000,-220.000,161.873,-0.000,文献能量启摆,0
37.660,342.576,-103.800,0.066,-208.200,220.000,220.000,162.576,-0.000,文献能量启摆,0
37.680,341.851,88.200,355.452,172.200,-220.000,-220.000,161.851,-0.000,文献能量启摆,0
37.700,342.576,-117.600,359.517,-175.800,220.000,220.000,162.576,-0.000,文献能量启摆,0
37.720,341.829,95.400,354.924,169.200,-220.000,-220.000,161.829,-0.000,文献能量启摆,0
37.740,342.378,-95.400,358.374,-198.000,220.000,220.000,162.378,-0.000,文献能量启摆,0
37.759,341.719,88.200,352.529,85.800,-220.000,-220.000,161.719,-0.000,文献能量启摆,0
37.779,342.356,-102.600,355.408,-189.000,220.000,220.000,162.356,-0.000,文献能量启摆,0
37.800,341.851,86.400,349.739,167.400,-220.000,-220.000,161.851,-0.000,文献能量启摆,0
37.819,342.444,-100.800,352.991,-187.200,220.000,220.000,162.444,-0.000,文献能量启摆,0
37.839,341.829,88.800,349.211,238.200,-220.000,-220.000,161.829,-0.000,文献能量启摆,0
37.859,342.510,-97.800,353.145,-171.600,220.000,220.000,162.510,-0.000,文献能量启摆,0
37.880,342.048,86.400,349.124,231.600,-220.000,-220.000,162.048,-0.000,文献能量启摆,0
37.900,342.664,-99.600,353.232,-177.000,220.000,220.000,162.664,-0.000,文献能量启摆,0
37.920,342.048,88.800,349.124,219.000,-220.000,-220.000,162.048,-0.000,文献能量启摆,0
37.940,342.773,-99.600,353.320,-170.400,220.000,220.000,162.773,-0.000,文献能量启摆,0
37.960,342.048,88.800,349.014,231.000,-220.000,-220.000,162.048,-0.000,文献能量启摆,0
37.980,342.576,-111.600,352.419,-219.000,220.000,220.000,162.576,-0.000,文献能量启摆,0
38.000,341.675,90.000,348.530,237.000,-220.000,-220.000,161.675,-0.000,文献能量启摆,0
38.019,342.246,-122.400,352.419,-192.600,220.000,220.000,162.246,-0.000,文献能量启摆,0
38.039,341.345,95.400,348.992,243.600,-220.000,-220.000,161.345,-0.000,文献能量启摆,0
38.059,341.829,-118.800,353.057,-175.800,220.000,220.000,161.829,-0.000,文献能量启摆,0
38.079,340.950,93.000,349.036,216.600,-220.000,-220.000,160.950,-0.000,文献能量启摆,0
38.099,341.697,-103.800,353.188,-176.400,220.000,220.000,161.697,-0.000,文献能量启摆,0
38.120,340.752,96.000,349.673,226.800,-220.000,-220.000,160.752,-0.000,文献能量启摆,0
38.139,341.653,-102.600,354.001,-174.600,220.000,220.000,161.653,-0.000,文献能量启摆,0
38.159,340.972,103.200,349.849,208.200,-220.000,-220.000,160.972,-0.000,文献能量启摆,0
38.179,341.938,-111.600,354.265,-157.200,220.000,220.000,161.938,-0.000,文献能量启摆,0
38.199,341.082,93.600,349.893,187.800,-220.000,-220.000,161.082,-0.000,文献能量启摆,0
38.219,341.741,-110.400,353.408,-181.800,220.000,220.000,161.741,-0.000,文献能量启摆,0
38.239,340.906,92.400,349.189,226.200,-220.000,-220.000,160.906,-0.000,文献能量启摆,0
38.259,341.851,-123.600,353.057,-176.400,220.000,220.000,161.851,-0.000,文献能量启摆,0
38.279,340.950,106.800,348.970,217.200,-220.000,-220.000,160.950,-0.000,文献能量启摆,0
38.299,342.356,-109.800,353.123,-175.200,220.000,220.000,162.356,-0.000,文献能量启摆,0
38.319,341.389,105.000,348.882,213.600,-220.000,-220.000,161.389,-0.000,文献能量启摆,0
38.339,342.268,-106.800,352.266,-199.200,220.000,220.000,162.268,-0.000,文献能量启摆,0
38.359,341.367,98.400,348.398,234.000,-220.000,-220.000,161.367,-0.000,文献能量启摆,0
38.380,342.378,-111.600,352.200,-183.600,220.000,220.000,162.378,-0.000,文献能量启摆,0
38.399,341.257,122.400,348.333,252.600,-220.000,-220.000,161.257,-0.000,文献能量启摆,0
38.420,342.312,-138.000,352.310,-198.000,220.000,220.000,162.312,-0.000,文献能量启摆,0
38.440,340.774,116.400,348.267,243.600,-220.000,-220.000,160.774,-0.000,文献能量启摆,0
38.459,342.070,-124.200,352.397,-169.800,220.000,220.000,162.070,-0.000,文献能量启摆,0
